Gene = eIF3i
index = 1685
Annotated 5SS: [ 85 752]
Annotated 3SS: [261 806]
SMsplice 5SS: [ 85 752]
SMsplice 3SS: [261 806]
top_k =  100
Partition function (log Z): -2.519722925412392

Sorted 5' Splice Sites (High to Low Probability):
Position 752: 0.9967526439068971
Position 85: 0.5361174617409269
Position 452: 0.06862449451192232
Position 171: 0.053924699573882
Position 179: 0.01182261230703284
Position 131: 0.01080412792994834
Position 473: 0.008386869796490691
Position 173: 0.006140249680906331
Position 184: 0.002779945097466846
Position 1082: 0.0023655610606158977
Position 15: 0.002044020568573724
Position 1111: 0.0019380660259860451
Position 96: 0.0017779137750228598
Position 182: 0.0013838194638556233
Position 504: 0.0009990445147796928
Position 111: 0.0008047786755976527
Position 843: 0.0007094675267144141
Position 1244: 0.0005726687381431027
Position 544: 0.00041214384007067547
Position 756: 0.00023121613736878227
Position 31: 0.00022783756039862022
Position 1013: 0.00020967523513215126
Position 925: 0.0001288944315910742
Position 227: 0.00010729402752245597
Position 961: 8.799425155122565e-05
Position 857: 8.483105545794985e-05
Position 1316: 2.696450439602794e-05
Position 13: 5.2626430608300035e-06
Position 25: 3.464671138101909e-06
Position 49: 2.3928439569012134e-06
Position 241: 2.3248040965984565e-06
Position 89: 2.103953775662466e-06
Position 725: 3.4455114036926714e-07
Position 416: 1.449279080738233e-07
Position 720: 7.6261126845616e-08
Position 717: 2.6105190495863022e-08
Position 369: 4.222449103183995e-09
Position 426: 2.327438980801067e-09
Position 421: 1.911837912586461e-09
Position 18: 7.199813262022572e-10
Position 34: 3.085687079000679e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 806: 0.997168511685874
Position 261: 0.5900350117177819
Position 537: 0.0440062699701652
Position 140: 0.020505044915405123
Position 669: 0.015281879894936306
Position 579: 0.01272052852140156
Position 279: 0.008267687228296731
Position 1188: 0.005062243555454305
Position 583: 0.004900704169613296
Position 348: 0.0025710167964667664
Position 309: 0.0018113984303796118
Position 171: 0.0014753970726819352
Position 215: 0.000942705259421174
Position 554: 0.0008437311875037449
Position 904: 0.0007098050462299565
Position 856: 0.0006400982914793801
Position 563: 0.0005245957021627936
Position 847: 0.0005195360425916116
Position 504: 0.0005135635689839483
Position 882: 0.0003556160954342715
Position 1308: 0.00031552533771699346
Position 1377: 0.0003105205792025939
Position 111: 5.512073795606793e-08
