Gene = Elp3
index = 1153
Annotated 5SS: [ 101  405 1327]
Annotated 3SS: [ 162  460 1379]
SMsplice 5SS: [ 101  405 1327]
SMsplice 3SS: [ 162  460 1379]
top_k =  100
Partition function (log Z): 1.810864127366676

Sorted 5' Splice Sites (High to Low Probability):
Position 405: 0.9945718519993915
Position 101: 0.9102171610567434
Position 1327: 0.7988214793268243
Position 105: 0.08620093104917952
Position 717: 0.05118711874394917
Position 625: 0.044091222240690085
Position 1498: 0.028888936186067738
Position 1322: 0.02832898763722606
Position 844: 0.006622171934797555
Position 1909: 0.006397894023851104
Position 992: 0.006116452139308686
Position 815: 0.0031373417028298903
Position 252: 0.002954435754303773
Position 1295: 0.0016796805612952724
Position 695: 0.0008437758702975283
Position 96: 0.0004948885527796555
Position 6: 0.0004870012252439865
Position 1001: 0.0004491101190775708
Position 400: 0.00024900713575437127
Position 409: 0.00011888174872454806
Position 279: 7.08630536797737e-05
Position 61: 5.31255969831528e-05
Position 192: 3.160917189328246e-05
Position 50: 2.2641495862814218e-05
Position 110: 1.4208399714178882e-05
Position 1288: 1.1417979355361359e-05
Position 707: 7.869089766767958e-06
Position 32: 6.896133656237517e-06
Position 55: 6.337000981762415e-06
Position 122: 5.1504555672820115e-06
Position 10: 5.133399801351103e-06
Position 304: 3.4204765056507694e-06
Position 318: 4.380738098538233e-07
Position 580: 2.773693997592992e-07
Position 336: 1.6079751784023742e-07
Position 565: 4.398175841106764e-08
Position 577: 3.7413324682811705e-08
Position 832: 1.6575685906518775e-08
Position 136: 6.047273700558971e-11
Position 165: 7.928989341299862e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 162: 0.9969535470674872
Position 460: 0.9908686542362629
Position 1379: 0.8791460096312874
Position 912: 0.023676255947837264
Position 1576: 0.019042742737354405
Position 1247: 0.010718267887815871
Position 792: 0.008611737582665244
Position 1150: 0.008118330644748699
Position 1975: 0.0062248605570811594
Position 1600: 0.005400597025870021
Position 1610: 0.003912687364487634
Position 795: 0.0038983447562474143
Position 1102: 0.0032068952645782625
Position 959: 0.003033239596988579
Position 304: 0.0022945566031186224
Position 863: 0.0018089743248177392
Position 643: 0.001738675499273405
Position 684: 0.0014136498756131335
Position 344: 0.0007742408665078557
Position 1587: 0.0005329090583556737
Position 55: 0.00022661834910251883
Position 74: 0.00019113120263311275
Position 1978: 0.0001730334667699432
Position 577: 4.1433108511304415e-05
Position 587: 3.258319884672918e-05
Position 191: 2.3261442995613218e-05
Position 371: 1.062626903187829e-05
Position 1326: 8.17960086486102e-06
Position 218: 6.434544233505472e-06
Position 664: 4.7249294641638835e-06
Position 182: 2.4652962675519373e-06
Position 396: 1.4613469427626673e-06
Position 487: 3.3506281874703895e-07
Position 221: 2.6957845832850683e-07
Position 84: 1.3490650344907313e-07
Position 96: 9.667522202202155e-08
Position 93: 1.0027797056314974e-08
