Gene = bur
index = 1636
Annotated 5SS: [ 354 2113 2479 3013 3175 3677 3943 4404 4651]
Annotated 3SS: [2004 2173 2711 3077 3306 3749 4001 4458 4707]
SMsplice 5SS: [ 354 2113 2479 3013 3175 3677 3943 4404 4651]
SMsplice 3SS: [1723 2173 2711 3077 3306 3749 4001 4458 4707]
top_k =  100
Partition function (log Z): 25.84451941989173

Sorted 5' Splice Sites (High to Low Probability):
Position 4651: 0.9989805629446585
Position 4404: 0.9977039016205521
Position 2113: 0.9965178054982339
Position 3677: 0.9891890723674436
Position 3013: 0.9865032972414496
Position 2479: 0.9738866444357269
Position 3175: 0.8727196579937511
Position 354: 0.7585723862620166
Position 3947: 0.5342814547554614
Position 1782: 0.4552771709363048
Position 3970: 0.26168887047352546
Position 1501: 0.2136213196758232
Position 2767: 0.1614914681610745
Position 1647: 0.12232721448816791
Position 3246: 0.06381001008375553
Position 203: 0.04367761850954626
Position 592: 0.03841621846199338
Position 1786: 0.03460413233382224
Position 1614: 0.026429026805540847
Position 3165: 0.019748598371742664
Position 3519: 0.01718037505266513
Position 2833: 0.014745903525476195
Position 199: 0.013727873093685991
Position 3502: 0.011391804367466804
Position 5106: 0.011243552103869216
Position 3621: 0.0076144292929040845
Position 1035: 0.007159414047179795
Position 5134: 0.006278382625763848
Position 3007: 0.0050383080823505665
Position 2607: 0.00397538079370374
Position 3183: 0.003953043980721643
Position 1488: 0.0037563378068168375
Position 3531: 0.003066829759501246
Position 207: 0.0026331810779740067
Position 3691: 0.0023032610516856445
Position 2595: 0.0022845191161432144
Position 4290: 0.002171408801666825
Position 2189: 0.0020772446428682584
Position 2184: 0.002035525620253276
Position 2992: 0.0016841645661881048
Position 2984: 0.0015346064543810254
Position 5390: 0.0012959712842884666
Position 286: 0.0012671559014525058
Position 3137: 0.0012513277738875608
Position 2913: 0.0012160290008855466
Position 4174: 0.001052317148609162
Position 4655: 0.0010186615974305236
Position 2103: 0.00098613121278876
Position 598: 0.0008398703856158261
Position 666: 0.0007707136698577304
Position 2869: 0.0004814621511705604
Position 891: 0.00040939681245358365
Position 2951: 0.0002961453234813767
Position 201: 0.0001924927639411361
Position 4359: 0.00018155019709538192
Position 588: 0.00016602744137821315
Position 1433: 0.0001458230185419867
Position 2851: 0.00013297742446218358
Position 2600: 9.668984337960264e-05
Position 871: 7.421334003929761e-05
Position 1121: 6.79055043220032e-05
Position 2423: 4.469437965857144e-05
Position 2524: 4.0208021962277244e-05
Position 4764: 3.681671396282541e-05
Position 2395: 2.447969235530832e-05
Position 3108: 2.1909884995608054e-05
Position 4813: 1.4187544003281419e-05
Position 3225: 1.14607942221419e-05
Position 409: 2.290188004988547e-06
Position 617: 1.5409786880750024e-06
Position 266: 1.1347010287112235e-06
Position 765: 1.0494311240492735e-06
Position 4566: 7.744386153869936e-07
Position 11: 4.1634468894576755e-07
Position 30: 3.0189687321635806e-07
Position 22: 1.3209801608763048e-07
Position 82: 5.0272023203849575e-08
Position 112: 3.305500450792087e-08
Position 253: 9.309087433930877e-09
Position 4610: 6.085926400104941e-10
Position 4570: 4.107036529611616e-10
Position 4197: 1.5565873619274375e-11
Position 4281: 1.0964216142064226e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3077: 0.9995043291778829
Position 4458: 0.9992604898696094
Position 4707: 0.9898701175024303
Position 2173: 0.9882439418672626
Position 2711: 0.9739742544448445
Position 3749: 0.9656156939918219
Position 3306: 0.9553234230713752
Position 4001: 0.467244723268025
Position 1723: 0.4628339324939327
Position 1577: 0.44780745332161237
Position 2004: 0.4123752746490799
Position 4023: 0.3548657402059193
Position 2818: 0.1490110225505077
Position 935: 0.13779218800310883
Position 1858: 0.13330840220513196
Position 1883: 0.07584500019024727
Position 2895: 0.023967205618574804
Position 1895: 0.013977924961411387
Position 3594: 0.011766957115097029
Position 3554: 0.011224055993504694
Position 1012: 0.010987692496332125
Position 2237: 0.00832680748839008
Position 5193: 0.008155326830499927
Position 3578: 0.008136840211222539
Position 260: 0.007371392530147714
Position 1343: 0.006554113164152983
Position 5249: 0.006325176695775875
Position 4740: 0.005150774513047432
Position 4904: 0.0043472689317225165
Position 2856: 0.004315033538523055
Position 1268: 0.004294351864597491
Position 4043: 0.004237349296311644
Position 3801: 0.0040068184471527685
Position 266: 0.003455432148505501
Position 2833: 0.0030484315862669515
Position 1862: 0.002766398141890971
Position 5327: 0.002349563521435165
Position 2730: 0.0019981806086762405
Position 1869: 0.0019819593142253182
Position 3405: 0.0016133263467572579
Position 2050: 0.0016108133464945004
Position 2188: 0.001554018150760323
Position 3387: 0.0015064140309198628
Position 4373: 0.0014534257011481698
Position 3384: 0.0013901374187841673
Position 3323: 0.0013130599230506217
Position 5449: 0.0012959712842884673
Position 2720: 0.0007690606522185143
Position 5303: 0.0006918676819220994
Position 4884: 0.0006751793743582169
Position 2552: 0.0005528309458415782
Position 2341: 0.0004972003500690299
Position 2209: 0.0003238390914450831
Position 1600: 0.00016134408821371458
Position 4471: 0.00014888273673222932
Position 4497: 0.00014201426100375137
Position 4488: 6.48718260585371e-05
Position 4562: 3.949341965913464e-05
Position 333: 1.2457618128451688e-05
Position 4835: 7.663936407300175e-06
Position 459: 5.585538536792108e-07
Position 565: 4.3450303356093494e-07
Position 65: 2.799653316562775e-07
Position 337: 6.727298719505298e-08
Position 139: 3.884281247413817e-08
Position 77: 3.671654406538205e-08
