Gene = Naprt
index = 1310
Annotated 5SS: [ 925 1597 2338 2533 3055 3254 4533 4762 7513 7989]
Annotated 3SS: [1291 2166 2405 2970 3125 4391 4589 7246 7578 8051]
SMsplice 5SS: [1597 2338 2533 3055 3254 4533 4762 5439 7513 7989]
SMsplice 3SS: [2166 2405 2970 3125 4391 4589 5102 7246 7578 8051]
top_k =  100
Partition function (log Z): 36.80287367131819

Sorted 5' Splice Sites (High to Low Probability):
Position 7513: 0.9999957051990456
Position 2338: 0.9999946243343405
Position 4533: 0.9995243753611702
Position 7989: 0.9991550700844657
Position 3055: 0.9315548291229736
Position 5439: 0.9154002982306235
Position 4762: 0.8920736596213307
Position 1597: 0.870831861015774
Position 3254: 0.7500098624147896
Position 2533: 0.6595760968353361
Position 2898: 0.3999044156929392
Position 4104: 0.38283704202070484
Position 5956: 0.20098911200866804
Position 199: 0.19328317549311805
Position 1883: 0.15225252340075673
Position 44: 0.10352236431877677
Position 6297: 0.08174418371861195
Position 107: 0.07203129106086406
Position 976: 0.06026422523771562
Position 1126: 0.04050929895049566
Position 3338: 0.034809495595510415
Position 3041: 0.02957668270179061
Position 2657: 0.029378311112421996
Position 1644: 0.024320619337273638
Position 1601: 0.023063448612439044
Position 765: 0.01890659434874602
Position 2497: 0.018841585385785616
Position 120: 0.0179525581066853
Position 7752: 0.016211135980418238
Position 8349: 0.01564160622033605
Position 925: 0.014042348712517928
Position 4747: 0.01368321103878034
Position 841: 0.011587897884338902
Position 8375: 0.011235290802635958
Position 7785: 0.007626658663219938
Position 820: 0.007520304537781293
Position 1877: 0.007041974922555001
Position 8515: 0.006431797515768917
Position 852: 0.005277336530147179
Position 8367: 0.005115732913036477
Position 2734: 0.00505501337985027
Position 7674: 0.005047438716158224
Position 4674: 0.004510265213222627
Position 2610: 0.0040108720862898385
Position 1605: 0.0034130141573412705
Position 440: 0.002295388056058772
Position 2601: 0.0022382466494194515
Position 368: 0.002176613002772186
Position 2674: 0.0020299838606398853
Position 2635: 0.0013905550208577894
Position 2668: 0.001188470103295613
Position 2561: 0.0010567356268006843
Position 2599: 0.0008087746190856215
Position 356: 0.0006511814057377987
Position 358: 0.0005787927476769919
Position 4754: 0.0005772974698471965
Position 354: 0.0005727928269776289
Position 4820: 0.0005319188975928898
Position 4795: 0.0005191550058927085
Position 2779: 0.00041430016358729355
Position 7995: 0.00039721236724685557
Position 4537: 0.00035772417192172964
Position 2537: 0.00029211643436895913
Position 8193: 9.990803827844077e-05
Position 7911: 7.698543417664319e-05
Position 8523: 6.680151175085164e-05
Position 2519: 1.297218161738048e-05
Position 7993: 2.618933387022648e-06
Position 7923: 2.255902068326778e-06
Position 7395: 1.0613030665494817e-06
Position 2229: 3.064747057916085e-07
Position 7773: 2.621070865153479e-07
Position 7860: 1.141134179700765e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2405: 0.9999999753679838
Position 7578: 0.9999989303400091
Position 8051: 0.9992261850201195
Position 4589: 0.9982015145861182
Position 2166: 0.9893484251777368
Position 4391: 0.984382238507377
Position 7246: 0.9763845725283743
Position 2970: 0.9176291253595829
Position 5102: 0.8068850181904939
Position 3125: 0.7559942583544755
Position 2762: 0.18014069086765006
Position 1188: 0.15504065750022908
Position 3145: 0.12206122907779181
Position 1256: 0.10744693491575942
Position 5615: 0.10722714482089585
Position 1782: 0.09745958977222366
Position 5662: 0.09015771881185615
Position 1291: 0.08686994901131474
Position 3613: 0.08682460022062607
Position 1493: 0.07608025688156504
Position 1800: 0.04748635718917881
Position 3666: 0.03997949882299935
Position 3798: 0.03729437646157524
Position 5497: 0.03582131359271072
Position 5589: 0.03163450935230661
Position 8436: 0.03143179102843557
Position 1460: 0.026217279213584455
Position 3163: 0.024897820014696318
Position 3606: 0.024621243345997797
Position 2941: 0.02458007054998932
Position 3389: 0.02353439696683095
Position 3581: 0.018658965821084318
Position 7267: 0.017577380254620276
Position 7808: 0.01620975614139258
Position 1424: 0.01313716700370111
Position 4172: 0.009968496723634866
Position 5089: 0.009298881699416247
Position 6028: 0.009288619416295498
Position 709: 0.008523571684160182
Position 4986: 0.008258444778158607
Position 1821: 0.007932960824324646
Position 8573: 0.007098302545174038
Position 5827: 0.007024191835417401
Position 1759: 0.005890793141836535
Position 258: 0.005481057983263027
Position 7748: 0.004849828924326685
Position 5359: 0.004784225864232496
Position 7859: 0.0035968339912871754
Position 879: 0.003177179848049469
Position 7847: 0.002945324614050388
Position 5154: 0.0025567695784405493
Position 2914: 0.001744025542993007
Position 911: 0.0016258102864470212
Position 4601: 0.0012136205583490405
Position 2823: 0.0009540544511127084
Position 7892: 0.0008333276428019894
Position 5113: 0.0008330869600185833
Position 4962: 0.0007386299185894948
Position 5128: 0.0007114651485970935
Position 2590: 0.0006470704146285268
Position 5389: 0.0006409506478359294
Position 3253: 0.0003783945949471904
Position 2767: 0.00032299845852175855
Position 8102: 0.00032299682475831875
Position 8464: 0.00029891337068832486
Position 5160: 0.0002396193903084799
Position 4801: 0.00022318777347567835
Position 273: 0.00022060914138848163
Position 7751: 0.00019760818985427978
Position 2662: 0.00017265071220845898
Position 242: 0.00015193635586863597
Position 5690: 0.0001254225048738854
Position 5725: 0.00010818609431033023
Position 3675: 0.00010531466778167586
Position 8250: 9.990803827844077e-05
Position 4917: 6.038384547078642e-05
Position 2893: 7.76279560943953e-06
Position 7595: 1.069659990128375e-06
Position 4623: 1.873645516909384e-07
Position 2422: 2.17868857038656e-08
Position 2452: 1.7263132054170844e-09
Position 2437: 6.637824979175887e-10
