Gene = stv
index = 1899
Annotated 5SS: [ 942 4829]
Annotated 3SS: [3494 4893]
SMsplice 5SS: [ 414 4829]
SMsplice 3SS: [3491 4893]
top_k =  100
Partition function (log Z): -2.4572559398636846

Sorted 5' Splice Sites (High to Low Probability):
Position 4829: 0.9954025604150433
Position 414: 0.7655121812830954
Position 3595: 0.47146538652933456
Position 942: 0.27020100350289394
Position 5869: 0.07764131838160138
Position 745: 0.015423074820684819
Position 2335: 0.014640292071386816
Position 5887: 0.011394464826317237
Position 55: 0.009551956391150524
Position 5358: 0.007607830823182326
Position 2331: 0.0029464604779210987
Position 801: 0.002111146784685552
Position 5004: 0.0018498689162514102
Position 5370: 0.0011477162868859512
Position 5876: 0.0005972058096328268
Position 216: 0.0005072725130089036
Position 1682: 0.0003951687780879303
Position 1885: 0.0003589321876197574
Position 389: 0.0002873061400312092
Position 87: 0.00023167476248032125
Position 510: 0.00016761182733165115
Position 617: 0.00015094445861381608
Position 5564: 0.00013148639264641646
Position 626: 0.00010791519684801942
Position 236: 6.203313232316823e-05
Position 5728: 6.097690793686833e-05
Position 5383: 5.2067584897377766e-05
Position 25: 4.340006934074504e-05
Position 5203: 3.9947395352050186e-05
Position 5048: 2.158247074049278e-05
Position 210: 8.692197914171272e-06
Position 230: 7.932414327753541e-06
Position 224: 6.435521465073224e-06
Position 79: 6.390230712131236e-06
Position 1482: 4.681191304831304e-06
Position 238: 2.910987235404422e-06
Position 37: 1.6788250210339577e-06
Position 39: 1.1560256876145818e-06
Position 527: 7.59975209358766e-07
Position 47: 5.086599275532463e-07
Position 4994: 2.095497823371705e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4893: 0.9994013184734322
Position 3491: 0.7465256869071426
Position 4652: 0.42848384579630056
Position 3494: 0.15333039610835283
Position 3672: 0.10937804071290946
Position 5960: 0.09003469293991437
Position 579: 0.043117936419046536
Position 470: 0.013498391437963867
Position 3920: 0.011081326652193604
Position 4167: 0.010353769454021633
Position 3801: 0.0077599446259572075
Position 1586: 0.006628863196127538
Position 5438: 0.004713405896836478
Position 1977: 0.004011301805643864
Position 2140: 0.0035831451681960368
Position 5428: 0.001952929408393762
Position 2108: 0.001596043847250761
Position 1380: 0.0015435053379406066
Position 692: 0.0013048664106256984
Position 129: 0.0012760555484158127
Position 5748: 0.0011659903247306365
Position 290: 0.0011495147519707063
Position 5065: 0.0010715584551269687
Position 874: 0.001047134837494855
Position 1980: 0.0009779941598567945
Position 5102: 0.0007998315274317736
Position 609: 0.0007476117422300615
Position 602: 0.0006066195012433573
Position 676: 0.0005635593022209653
Position 4903: 0.0005536182140671734
Position 162: 0.0004949768039211026
Position 797: 0.00039790304145160323
Position 5793: 0.0003427916102745157
Position 445: 0.00019409711470870153
Position 5796: 0.00013505638257845914
Position 5617: 0.00013148639264641646
Position 5441: 7.307377853663747e-05
Position 5401: 4.2868411228862605e-05
Position 5547: 4.077186796024034e-05
Position 5275: 4.021834956754849e-05
