Gene = AstC
index = 31
Annotated 5SS: [ 246 4277 4473]
Annotated 3SS: [4160 4332 4534]
SMsplice 5SS: [ 246 4277 4473]
SMsplice 3SS: [4160 4332 4534]
top_k =  100
Partition function (log Z): 0.4301660221589816

Sorted 5' Splice Sites (High to Low Probability):
Position 4277: 0.9973472426408041
Position 246: 0.9795941332950805
Position 4473: 0.9567523680573456
Position 4661: 0.40348468844120483
Position 1068: 0.07999976911416645
Position 829: 0.04884485684917267
Position 824: 0.03693849816843993
Position 1375: 0.01537100375600393
Position 1303: 0.013351452178321139
Position 2581: 0.00750264691504321
Position 4614: 0.0069580236750428305
Position 834: 0.004684901109890033
Position 882: 0.004622596476728492
Position 4892: 0.0024675054672736963
Position 4281: 0.0011353939057971178
Position 1163: 0.0008118826110816726
Position 4575: 0.0008092422138364343
Position 354: 0.00042629461760699107
Position 4388: 0.00013598476398429235
Position 563: 6.705999610731718e-05
Position 463: 5.0981459937223946e-05
Position 567: 4.821052055622631e-05
Position 434: 2.7670754041043432e-05
Position 250: 2.74528666302572e-05
Position 406: 1.884817008559403e-05
Position 4609: 1.534584361116e-05
Position 240: 8.429157746651933e-06
Position 420: 2.226168528381781e-06
Position 4518: 1.8736250367762234e-06
Position 4676: 1.4304358122483069e-06
Position 60: 1.975118865684445e-10
Position 305: 7.746774827806151e-12
Position 29: 1.5307327949767418e-12
Position 7: 6.295234574691713e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4332: 0.9978117112851899
Position 4160: 0.8808325042506688
Position 4534: 0.6986963419626538
Position 4726: 0.3312383170983459
Position 4543: 0.17454731678760677
Position 4195: 0.1146965908638545
Position 898: 0.08602303267433846
Position 4537: 0.06738600178009042
Position 305: 0.054755814389802475
Position 4907: 0.031095042362489802
Position 4657: 0.024028782842220868
Position 948: 0.02224281952568798
Position 4801: 0.013931016155962475
Position 5095: 0.009043074420953628
Position 4955: 0.008017964315223818
Position 623: 0.006995158459915842
Position 2537: 0.004878970624221068
Position 5211: 0.003943128523129095
Position 667: 0.003652109916196031
Position 487: 0.002658775843978911
Position 3415: 0.002651895221731444
Position 4770: 0.0026362955447132527
Position 353: 0.001696962844608736
Position 4242: 0.0015007012025644612
Position 563: 0.0014602690429546127
Position 4757: 0.0013372736930349887
Position 677: 0.0012913727991475006
Position 4817: 0.0012875721205643145
Position 604: 0.0012599453619340482
Position 5127: 0.001222100101102802
Position 467: 0.001160751875999563
Position 1226: 0.001091430114694553
Position 537: 0.0009906105696883864
Position 4822: 0.0009234958861206398
Position 4356: 0.0009070171486352244
Position 648: 0.0007530320832733685
Position 5139: 0.0006591058066556259
Position 574: 0.0006305803638901117
Position 5103: 0.0006192383159946221
Position 434: 0.0002515277288520149
Position 723: 0.00023471450626964815
Position 367: 0.0001917174226449999
Position 759: 0.00017021916499494733
Position 4466: 9.661138024132012e-05
Position 965: 5.918378179452853e-06
Position 977: 3.1807013131265403e-06
