Gene = Plap
index = 1383
Annotated 5SS: [ 138  738 1671 2354]
Annotated 3SS: [ 406  803 1726 2410]
SMsplice 5SS: [ 738 1313 2354]
SMsplice 3SS: [ 834 1726 2410]
top_k =  100
Partition function (log Z): -7.525649936795279

Sorted 5' Splice Sites (High to Low Probability):
Position 738: 0.9747873261863621
Position 2354: 0.635377877002746
Position 1313: 0.4360041975916359
Position 1671: 0.07920594892128152
Position 2337: 0.07018209494109451
Position 976: 0.05514287358794237
Position 3009: 0.04857507207842303
Position 1546: 0.027086715067118426
Position 1143: 0.018316283768705626
Position 138: 0.013200425182986713
Position 1491: 0.011119457252261612
Position 1583: 0.009270280969383864
Position 2877: 0.006102527461584057
Position 3014: 0.005158042271860157
Position 102: 0.004988820104251951
Position 470: 0.0047279036165427685
Position 300: 0.0036468018746191187
Position 1845: 0.003387212859606399
Position 753: 0.003238780982772516
Position 1317: 0.0031044435408838535
Position 655: 0.0027895395811346436
Position 698: 0.002770760339622031
Position 721: 0.00236682593746803
Position 1831: 0.002116620177320408
Position 304: 0.0019905688960567087
Position 468: 0.0019561558244358887
Position 1552: 0.0018020320281652278
Position 6: 0.0009039511790075121
Position 289: 0.0008635912468854919
Position 521: 0.0006447005140258553
Position 677: 0.000332937396512376
Position 21: 0.0003082293801196209
Position 649: 0.0002910992946107702
Position 167: 0.0002427645219710941
Position 758: 0.00018598275308287672
Position 640: 8.776609538322129e-05
Position 39: 8.164886448963339e-05
Position 57: 6.27297281387224e-05
Position 402: 5.179061876541035e-05
Position 882: 4.2735202522088865e-05
Position 81: 2.009432220276172e-05
Position 1231: 1.2488897409211385e-05
Position 1541: 1.1278413717780067e-05
Position 1067: 3.3646362180163624e-06
Position 105: 8.016387224605202e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.712638831188455
Position 834: 0.6561887602587834
Position 1726: 0.5309169581079614
Position 803: 0.2963487556260626
Position 1734: 0.12212824599560711
Position 3065: 0.06425884457090639
Position 540: 0.016590038650912308
Position 1698: 0.010048536311233494
Position 203: 0.005513043792981703
Position 165: 0.0037584366122474537
Position 2957: 0.0036589080129632483
Position 368: 0.0035863341074971076
Position 994: 0.0033276066623197727
Position 1486: 0.0008734432357306469
Position 1090: 0.0008639515371596112
Position 170: 0.0005579315224215281
Position 406: 0.0005036385743369911
Position 77: 0.00021870618215350348
Position 508: 0.0001777690680433291
Position 415: 0.00012192622696739515
Position 560: 8.218033469713466e-05
Position 190: 7.76680064249395e-05
Position 89: 6.481850491121913e-05
Position 343: 5.741603693952931e-05
