Gene = AT2G19385
index = 177
Annotated 5SS: [ 303  472  715 1286 1487]
Annotated 3SS: [ 396  583  921 1378 1585]
SMsplice 5SS: [ 303  472  715 1286 1487]
SMsplice 3SS: [ 396  583  921 1378 1585]
top_k =  100
Partition function (log Z): 20.543800854909495

Sorted 5' Splice Sites (High to Low Probability):
Position 1487: 0.9918009978637524
Position 715: 0.9852897878349697
Position 472: 0.9687827267419754
Position 1286: 0.9616124025979321
Position 303: 0.8210146062010061
Position 328: 0.17357159439469227
Position 126: 0.09383300246362732
Position 1282: 0.02139396345857275
Position 476: 0.018269126633441865
Position 1290: 0.01592408016956555
Position 483: 0.007666003658328395
Position 780: 0.005585441649479672
Position 1725: 0.004739677089029195
Position 1673: 0.004494192310976782
Position 1696: 0.004364099329477038
Position 680: 0.0036205720827800804
Position 494: 0.003598777756783189
Position 706: 0.0034913876581758817
Position 1097: 0.003469114669572217
Position 1680: 0.0032838384335453956
Position 1059: 0.00239559554812532
Position 267: 0.0023319191433425136
Position 1621: 0.0022060646392485584
Position 772: 0.0010674487196080933
Position 1069: 0.0010238417490676139
Position 1729: 0.0006378761674286396
Position 1516: 0.00047789360561566787
Position 843: 0.0004320391724693908
Position 823: 0.00039042932808711425
Position 1119: 0.0003869811513772563
Position 510: 0.0003633241054748333
Position 1261: 0.0003314780388641007
Position 287: 0.00032562793886121283
Position 1314: 0.00022646048716329353
Position 1308: 0.00021795784479706836
Position 1076: 0.0002116463872114369
Position 94: 0.00020123971658124668
Position 1505: 0.0001747108806784029
Position 1690: 8.717245455907141e-05
Position 1662: 7.234978638655693e-05
Position 796: 4.9503692856656695e-05
Position 515: 4.596087554610244e-05
Position 783: 3.7573144415669847e-05
Position 802: 2.4704358589637573e-05
Position 1206: 1.619219173146547e-05
Position 613: 1.3921000925878809e-05
Position 272: 1.3614023615021436e-05
Position 57: 1.2723512569382205e-05
Position 54: 1.0538426109743811e-05
Position 27: 9.94728061411813e-06
Position 1625: 7.53194553730325e-06
Position 172: 2.4763633707711164e-06
Position 250: 1.4198321423983281e-06
Position 39: 1.4169774385516813e-06
Position 30: 1.2895676261439679e-06
Position 219: 9.852003615793035e-07
Position 241: 2.2444775135316493e-07
Position 439: 8.502967927975486e-09
Position 1436: 2.3835327178614507e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 921: 0.9962184099728325
Position 396: 0.9957805648178281
Position 583: 0.9955881059378257
Position 1378: 0.9933072824989408
Position 1585: 0.9879988417613991
Position 215: 0.07305872477065034
Position 237: 0.020769290440244722
Position 1794: 0.014782448704336166
Position 1187: 0.007335796197560146
Position 1831: 0.007095006004296229
Position 1385: 0.0030322034097615986
Position 1399: 0.002020472383521197
Position 589: 0.0019412705087055557
Position 937: 0.0016341870686801452
Position 586: 0.0015367323649334006
Position 1602: 0.0014450662650498853
Position 1118: 0.0010804676997274224
Position 1405: 0.001006437184796292
Position 607: 0.0005724724963529092
Position 1445: 0.0004761452979978411
Position 1818: 0.00046318844255583617
Position 1153: 0.0003955135525980524
Position 1085: 0.00025655131917036287
Position 1643: 0.000247350821952845
Position 418: 0.00024057419442792216
Position 787: 0.00019267002992456482
Position 945: 0.00017456956205979377
Position 1610: 0.00017385137072545696
Position 1696: 0.00013022655595372004
Position 183: 0.00010547943403617314
Position 547: 9.269664828766015e-05
Position 431: 8.302720756466241e-05
Position 602: 5.723424235302914e-05
Position 952: 5.2686497447794996e-05
Position 826: 4.855225064767128e-05
Position 364: 2.7550723450119647e-05
Position 1090: 2.6965382340916225e-05
Position 433: 1.9777479034574957e-05
Position 549: 1.8687214964029584e-05
Position 839: 1.8149355813203322e-05
Position 1014: 1.7773377564204952e-05
Position 979: 1.648168268866085e-05
Position 899: 1.586064292985946e-05
Position 250: 1.2669194548005557e-05
Position 1803: 1.127519793264297e-05
Position 1414: 8.731081013049743e-06
Position 246: 7.15237650859006e-06
Position 555: 7.14335157370367e-06
Position 257: 4.109878644995309e-06
Position 248: 3.562692529068002e-06
Position 445: 2.9482583973194834e-06
Position 469: 2.1102930472451557e-06
Position 266: 6.259312933504146e-07
Position 122: 5.580813380600515e-07
Position 292: 4.287720129724868e-07
Position 106: 3.5684882694538956e-07
Position 260: 3.0528303914645867e-07
Position 94: 1.0619383757170686e-07
Position 284: 3.414443077432324e-08
Position 1556: 1.369744427575814e-08
Position 1553: 8.539980359377876e-09
