Gene = GeneID_693068
index = 92
Annotated 5SS: [ 234 8349 9384]
Annotated 3SS: [8136 9136 9829]
SMsplice 5SS: [234]
SMsplice 3SS: [9136]
top_k =  1000
Partition function (log Z): -11.328687263755548

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9150191338619517
Position 9384: 0.30010982112556045
Position 6699: 0.24047821487834628
Position 8349: 0.23444295980263394
Position 7962: 0.19890707161021332
Position 8309: 0.13797710392951434
Position 5130: 0.11930509119633584
Position 1137: 0.11124406799155283
Position 5127: 0.05341635696904314
Position 5670: 0.05148162280160946
Position 6796: 0.0384255144910986
Position 4577: 0.03540934850924725
Position 1173: 0.02978043180472896
Position 9354: 0.027995647404197906
Position 7354: 0.02395690240135963
Position 5099: 0.02038476307416253
Position 8275: 0.01943269002431371
Position 9307: 0.01841120273049426
Position 223: 0.0155613342814397
Position 819: 0.01481982813526198
Position 7950: 0.014061471102715698
Position 7000: 0.014023987264347315
Position 596: 0.013615829678308572
Position 6070: 0.012037194149505817
Position 3920: 0.01107422159592224
Position 692: 0.010907424430393775
Position 6283: 0.009597354996870177
Position 7479: 0.009372288732689547
Position 9222: 0.008009610497383749
Position 3944: 0.007643008717112306
Position 701: 0.007282481084001225
Position 771: 0.007011183308274604
Position 4828: 0.006218240645499926
Position 5674: 0.006063199605821688
Position 8839: 0.005705895336912672
Position 7599: 0.003908150307821782
Position 8325: 0.003652252407132432
Position 8301: 0.002856593086308105
Position 7488: 0.0028161334916377897
Position 2655: 0.0024117425962833397
Position 9237: 0.002074627241811713
Position 9325: 0.0020048725728925116
Position 782: 0.0012831477850738947
Position 3077: 0.001164706509211145
Position 7573: 0.0010445980818618373
Position 1620: 0.0009395044918718808
Position 5143: 0.0006729313942528734
Position 1717: 0.00043020063169511586
Position 4514: 0.00039227079627044054
Position 1768: 0.0003595392915472769
Position 402: 0.00031847459962331364
Position 4759: 0.0003180696156735367
Position 366: 0.00021726406849697792
Position 238: 0.0002010252060220306
Position 883: 0.000130225603222767
Position 551: 0.00010786714236054425
Position 95: 8.246732790074239e-05
Position 156: 4.723182937461082e-05
Position 61: 3.373367697474346e-05
Position 145: 2.8621421005044997e-05
Position 616: 2.807973842803618e-05
Position 190: 2.2579172122600568e-05
Position 1161: 1.9857719049815038e-05
Position 162: 1.8640725365354744e-05
Position 1097: 1.5656082592912036e-05
Position 1604: 1.514904424354459e-05
Position 594: 1.4026810031043876e-05
Position 1657: 1.24472513427879e-05
Position 649: 1.041586929458301e-05
Position 369: 8.444323777552438e-06
Position 309: 7.410093593937828e-06
Position 862: 7.088908825387146e-06
Position 1608: 5.378448315713374e-06
Position 33: 5.0639714921523055e-06
Position 128: 4.51791786604066e-06
Position 510: 3.9208559544688735e-06
Position 1251: 3.2433832215587217e-06
Position 1120: 2.421922044286033e-06
Position 1027: 2.3965162658293383e-06
Position 516: 2.2192562642130824e-06
Position 2252: 1.5250834427361016e-06
Position 895: 1.1387207457273575e-06
Position 936: 4.445563837440805e-07
Position 93: 1.3744543453862932e-07
Position 293: 1.0868262294619426e-07
Position 290: 7.800127032304939e-08
Position 786: 7.656038107864604e-08
Position 1472: 5.418681137144809e-08
Position 453: 4.9880647390439385e-08
Position 1199: 4.869546210171233e-08
Position 1069: 4.595438749745333e-08
Position 106: 4.537036512565421e-08
Position 1372: 2.6365965295916348e-08
Position 1340: 2.6021309544156744e-08
Position 1090: 2.297880934195953e-08
Position 1083: 2.2506120000234583e-08
Position 2021: 1.9003898116928504e-08
Position 1263: 1.561611869392416e-08
Position 1362: 1.2000314336570392e-08
Position 1735: 8.168796117758787e-09
Position 13: 7.541061193430999e-09
Position 530: 7.117744386789009e-09
Position 1386: 5.813368164093386e-09
Position 1309: 5.5594021728473865e-09
Position 797: 5.399916689266898e-09
Position 1762: 4.260417493902245e-09
Position 1244: 3.734179135056254e-09
Position 441: 3.0690450859262464e-09
Position 2064: 2.7485558941030466e-09
Position 681: 7.267989440803161e-10
Position 683: 3.662367605644964e-10
Position 1266: 1.5822693063244638e-10
Position 1165: 1.0755209950948111e-10
Position 630: 8.45401403768468e-11
Position 1401: 2.543362683022062e-11
Position 761: 1.5586842040084646e-13
Position 751: 1.4985372231141506e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9136: 0.6400275273725827
Position 8136: 0.5025924404729851
Position 9829: 0.3081722322829919
Position 7810: 0.23245134298822176
Position 4899: 0.1802831335256614
Position 6571: 0.16596548684359036
Position 9689: 0.09927232975183246
Position 8551: 0.08904214768338264
Position 6598: 0.07395820525116865
Position 5522: 0.05201626103586196
Position 979: 0.047960460576450516
Position 7241: 0.043548323867367796
Position 6610: 0.04166470500579636
Position 4409: 0.039331200488148955
Position 6886: 0.036857764617489686
Position 1051: 0.029608176928128206
Position 678: 0.017899420454406383
Position 5943: 0.017564887671628993
Position 1539: 0.016901299557203837
Position 804: 0.016326333162159958
Position 5043: 0.01590038506888488
Position 9832: 0.012023170937899489
Position 3819: 0.009276025155232778
Position 3836: 0.008520061885294139
Position 488: 0.007010452678956823
Position 8200: 0.005762128660700718
Position 6171: 0.005383789715900615
Position 6658: 0.005306603824687465
Position 862: 0.004905255318328241
Position 7896: 0.004858012117080327
Position 5571: 0.0038995975608334117
Position 9231: 0.0034578427695523455
Position 7147: 0.0032039541003229238
Position 2121: 0.00319974250646941
Position 8714: 0.002904633538453328
Position 2507: 0.0019846823871150065
Position 5535: 0.0018706579060450861
Position 4645: 0.0015888428253035196
Position 4521: 0.001536966153546253
Position 751: 0.0015070289641727877
Position 1136: 0.0014418340254737055
Position 7654: 0.001425093859720028
Position 6731: 0.0012418415137204696
Position 6541: 0.0010475504231373747
Position 901: 0.0009953010473069473
Position 2732: 0.0009134979271189913
Position 9417: 0.0008871493964209471
Position 1015: 0.0008776356327723907
Position 5545: 0.0008368277036446146
Position 5866: 0.0006773971556118647
Position 9810: 0.0006552376815478361
Position 530: 0.000651413206653549
Position 8402: 0.0006411907456350041
Position 6756: 0.0006353585850564615
Position 956: 0.000596812832432461
Position 2137: 0.00059226894103876
Position 1859: 0.0004514781927381722
