Gene = GeneID_100174932GR-A21
index = 8
Annotated 5SS: [  226 82201 84742 90658 97067]
Annotated 3SS: [ 81489  84557  90457  96941 114066]
SMsplice 5SS: [  226 42910 47557 48942 50231 51381 51598 81620 82201 84742 90658 96202
 97067]
SMsplice 3SS: [ 42616  47439  48648  50060  51191  51447  81489  82041  84557  90457
  96125  96941 114066]
top_k =  1000
Partition function (log Z): -74.6926538497671

Sorted 5' Splice Sites (High to Low Probability):
Position 226: 0.9665636331361227
Position 12155: 0.58973392007467
Position 7635: 0.40561164277104983
Position 9733: 0.3804856127714169
Position 11247: 0.3201946058930853
Position 8941: 0.26913793049210716
Position 12132: 0.2540917949047514
Position 11334: 0.24863453704492636
Position 8990: 0.23519584317332642
Position 5426: 0.21375322040718175
Position 11288: 0.15506910295236476
Position 5631: 0.12776151958459886
Position 2441: 0.08213293383014156
Position 9035: 0.0794701741213677
Position 10588: 0.07008805663309417
Position 785: 0.04448893163272989
Position 495: 0.04399490533811275
Position 11415: 0.04183638021370194
Position 6997: 0.04176696769601448
Position 10011: 0.04134259646444995
Position 10715: 0.037315080256984864
Position 7085: 0.03340300095370598
Position 10040: 0.030095304434454847
Position 9920: 0.02763241179018631
Position 1653: 0.025878934263192384
Position 7052: 0.025724777911528232
Position 1763: 0.02056508613311024
Position 1780: 0.020047189427521254
Position 10082: 0.019861284534269674
Position 10697: 0.019443260686930367
Position 4456: 0.017886417218628888
Position 11396: 0.016871842807931026
Position 2179: 0.012380423713928957
Position 7666: 0.012220904804855057
Position 113: 0.010274107595689686
Position 1886: 0.009244425512107489
Position 1821: 0.007283826584934024
Position 516: 0.007265075246053902
Position 8970: 0.006986355049530339
Position 28: 0.0067897274568877505
Position 5245: 0.005886108612735126
Position 7369: 0.0058224828215771
Position 6355: 0.004867806566922366
Position 2462: 0.004426402351436751
Position 6169: 0.0035044849320175725
Position 9053: 0.003400032982153006
Position 9519: 0.003216393742166189
Position 7120: 0.0031556692672953667
Position 9677: 0.0030417192132943843
Position 387: 0.003017196605124463
Position 7584: 0.002924386720318666
Position 3848: 0.0028775681307383343
Position 6722: 0.0025422372812801937
Position 7103: 0.0023043661147291554
Position 9713: 0.002285021655006705
Position 7622: 0.0022578061860236247
Position 8086: 0.002045132109642213
Position 3391: 0.0020447119316421396
Position 4771: 0.0018797081543582802
Position 7337: 0.0011818488889059622
Position 12120: 0.0009920320167310897
Position 5483: 0.0009392903933600834
Position 9129: 0.0008854977663808401
Position 14: 0.00085463798790821
Position 12398: 0.0008150877785859942
Position 13314: 0.000792988917473251
Position 1912: 0.0007499536399961438
Position 6799: 0.0006381259835995602
Position 1621: 0.0006321408847566184
Position 375: 0.0006284841282334361
Position 8593: 0.0005555075438943113
Position 6261: 0.000519114192248096
Position 4577: 0.0005144986271445972
Position 700: 0.0004915845275896739
Position 505: 0.00046925499833715535
Position 5434: 0.0004655572227229563
Position 4978: 0.0004646423210089749
Position 179: 0.0004629981998928795
Position 1666: 0.00043511418867655735
Position 1111: 0.00042161503541919207
Position 636: 0.00038513771636988314
Position 2484: 0.00035827082187726795
Position 1006: 0.00035089334417673113
Position 7256: 0.0002953576206885811
Position 5292: 0.00029297283507499886
Position 4463: 0.0002900040125355917
Position 13345: 0.0002571171077958658
Position 121: 0.00022996575621513895
Position 131: 0.00019735472411401103
Position 3784: 0.00019632775703431828
Position 947: 0.00016373046802505445
Position 3058: 0.00015897622082985087
Position 3811: 0.0001381244125175881
Position 12210: 0.00012959129302928042
Position 729: 0.00010991612254820827
Position 311: 9.610712925678872e-05
Position 13045: 9.093179249606554e-05
Position 4264: 8.556142431752806e-05
Position 5699: 5.3748205397064565e-05
Position 102: 5.084976129708125e-05
Position 1419: 3.798799190268438e-05
Position 688: 2.5395055324679235e-05
Position 207: 2.4945276013380455e-05
Position 1098: 2.418607065975293e-05
Position 958: 2.2890221807439175e-05
Position 1400: 1.648564948680894e-05
Position 1978: 1.5471220980225053e-05
Position 723: 1.2838723556659356e-05
Position 1458: 1.2216082953666806e-05
Position 139: 1.1872963516321518e-05
Position 955: 1.1328009201974781e-05
Position 757: 1.1119979988614151e-05
Position 160: 1.0499445102395754e-05
Position 1011: 9.694832075878328e-06
Position 1964: 7.851848325039e-06
Position 1429: 7.514166201771881e-06
Position 174: 6.639352385639201e-06
Position 751: 6.039650241553444e-06
Position 230: 5.743720007036269e-06
Position 675: 5.7006036006546985e-06
Position 171: 5.592370447874586e-06
Position 282: 5.145404140337571e-06
Position 1456: 4.353180598521234e-06
Position 72: 3.968640269121521e-06
Position 1462: 3.9306644763483235e-06
Position 1591: 3.079379360310593e-06
Position 34: 1.6699780075620466e-06
Position 1253: 1.3016324573724212e-06
Position 714: 1.0475507184490101e-06
Position 199: 9.8420688544222e-07
Position 735: 8.895819137069432e-07
Position 1084: 8.222591666164557e-07
Position 624: 7.538719016393016e-07
Position 1433: 5.933797421099255e-07
Position 361: 5.511565924685379e-07
Position 468: 2.8905759882139156e-07
Position 328: 2.1336951162460515e-07
Position 479: 5.769308419617768e-08
Position 128: 5.7395853817819975e-08
Position 345: 4.855842079333723e-08
Position 152: 3.053716244260991e-08
Position 391: 2.6794118864529775e-08
Position 221: 2.4791449637530092e-08
Position 389: 2.27241561450993e-08
Position 461: 1.2784463021348522e-09
Position 326: 5.946695513480429e-11
Position 591: 2.92917693369906e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 22674: 0.8066333562322431
Position 12077: 0.7717437644698266
Position 11174: 0.6811596053927402
Position 8894: 0.5960304398053433
Position 7494: 0.4210814226648991
Position 9608: 0.4005772028452235
Position 5355: 0.29880071139899284
Position 6938: 0.11365637088576303
Position 11016: 0.10838531159343676
Position 9840: 0.10722162418626957
Position 12000: 0.08484518568129125
Position 10506: 0.07009931444838108
Position 19446: 0.06931451248771478
Position 12864: 0.06423607213509473
Position 1497: 0.06291083870958959
Position 2258: 0.061429649483676206
Position 10587: 0.05688576542888878
Position 616: 0.04203780608870333
Position 338: 0.03651656438342362
Position 5516: 0.01823791345481231
Position 2059: 0.01755678647122855
Position 5291: 0.014865586273533364
Position 12044: 0.013609022828655223
Position 1639: 0.011548635310538579
Position 1709: 0.010492828854727692
Position 5526: 0.009160524119973205
Position 5110: 0.0073779726600806715
Position 17709: 0.007352391816032193
Position 4402: 0.007205734471498729
Position 2178: 0.007139384236795354
Position 4280: 0.006472825534418061
Position 9575: 0.005111549675123032
Position 318: 0.004406397605938092
Position 18187: 0.004340137113325946
Position 2418: 0.004017562636468007
Position 468: 0.003564188313055415
Position 9419: 0.003241802216650862
Position 3598: 0.003163998857251872
Position 4324: 0.0024985380240498743
Position 6100: 0.002440210159564712
Position 6626: 0.0023918241660597955
Position 7593: 0.002206343909958694
Position 13616: 0.0021494425016340014
Position 6199: 0.0021191436977134317
Position 7954: 0.002045132109642227
Position 6033: 0.002018951137532721
Position 13413: 0.0017913316328954083
Position 2392: 0.0017783966446132302
Position 6188: 0.001634762339341191
Position 2223: 0.001525893093629759
Position 4373: 0.0014285465342058826
Position 3278: 0.0013519279364567875
Position 4644: 0.0013317014272339952
Position 13433: 0.0012213471241165359
Position 17318: 0.001198468361582712
Position 2117: 0.0010515061676206088
Position 356: 0.0009865372015751273
Position 112: 0.0008307540058675488
Position 4385: 0.0007376017294187655
Position 6178: 0.0006807679924172104
Position 4225: 0.0006369976804640586
Position 8451: 0.0005974237381553523
Position 1384: 0.0005174235327889707
Position 854: 0.0005172181886033565
Position 3291: 0.0005115224579770187
Position 6822: 0.00045754280645832115
Position 5544: 0.0004524441152044208
Position 6460: 0.0004303080717695847
Position 13236: 0.0004283940241842942
Position 574: 0.00041233261931734226
Position 4537: 0.0004117302540392237
Position 2352: 0.0003902136553551133
Position 12253: 0.0003789797719921939
Position 6579: 0.0003636270269420043
Position 482: 0.0003584844629969694
Position 980: 0.00035546085008749295
Position 2318: 0.0003447474492707932
Position 4974: 0.00032876003429247206
Position 4826: 0.0003169955417844538
Position 604: 0.00024883822835149893
Position 12230: 0.00023047096952586045
Position 2346: 0.00020284787601897354
Position 2132: 0.0001780171715402202
Position 2920: 0.00010499965346269697
Position 3332: 9.948929306492612e-05
Position 3907: 8.59793660772181e-05
Position 3142: 7.823911402650716e-05
Position 361: 7.043982649181143e-05
Position 1552: 6.378273209174174e-05
Position 1598: 6.034435553387454e-05
Position 12668: 4.9985806186339145e-05
Position 3550: 4.477492102220662e-05
Position 9099: 4.202950641885752e-05
Position 1657: 3.83223035238422e-05
Position 9536: 3.7793740574773546e-05
Position 8412: 3.671861035061158e-05
Position 195: 3.63605205716628e-05
Position 8518: 3.591946550618735e-05
Position 9080: 3.4094846287947255e-05
Position 2989: 2.9645824958463366e-05
Position 9688: 2.9297973005960933e-05
Position 2864: 2.7015536908223262e-05
Position 515: 2.4204289432380133e-05
Position 1284: 2.2798217387011652e-05
Position 1975: 2.1774448128718326e-05
Position 769: 2.0203581443461337e-05
Position 881: 2.0070690379836794e-05
Position 5230: 1.3290683499456387e-05
Position 387: 1.3187593264347077e-05
Position 1216: 1.3180552971500247e-05
Position 7738: 1.0885716799394608e-05
Position 2401: 1.0871049258493082e-05
Position 1645: 1.061295096155147e-05
Position 9049: 9.068975671848196e-06
Position 134: 8.408018818380849e-06
Position 1253: 6.866217655515228e-06
Position 1219: 6.632952574159673e-06
Position 1319: 6.207716538270651e-06
Position 2063: 5.844589557048332e-06
Position 5382: 5.11336306593254e-06
Position 3488: 3.940509337699218e-06
Position 1780: 3.6632935848171405e-06
Position 7452: 3.606148401333061e-06
Position 895: 3.2285370982474194e-06
Position 856: 3.0711443705013744e-06
Position 1196: 2.1130572633352665e-06
Position 588: 1.9089002957397282e-06
Position 442: 1.8935313315009958e-06
Position 5537: 1.4756999199756394e-06
Position 3162: 1.1097470842310143e-06
Position 171: 8.794094625172288e-07
Position 6370: 8.451546083846052e-07
Position 947: 7.108717599856911e-07
Position 723: 4.6975409423723626e-07
Position 920: 4.0533002208335023e-07
Position 326: 3.793320898172144e-07
Position 207: 3.4692502629755654e-07
Position 1331: 1.4967600098162298e-07
Position 499: 1.1251117383023826e-07
Position 1034: 1.0907937009553328e-07
Position 995: 1.0748689339962487e-07
Position 735: 8.993774772770304e-08
Position 282: 2.6249838092850595e-08
Position 495: 2.1898426971701514e-09
Position 230: 1.920088768951622e-09
Position 505: 2.394986143581197e-10
Position 566: 2.0823510741166918e-10
