Gene = GeneID_692866dufa13
index = 84
Annotated 5SS: [ 117 1380]
Annotated 3SS: [1158 2078]
SMsplice 5SS: [ 117 1380]
SMsplice 3SS: [1158 2078]
top_k =  1000
Partition function (log Z): -4.016593104642269

Sorted 5' Splice Sites (High to Low Probability):
Position 117: 0.976719982026669
Position 1380: 0.8664778642431172
Position 2012: 0.1279210840101506
Position 1057: 0.018236162380842018
Position 1496: 0.017909736285463225
Position 293: 0.013856206995652274
Position 829: 0.009198806626478205
Position 1373: 0.008463711037694535
Position 1948: 0.007835181199056667
Position 1077: 0.00611750383120843
Position 946: 0.0051338413801722054
Position 1736: 0.0047234847325543245
Position 646: 0.002922190872706161
Position 976: 0.0027480817471354146
Position 121: 0.002565912236326885
Position 1891: 0.001565539301981701
Position 32: 0.0010466738659768945
Position 2037: 0.000947673848376999
Position 308: 0.000843572518013353
Position 1327: 0.00046130823585796327
Position 730: 0.00043314799195407616
Position 1638: 0.000299054748122023
Position 827: 0.000251865610025949
Position 1545: 0.00023935131691700835
Position 1993: 0.00023927633510562523
Position 1838: 0.0002352513556888751
Position 1531: 0.00021408775895825604
Position 181: 0.00019926154171634857
Position 1052: 0.00018550981691650538
Position 663: 0.00013767573700280755
Position 2004: 0.00012599142814130344
Position 710: 8.095827153751157e-05
Position 1651: 6.972959939816719e-05
Position 1586: 6.835592360075946e-05
Position 1919: 6.597155799726426e-05
Position 164: 6.224559613789165e-05
Position 1671: 5.603063249966893e-05
Position 1842: 4.8168435261818555e-05
Position 1365: 4.103136553589035e-05
Position 725: 3.032232350622015e-05
Position 2079: 2.9282857317472658e-05
Position 2031: 2.9021446250368867e-05
Position 1450: 2.852033853134195e-05
Position 1540: 2.7731718060874784e-05
Position 1198: 2.020826833969694e-05
Position 2053: 1.824475957511256e-05
Position 789: 1.744409575980585e-05
Position 1415: 1.460803438789975e-05
Position 2026: 1.2794148885078441e-05
Position 1465: 1.2447045213266041e-05
Position 810: 1.153950329602517e-05
Position 1916: 1.015876898233796e-05
Position 334: 9.921393107053955e-06
Position 676: 8.50718174510347e-06
Position 610: 8.007026663017771e-06
Position 1178: 6.7680280697981705e-06
Position 493: 6.490907672611808e-06
Position 1913: 5.929147531232852e-06
Position 2245: 5.895159433599519e-06
Position 1774: 4.68677100211386e-06
Position 2153: 2.7284127454379897e-06
Position 147: 2.393204792379435e-06
Position 1035: 2.356827351392869e-06
Position 446: 2.156293566917841e-06
Position 455: 2.1312452762789253e-06
Position 327: 1.6987709299968655e-06
Position 1862: 1.4392154251261072e-06
Position 230: 1.3992030456856654e-06
Position 192: 9.83987013318334e-07
Position 569: 8.119889038797501e-07
Position 849: 5.543607045321708e-07
Position 2240: 4.251818619543663e-07
Position 2191: 4.11490835883358e-07
Position 187: 3.003253424827792e-09
Position 740: 1.615575114991515e-09
Position 349: 1.5833889765249936e-09
Position 578: 1.2812942911233269e-09
Position 318: 2.90556018212656e-10
Position 172: 2.0490509213588784e-10
Position 698: 6.092168373135e-11
Position 313: 5.6126069999757065e-11
Position 552: 8.277252575915431e-12
Position 596: 7.125656394797595e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2078: 0.8935524702658809
Position 1158: 0.8399296432695539
Position 1883: 0.20784633207191608
Position 1296: 0.03388301641627062
Position 861: 0.01645031512328901
Position 1405: 0.011400645263790275
Position 2129: 0.00943835327521884
Position 893: 0.007509218990287794
Position 1495: 0.007388875209227154
Position 1241: 0.007100187940607913
Position 899: 0.005383631895557892
Position 826: 0.004081460325640638
Position 896: 0.0036600077823827864
Position 1247: 0.0032665337399111895
Position 683: 0.002980540541380435
Position 902: 0.002133731881802237
Position 710: 0.00167067507786698
Position 1229: 0.0015583478966210706
Position 645: 0.0014668177233729946
Position 921: 0.0014510907581574038
Position 1833: 0.0014186277532988033
Position 924: 0.0012142652672748814
Position 1916: 0.0011640486958088394
Position 1860: 0.0011611658556850155
Position 1302: 0.0010337041521999027
Position 426: 0.0008702009712800363
Position 1258: 0.000858190890638753
Position 202: 0.0007437476906372284
Position 1336: 0.0006168271953293263
Position 610: 0.00061293717581894
Position 740: 0.000565685332961447
Position 1617: 0.0005413365827290848
