Gene = GeneID_100187570GR-A30
index = 10
Annotated 5SS: [  260 34126 38252 39014 46851 48907 51045 57670 65190 70289]
Annotated 3SS: [33984 38115 38909 46756 48810 50861 57573 65008 70155 71169]
SMsplice 5SS: [  260 34126 38252 39014 46851 48907 50072 51045 57670 65190 70289]
SMsplice 3SS: [33984 38115 38909 46756 48810 49764 50861 57573 65008 70155 71169]
top_k =  100
Partition function (log Z): -51.40514332547835

Sorted 5' Splice Sites (High to Low Probability):
Position 260: 0.998311112371589
Position 500: 0.0035789559649613057
Position 858: 0.002028862742124764
Position 77: 0.00038034041272376826
Position 448: 0.00014936389488572543
Position 83: 4.817656415228719e-05
Position 264: 1.7372117658429548e-05
Position 290: 1.3942142827304743e-05
Position 646: 4.398258514314757e-06
Position 324: 2.168600177527234e-06
Position 308: 1.8699814240258623e-06
Position 251: 1.7749243725275565e-06
Position 533: 1.156143358138485e-06
Position 272: 2.9056577293604976e-07
Position 100: 1.3941902531852144e-07
Position 51: 9.377059808268493e-08
Position 68: 3.2753673496254126e-08
Position 25: 5.506268240569598e-10
Position 66: 3.2661731445084434e-10
Position 305: 2.013509855254439e-10
Position 38: 4.471415730860346e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16814: 0.9424201493992487
Position 8936: 0.020137004361770145
Position 5409: 0.008634683757619568
Position 747: 0.007685587260117032
Position 5600: 0.00535061360133263
Position 7383: 0.004603393144268612
Position 2408: 0.0020888486915124106
Position 346: 0.0015177028523666253
Position 6421: 0.001494454927242576
Position 398: 0.0014579793662459855
Position 4239: 0.0012858694721601292
Position 6711: 0.0012403942216796396
Position 2388: 0.0010362265942871006
Position 2459: 0.0008011131422361833
Position 4625: 0.000552980436525457
Position 1915: 0.0004215281346382599
Position 4517: 0.00037363350050865606
Position 1078: 0.0003435251156781902
Position 2588: 0.0003340002022638959
Position 1553: 0.00029577038525858317
Position 1320: 0.0002863285217770969
Position 380: 0.0002739829597268877
Position 2519: 0.0002733731357554631
Position 3164: 0.00024008042387472267
Position 1269: 0.00023151451454895584
Position 171: 0.00022388158641751393
Position 3011: 0.00018762478575484645
Position 3253: 0.00017835078621329656
Position 1063: 0.00016301025389055444
Position 2444: 0.00012790358106770216
Position 1410: 6.724710814962709e-05
Position 767: 6.648938487606279e-05
Position 1381: 5.913915785451427e-05
Position 836: 4.5572993637033815e-05
Position 783: 3.820580326664812e-05
Position 424: 1.393763328544549e-06
Position 300: 1.9234032863925898e-07
Position 429: 1.1162152071500767e-07
Position 471: 1.08029431820199e-07
Position 181: 8.243278797201574e-08
