Gene = Rec114
index = 892
Annotated 5SS: [  173 29544 75727 81386 83803]
Annotated 3SS: [29453 75642 81187 83715 88452]
SMsplice 5SS: [  173 13813 29544 48257 55530 55739 72192 75805 81386 83803]
SMsplice 3SS: [13726 29453 48102 55413 55616 72070 75642 81214 83715 88452]
top_k =  1000
Partition function (log Z): -54.302879116505224

Sorted 5' Splice Sites (High to Low Probability):
Position 173: 0.9837067818896807
Position 3503: 0.5194911136823323
Position 1288: 0.14080450634323022
Position 1590: 0.0616185672972511
Position 10208: 0.0593516905875903
Position 6416: 0.04256638070624803
Position 5083: 0.04123880243237738
Position 3558: 0.03254161726048524
Position 2607: 0.028442301707550934
Position 1061: 0.026892929814809646
Position 2640: 0.018334175383038033
Position 3494: 0.014415201110044315
Position 1545: 0.014401543420276823
Position 9760: 0.012973568923908392
Position 3055: 0.010437212283480128
Position 321: 0.009605342745665681
Position 1574: 0.008620573347841559
Position 1240: 0.0075914907557447335
Position 1361: 0.006371799402005958
Position 3833: 0.005948160044276908
Position 2591: 0.0059261073917261965
Position 510: 0.0057671314697834205
Position 10076: 0.0055346083477870005
Position 1347: 0.002850139265040338
Position 7006: 0.0026783437209829176
Position 1091: 0.001953727331343158
Position 2334: 0.0018499233637819775
Position 1635: 0.001783287900682904
Position 1098: 0.001720645006187015
Position 6264: 0.0015870006171686043
Position 364: 0.0015664453087400644
Position 4407: 0.0010799434139947652
Position 1493: 0.0009127443802393197
Position 1532: 0.0008888365774184637
Position 1479: 0.000856587648811358
Position 969: 0.0008325692899512995
Position 1321: 0.000831674384816176
Position 2310: 0.0007333474530076679
Position 1036: 0.0007332091126965102
Position 1448: 0.0007050866966438063
Position 116: 0.000568750222581837
Position 3543: 0.000501158943043902
Position 471: 0.000488552485229269
Position 4891: 0.0004739115274635527
Position 2512: 0.0004312013206564247
Position 2576: 0.0003910110733761744
Position 93: 0.000375316541871658
Position 1296: 0.00036276120712466477
Position 4301: 0.0002618358485874417
Position 3215: 0.00022499827410445147
Position 308: 0.00021452816381821406
Position 1463: 0.0002063452241014145
Position 2548: 0.0001724653610180086
Position 121: 0.00015707352389096555
Position 314: 0.0001471967444824258
Position 1477: 0.0001232827428703085
Position 2440: 0.00012144871754509381
Position 1693: 0.00010277537312895047
Position 711: 0.0001008318322713358
Position 468: 9.967491837663503e-05
Position 1041: 9.707214484425139e-05
Position 2758: 8.846203392307718e-05
Position 4066: 5.788587887911389e-05
Position 2330: 5.2975251311580914e-05
Position 4025: 4.992778183274543e-05
Position 431: 4.261851219608867e-05
Position 65: 3.261622656527439e-05
Position 4306: 2.4536223299058792e-05
Position 1280: 1.1998689206858514e-05
Position 461: 1.147836888717246e-05
Position 1065: 1.0110227052313091e-05
