Gene = Sertad4
index = 969
Annotated 5SS: [ 314 4805 6006]
Annotated 3SS: [4612 5889 8540]
SMsplice 5SS: [ 314 4805 6006]
SMsplice 3SS: [4612 5889 8540]
top_k =  1000
Partition function (log Z): -1.2442631558814954

Sorted 5' Splice Sites (High to Low Probability):
Position 6006: 0.9815534537212925
Position 314: 0.9728933082458086
Position 4805: 0.8327307296637976
Position 8633: 0.8268853348536973
Position 1118: 0.39457915262265525
Position 9171: 0.28939007911325704
Position 872: 0.2248507285563608
Position 7083: 0.12743321834639854
Position 4736: 0.12074517929502061
Position 5666: 0.110058956695556
Position 7603: 0.10142908983380478
Position 6257: 0.07572408577312573
Position 6660: 0.06264919755770568
Position 5753: 0.055495694968533155
Position 1397: 0.04393715139104641
Position 7214: 0.04220432404891605
Position 3293: 0.0401220828457453
Position 8423: 0.03199042223255846
Position 6504: 0.02778037712970495
Position 2112: 0.027264979924474245
Position 9297: 0.02508586941009248
Position 4064: 0.022825093329467798
Position 4455: 0.020302595981392686
Position 3347: 0.01983323034188153
Position 2642: 0.01889645647707053
Position 4701: 0.017437545259913808
Position 2906: 0.016858627350239977
Position 9301: 0.012017078611479801
Position 2508: 0.011513114971494823
Position 3369: 0.010612169826588738
Position 7953: 0.010404126865345673
Position 2904: 0.010207443929489182
Position 3277: 0.008855612856656033
Position 5554: 0.006627008566070177
Position 7543: 0.004886957645325424
Position 10725: 0.00456116426042752
Position 7114: 0.004198783511891453
Position 1501: 0.003904216935979658
Position 6442: 0.003667673688801547
Position 6702: 0.0035195902093250776
Position 10684: 0.003488628753110773
Position 7292: 0.003447126704390047
Position 3509: 0.003091745284774193
Position 6396: 0.003067926496989668
Position 10974: 0.00300352360411589
Position 9373: 0.002945453469529625
Position 3762: 0.0028610285329814904
Position 6977: 0.002669878372338142
Position 1068: 0.0021866828658321327
Position 4083: 0.002142116837767233
Position 1077: 0.002135268712980602
Position 2701: 0.001971355294072973
Position 3570: 0.0014614071536558073
Position 6800: 0.0013910199050441855
Position 3260: 0.0013038584156544967
Position 8016: 0.0012903396812013388
Position 507: 0.0012372023213371329
Position 6484: 0.001212555535706554
Position 4300: 0.0011496368718957293
Position 4039: 0.0011284013307179695
Position 5174: 0.0011274678286882587
Position 538: 0.0010727680308774783
Position 2929: 0.0010028321756869584
Position 467: 0.0009530656724524519
Position 7331: 0.0009324991400301676
Position 5332: 0.0008303434170662882
Position 2668: 0.0007585832412299995
Position 4480: 0.0007208408906342413
Position 2830: 0.000717252017931723
Position 1505: 0.0006843229167858365
Position 7307: 0.0006291853050904898
Position 3581: 0.0006011326063661075
Position 9196: 0.000581294142683566
Position 60: 0.0005468104459865344
Position 3270: 0.0005381577805857854
Position 8696: 0.0005304334887434214
Position 4140: 0.0005276546142324943
Position 3997: 0.0005095499974779175
Position 4035: 0.0004811920308332154
Position 6941: 0.000460057275411177
Position 3359: 0.00042190399981221517
Position 1162: 0.0003948634409897231
Position 4927: 0.00036570132648336515
Position 5483: 0.00034285964481126785
Position 4998: 0.00028402080030685004
Position 2814: 0.00026368345490739416
Position 3281: 0.00022246706912342393
Position 7326: 0.00010935402453134723
Position 518: 9.336098933457791e-05
Position 226: 7.93428819977044e-05
Position 774: 6.882459391372693e-05
Position 1109: 6.271363530002871e-05
Position 905: 5.103651852034571e-05
Position 260: 5.0425849998927525e-05
Position 1562: 4.5423166199230744e-05
Position 1238: 4.245287054471089e-05
Position 492: 4.003832101005927e-05
Position 798: 3.886882077264644e-05
Position 1122: 3.7542049304111115e-05
Position 1582: 3.290165604460371e-05
Position 323: 3.148109684288676e-05
Position 2345: 3.0755070514535664e-05
Position 2672: 3.0293622821051673e-05
Position 497: 2.521266236619573e-05
Position 876: 2.0726000505131586e-05
Position 2648: 1.8901471521531653e-05
Position 1100: 1.595602872153424e-05
Position 2717: 1.541186445330046e-05
Position 2875: 1.3330329616209259e-05
Position 2168: 1.1734469421915227e-05
Position 136: 1.121892645815138e-05
Position 718: 9.437606521447979e-06
Position 8600: 8.912932911207517e-06
Position 3379: 5.517585413142624e-06
Position 2532: 5.134159811188646e-06
Position 55: 4.978013990953492e-06
Position 1700: 4.919871929346709e-06
Position 2053: 4.8351730217571e-06
Position 854: 4.610029138089223e-06
Position 5954: 4.549247629509618e-06
Position 1691: 4.3219707477739655e-06
Position 665: 3.907624214645094e-06
Position 1210: 3.8069773584617464e-06
Position 852: 3.7738819712548467e-06
Position 8719: 3.600771543618018e-06
Position 1897: 3.5001875924355433e-06
Position 1126: 2.7946211113350493e-06
Position 353: 2.537089781597436e-06
Position 613: 1.8115165269577734e-06
Position 360: 1.1927267945580812e-06
Position 929: 1.033278477874622e-06
Position 482: 1.000238557802313e-06
Position 181: 8.59532032067986e-07
Position 615: 7.834915276086949e-07
Position 1151: 4.82538008916519e-07
Position 1233: 4.528900996275704e-07
Position 745: 2.716341193117449e-07
Position 903: 1.4408702747003352e-07
Position 1032: 7.249293783557028e-08
Position 418: 5.4316524063982423e-08
Position 1242: 4.3023648685165026e-08
Position 1236: 3.762017688499952e-08
Position 573: 4.651457020844363e-09
Position 1513: 1.8064606344620605e-09
Position 1469: 2.9619089107233996e-10
Position 1392: 2.8530746736625126e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8540: 0.9375619650558228
Position 5889: 0.9364151215108774
Position 4612: 0.8334036753631792
Position 9034: 0.28555489292583625
Position 1020: 0.23666207067633988
Position 9443: 0.18151118902861038
Position 969: 0.14226534734740326
Position 7019: 0.1417647952267806
Position 4655: 0.11760543260360239
Position 8828: 0.09334345786134482
Position 3226: 0.0852368798231531
Position 10551: 0.07735352349838232
Position 5512: 0.0761817915200451
Position 9124: 0.07206986697314038
Position 9901: 0.07204700774799816
