Gene = Mlip
index = 681
Annotated 5SS: [   83 12438 22345 34853 61158 61506 70478 77871 87065]
Annotated 3SS: [ 12044  20874  34780  61091  61445  70432  77825  86935 149435]
SMsplice 5SS: [    83    503  12126  12438  17044  34853  61158  70478  87065  91514
 104772 113212 134700 137426 143471]
SMsplice 3SS: [   398  12044  12331  16905  34780  61091  70432  86935  91333 104609
 113098 134476 137331 143367 149435]
top_k =  1000
Partition function (log Z): -78.55836793575217

Sorted 5' Splice Sites (High to Low Probability):
Position 83: 0.9597554457090299
Position 12438: 0.9580669935961231
Position 503: 0.903371071702931
Position 8258: 0.6864279622807806
Position 17044: 0.6455819746455194
Position 12126: 0.5738540549253455
Position 6452: 0.5295963187698272
Position 2781: 0.43074464615177466
Position 1628: 0.4140872376587764
Position 2770: 0.3758389519746882
Position 12704: 0.31749116910153036
Position 12190: 0.2760255300300696
Position 13551: 0.25601379973860805
Position 17459: 0.25402391463934054
Position 7885: 0.11911611757722822
Position 6399: 0.11580612286873128
Position 12668: 0.11253273060763845
Position 12262: 0.10343602311625974
Position 11871: 0.0967830754595152
Position 11916: 0.09326115872642647
Position 12638: 0.055886051880289014
Position 1173: 0.05497205378213074
Position 17728: 0.04456254165989105
Position 2528: 0.04222413995065278
Position 998: 0.04153280235505485
Position 2161: 0.041260181001437954
Position 17516: 0.03655928598155925
Position 10842: 0.035997819556533465
Position 513: 0.0335357679328474
Position 3084: 0.03241449707815602
Position 15467: 0.024534836988240247
Position 17012: 0.02197045014374231
Position 5237: 0.018956901041765027
Position 767: 0.018923166027649183
Position 2344: 0.017037348433422923
Position 1449: 0.013356923650862905
Position 8249: 0.012502781715188697
Position 7618: 0.010910761179318763
Position 21036: 0.01041524787249466
Position 17423: 0.01039477358266037
Position 139: 0.005890440130690637
Position 12616: 0.004896283472189778
Position 17041: 0.0043179169433811455
Position 15271: 0.004066382027310492
Position 332: 0.0038679442319669234
Position 2375: 0.003832711809835771
Position 298: 0.0036354746242196123
Position 211: 0.0035816149251119552
Position 12782: 0.003303750666480732
Position 13040: 0.003111169992810254
Position 2199: 0.002939585608414578
Position 531: 0.002816719376981211
Position 12688: 0.001963817022175291
Position 113: 0.0015301683065620834
Position 13142: 0.0011470376581090914
Position 12574: 0.001146995635407969
Position 12791: 0.0010099672951146934
Position 4397: 0.0009881090207126222
Position 707: 0.0007803913455248907
Position 2434: 0.0007467423115442442
Position 2289: 0.0006183621497746386
Position 1814: 0.0005938467406129401
Position 1014: 0.0005713687169102583
Position 153: 0.0005689518529967583
Position 1415: 0.0005520961105778168
Position 304: 0.0005362146027745368
Position 12997: 0.0004319857445589918
Position 970: 0.0004062348456586541
Position 13918: 0.00037076760666563535
Position 12360: 0.00036448705247324285
Position 155: 0.00035652682119745554
Position 760: 0.00033513815287249305
Position 12348: 0.0002967436263577137
Position 14669: 0.00028195118802245856
Position 13454: 0.00027655783086848065
Position 12613: 0.00027622315764252406
Position 1819: 0.00024753565388563423
Position 13827: 0.000247201308034664
Position 14603: 0.0002210199082288528
Position 316: 0.00022065554502326024
Position 12592: 0.00022062136578977588
Position 93: 0.0001638202134368266
Position 13205: 0.00016250311637722273
Position 12773: 0.00015777679423089775
Position 5870: 0.00013666339390345684
Position 4570: 0.00012718927175908167
Position 4550: 0.00012175219321625513
Position 4184: 0.00011960061734678581
Position 1477: 9.70032867791636e-05
Position 2819: 6.371405454890837e-05
Position 1168: 5.9579485814207744e-05
Position 13154: 4.877895392709695e-05
Position 321: 3.893869794675345e-05
Position 683: 3.165673884830417e-05
Position 736: 2.867139840868909e-05
Position 753: 2.400219117998056e-05
Position 133: 2.2555898554216073e-05
Position 258: 1.3792154583773682e-05
Position 980: 1.315236506559222e-05
Position 220: 1.2876644088540725e-05
Position 484: 1.1646020648418886e-05
Position 188: 6.211065849355323e-06
Position 197: 5.917814203820375e-06
Position 194: 5.647825164923382e-06
Position 376: 5.446170941104995e-06
Position 12: 4.677788322016904e-06
Position 192: 3.7260685342575736e-06
Position 1552: 3.350769947584223e-06
Position 991: 2.459026858874469e-06
Position 894: 8.559157182306047e-07
Position 4422: 7.618463615406665e-07
Position 517: 7.596680246837648e-07
Position 373: 3.8674365520237253e-07
Position 494: 3.302418355271267e-07
Position 630: 3.021363141524562e-07
Position 362: 2.670098431546571e-07
Position 585: 9.261336547852748e-08
Position 628: 6.914925833954755e-08
Position 1160: 6.460742532406218e-08
Position 755: 6.066746959921284e-08
Position 573: 5.918653705784253e-08
Position 1644: 5.356362635397403e-08
Position 1157: 5.082796268386417e-08
Position 1043: 4.883748968697288e-08
Position 1071: 3.553570540715118e-08
Position 346: 2.8154160200352488e-08
Position 561: 2.685642282848193e-08
Position 353: 2.1359779970490755e-08
Position 603: 1.9713740066703107e-08
Position 380: 2.9526544274589445e-10
Position 378: 1.711344998138378e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 398: 0.9137563163131175
Position 12331: 0.9040199958337861
Position 12044: 0.7274857376674938
Position 16905: 0.687361247511298
Position 2623: 0.6227142729917682
Position 6301: 0.45899264507974263
Position 8101: 0.41952277813832994
Position 12508: 0.41622439207875295
Position 21831: 0.3186027764933532
Position 13381: 0.27095288613057106
Position 17240: 0.2594866519400744
Position 12017: 0.22976292533516796
Position 20799: 0.22848878766545763
Position 8160: 0.1807055491439297
Position 6304: 0.1675150647644026
Position 1538: 0.1541748451447713
Position 1545: 0.14990586798320987
Position 23736: 0.13323224461389
Position 11763: 0.09556924412928831
Position 11630: 0.09447499005665339
Position 8163: 0.08584828602323841
Position 12549: 0.084636787344987
Position 2463: 0.08179900476638037
Position 2606: 0.0792924671925985
Position 7610: 0.0733509410268253
Position 17319: 0.07147932356932887
Position 7777: 0.05552022492731045
Position 2657: 0.047316791579174323
Position 17661: 0.046513282033103696
Position 716: 0.04573896678150868
Position 1326: 0.04559730825368907
Position 12207: 0.04333346678246615
Position 1564: 0.04316284104099588
Position 19916: 0.04169012113513538
Position 21067: 0.03985929426992179
Position 15199: 0.03965475403821268
Position 10740: 0.03599781955653343
Position 2986: 0.031860157340214364
Position 1057: 0.028322419303563665
Position 20874: 0.027997676152605566
Position 21979: 0.0231413686607504
Position 20100: 0.019777036085323926
Position 5047: 0.01819338413235397
Position 1579: 0.016503028631134484
Position 1430: 0.014939397682733798
Position 585: 0.014116670631684635
Position 2058: 0.013555987438608938
Position 18951: 0.01168720419849278
Position 18336: 0.011449244636510762
Position 19206: 0.010555374130391294
Position 17274: 0.010321803436562868
Position 6058: 0.009382194582532088
Position 21320: 0.008774940704356506
Position 14167: 0.008750607324495842
Position 23672: 0.00846775233580928
Position 2662: 0.008027873668184856
Position 12204: 0.007843776439609635
Position 6175: 0.007843149963538753
Position 2132: 0.007687006583892607
Position 1994: 0.007328793307950832
Position 7982: 0.00648668830615031
Position 7977: 0.006369822551877754
Position 2322: 0.005964678193780244
Position 1927: 0.005280270430976258
Position 2160: 0.004834961133807075
Position 12885: 0.004758814667557224
Position 2182: 0.004464697019420742
Position 18309: 0.004272597402764561
Position 2438: 0.0038682837894896864
Position 2062: 0.0038667690932704148
Position 1071: 0.0037549944609352064
Position 332: 0.003738475601043388
Position 2210: 0.003598901581318497
Position 621: 0.0035711422697356065
Position 600: 0.0033911713315159394
Position 969: 0.003351713706455573
Position 2248: 0.003347981735297152
Position 13319: 0.0030479381372478217
Position 740: 0.0028267178403180936
Position 12556: 0.0027183555770830133
Position 13732: 0.0025622010157312545
Position 13428: 0.0023762918175533436
Position 2489: 0.0023447498770422775
Position 595: 0.002338995959420313
Position 14555: 0.0022470888851089835
Position 18101: 0.0022111982061009034
Position 931: 0.002103255353924492
Position 12526: 0.001906397472947108
Position 15794: 0.0019043821079621323
Position 883: 0.0018583516193858842
Position 1581: 0.0018431953829312544
Position 15624: 0.0017149898311274426
Position 6209: 0.0016693872483411784
Position 1756: 0.0016682715656249083
Position 1907: 0.0015848954458253359
Position 990: 0.0015063055177595263
Position 1783: 0.0013458944835050494
Position 12588: 0.001304599143841967
Position 7644: 0.001157628686095135
Position 14272: 0.0011271972635862615
Position 207: 0.0011220849986866737
Position 12572: 0.00111957932711963
Position 2406: 0.0010936961661197964
Position 18076: 0.0010586263123873814
Position 220: 0.0010369562855125358
Position 2008: 0.0009601598907819256
Position 1353: 0.0009307646390430195
Position 12924: 0.0009073269121014811
Position 1083: 0.0008234391580486287
Position 2233: 0.0007668410805728507
Position 5170: 0.0007635169094111159
Position 753: 0.000693498853159546
Position 13980: 0.0006353976579560261
Position 1282: 0.000613585144641014
Position 14944: 0.0005582010899379307
Position 879: 0.0005487964455646328
Position 4223: 0.0005466631536449965
Position 13697: 0.0005127267759182237
Position 1987: 0.000509709963297971
Position 13541: 0.0004884078814567446
Position 2882: 0.00042834573988554964
Position 336: 0.00042171593547273966
Position 4347: 0.00041906007394116934
Position 901: 0.00039925347400678025
Position 2069: 0.00039296863637357384
Position 2012: 0.0003505639776811161
Position 1874: 0.0003355305950738187
Position 406: 0.0003147578909280602
Position 646: 0.000313912545342145
Position 2187: 0.00029801681688005276
Position 1013: 0.0002809268336745987
Position 490: 0.0002510113186021902
Position 1340: 0.00021853209925719831
Position 2076: 0.00021145538592024754
Position 2097: 0.00019507271575089396
Position 1330: 0.00019129325452484002
Position 4498: 0.00018085999605558768
Position 12974: 0.00017813772403738826
Position 2037: 0.000177320590463628
Position 2254: 0.00016935991237430694
Position 760: 0.000136603391480031
Position 12996: 0.00011834965470642071
Position 2017: 0.00011692182637045034
Position 13592: 0.0001110625233995686
Position 1588: 0.00010902401131321983
Position 296: 0.00010715772305290484
Position 1944: 0.00010518930094110179
Position 980: 9.705555911738253e-05
Position 409: 9.369871497391918e-05
Position 2222: 9.330477831014889e-05
Position 2235: 9.22386653885724e-05
Position 268: 9.13701537414445e-05
Position 2219: 7.339605621219594e-05
Position 5686: 7.285408530345918e-05
Position 1456: 7.214191398762488e-05
Position 1360: 6.86453192649077e-05
Position 4129: 6.021486415548514e-05
Position 1122: 5.927383485829199e-05
Position 13123: 5.874276222536954e-05
Position 12528: 5.4004994025022647e-05
Position 2066: 4.85805709432395e-05
Position 274: 4.7775637094275104e-05
Position 338: 4.6861529727184e-05
Position 5813: 4.570065468373962e-05
Position 12887: 4.440006021401392e-05
Position 1002: 4.240930217401203e-05
Position 1157: 4.14126632221341e-05
Position 4037: 4.013714811521273e-05
Position 561: 3.961733471696777e-05
Position 4457: 3.7665612891016976e-05
Position 1127: 3.558350989140787e-05
Position 649: 3.329210921257701e-05
Position 13966: 3.14818511911446e-05
Position 12818: 3.118457790130054e-05
Position 452: 3.0230680461853134e-05
Position 3994: 2.9406714054135708e-05
Position 13773: 2.8960028817457342e-05
Position 1656: 2.625568274022155e-05
Position 1954: 2.5557826285761732e-05
Position 4057: 2.4788917514247284e-05
Position 1289: 2.4070410519303692e-05
Position 1684: 2.1629271101788217e-05
Position 151: 2.0628724799588213e-05
Position 12672: 1.9661035768625353e-05
Position 1453: 1.8123650508467807e-05
Position 5620: 1.810865391625734e-05
Position 1552: 1.7695733848157185e-05
Position 432: 1.4525803294981278e-05
Position 224: 1.3807095268098598e-05
Position 1020: 1.2629468936187892e-05
Position 413: 1.2524884655025642e-05
Position 894: 1.2013402569811422e-05
Position 940: 1.1372764221578856e-05
Position 3827: 1.1159437948464907e-05
Position 4077: 9.94396709292524e-06
Position 425: 9.544103404103065e-06
