Gene = Blzf1
index = 183
Annotated 5SS: [  343  1051  5206  7945  9251 11780]
Annotated 3SS: [  972  4768  7744  9121 11559 15077]
SMsplice 5SS: [  343  1051  5206  5482  7945  9251 11780]
SMsplice 3SS: [  972  4768  5356  7744  9121 11590 15077]
top_k =  1000
Partition function (log Z): -0.1522353094622495

Sorted 5' Splice Sites (High to Low Probability):
Position 9251: 0.9609818620323157
Position 1051: 0.934517652320281
Position 343: 0.9202461853384689
Position 11780: 0.8951929596113685
Position 7945: 0.7982637357590651
Position 5206: 0.6514660564809085
Position 5482: 0.6179049436068845
Position 3642: 0.3502953711321334
Position 6572: 0.33846624154906757
Position 5456: 0.14493266757144554
Position 4696: 0.1166496282686691
Position 6510: 0.09504007698417931
Position 7752: 0.07789458861410976
Position 14607: 0.04331494016258239
Position 328: 0.04173071786288671
Position 7167: 0.039945895067708806
Position 6493: 0.03861062112196615
Position 13877: 0.036118290223389624
Position 869: 0.035472351637475155
Position 5113: 0.03448325579541253
Position 15425: 0.03228635344906475
Position 6925: 0.03166131667749009
Position 7926: 0.030695264950102975
Position 3720: 0.02689130192388994
Position 830: 0.025581041382312163
Position 1257: 0.01965284688452777
Position 6732: 0.01679223830876402
Position 3586: 0.01605623267896981
Position 4900: 0.01493529714802766
Position 714: 0.014544493810193612
Position 5032: 0.013792435323431091
Position 433: 0.013749468990744572
Position 873: 0.012433940422191724
Position 11460: 0.01166001001444213
Position 9732: 0.01160534810022261
Position 10296: 0.01015156336192717
Position 11374: 0.009948139111095088
Position 4533: 0.00764777528643444
Position 14602: 0.007004989669110296
Position 212: 0.006580923379721653
Position 9529: 0.0062061318104474975
Position 2005: 0.006171552676132529
Position 14715: 0.005924094628855209
Position 3399: 0.005843644171459701
Position 15184: 0.005550409243316977
Position 4687: 0.005489212334334733
Position 377: 0.004887278955147191
Position 12860: 0.004887071919019768
Position 8569: 0.004445083550948268
Position 48: 0.004279820697019286
Position 9532: 0.0040544533157952775
Position 13871: 0.0037682488424416313
Position 3371: 0.003732586954546349
Position 15821: 0.0036456528188588827
Position 15323: 0.0035414983376015727
Position 7860: 0.003488219170311953
Position 7909: 0.0033569416030798495
Position 10129: 0.003272553245860188
Position 10292: 0.002662338073068837
Position 1955: 0.0025113845622027294
Position 2564: 0.0024691475839629332
Position 6432: 0.002361001303001334
Position 14639: 0.0021130963801837253
Position 3060: 0.0021122992890316786
Position 14070: 0.0019795546604585356
Position 6822: 0.0016392891409924156
Position 9582: 0.0016021795725593472
Position 3496: 0.0012282724288419403
Position 4886: 0.0011224874168170992
Position 3051: 0.001051820702270314
Position 6842: 0.0009309703533269377
Position 3077: 0.0009019049493214707
Position 9221: 0.0008670767359180567
Position 3656: 0.0008051674734257277
Position 8118: 0.000790662680106672
Position 3472: 0.0007838586786390071
Position 8353: 0.0007587569550945505
Position 13373: 0.0007523822213581933
Position 2813: 0.0007200441505746039
Position 10772: 0.0007018000240221039
Position 391: 0.0006842179836233758
Position 5503: 0.0006428645500089161
Position 2977: 0.0006159803911195172
Position 1827: 0.0005842146197546378
Position 5661: 0.0005773949427650665
Position 2021: 0.0005652125846534534
Position 6596: 0.0005326728538348264
Position 418: 0.0005249812752191179
Position 4833: 0.0004855618189187807
Position 6576: 0.0004831360640307812
Position 203: 0.00047060237805064307
Position 4963: 0.00046474571773071565
Position 14738: 0.0004441222066009547
Position 2661: 0.00044240239236793464
Position 4572: 0.0004398088406449474
Position 12982: 0.00038036028224201855
Position 704: 0.00036833405499245915
Position 3937: 0.0003636351887617404
Position 1248: 0.0003195554470993476
Position 2871: 0.0002684957966226801
Position 249: 0.0002672213096607785
Position 193: 0.0002601642694752819
Position 724: 0.00024976862062560726
Position 5414: 0.0002281284573180103
Position 4425: 0.00020599723638506834
Position 659: 0.00020014868540263564
Position 12360: 0.00017190088949334303
Position 741: 0.00016767723790142293
Position 3984: 0.00015931759225416614
Position 143: 0.00015032901056999376
Position 3969: 0.00014877054296923682
Position 63: 0.0001392459225406031
Position 621: 0.00011390524567372115
Position 363: 9.636404351740503e-05
Position 636: 9.01668825975549e-05
Position 280: 8.012374967500574e-05
Position 347: 6.910959474947438e-05
Position 5460: 6.494913307820212e-05
Position 1399: 6.299912593959558e-05
Position 147: 6.166312239169247e-05
Position 316: 5.523453129399983e-05
Position 300: 5.160414967398104e-05
Position 690: 3.956516319741638e-05
Position 403: 3.8844156859565765e-05
Position 911: 3.442525204043984e-05
Position 610: 3.004294990320076e-05
Position 569: 2.4934599243062322e-05
Position 761: 2.4401121276393356e-05
Position 695: 2.1596903994860564e-05
Position 14: 1.8550641235653853e-05
Position 9123: 1.6664330385125743e-05
Position 12364: 1.6405687872380553e-05
Position 365: 1.4722378622200662e-05
Position 812: 1.467486523254403e-05
Position 151: 1.3873712856190786e-05
Position 756: 1.3383135616117823e-05
Position 3: 1.060059385016119e-05
Position 11751: 1.0109424632446524e-05
Position 103: 9.947049614759299e-06
Position 230: 9.672021864870208e-06
Position 642: 9.04122971258194e-06
Position 4189: 8.173740687751143e-06
Position 9296: 7.924019146092125e-06
Position 9313: 7.800710127467686e-06
Position 776: 6.8353807340443545e-06
Position 22: 6.538308930329707e-06
Position 141: 5.872235589918891e-06
Position 9226: 5.45283132286359e-06
Position 436: 4.942666906260134e-06
Position 955: 3.896142234799557e-06
Position 191: 3.6118910172760913e-06
Position 758: 3.092839711575412e-06
Position 228: 2.214451865023045e-06
Position 1798: 1.907829333537352e-06
Position 261: 1.5454518798214478e-06
Position 1036: 1.5036721490596222e-06
Position 77: 1.1004062372944182e-06
Position 112: 8.826049769113839e-07
Position 1055: 7.624328895857488e-07
Position 1588: 4.299724939805118e-07
Position 1438: 4.0157183629727035e-07
Position 1100: 3.8445170871971503e-07
Position 2903: 3.174577296592221e-07
Position 1112: 2.5710956545927134e-07
Position 157: 2.339351281479466e-07
Position 980: 2.3345262883859763e-07
Position 1405: 3.497405853916127e-08
Position 571: 2.0151585533429458e-08
Position 2655: 2.0096445827522926e-08
Position 272: 1.3432578998993745e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9121: 0.8892386941738671
Position 972: 0.8180003995816596
Position 5356: 0.7605372970870804
Position 11590: 0.7443066387220683
Position 15077: 0.7227269646226427
Position 7744: 0.5487141791436319
Position 4768: 0.381756086625484
Position 3564: 0.35603020937520996
Position 6431: 0.3116686494567645
Position 7817: 0.219884319722439
Position 4993: 0.18394280792595227
Position 6408: 0.17179983531611587
Position 829: 0.11322147275271702
Position 11559: 0.0960380437343898
Position 7585: 0.09029458437086683
Position 14530: 0.08760520987617652
Position 9164: 0.0624298494155144
Position 4929: 0.057876870278944156
Position 13813: 0.05059613521699709
Position 15948: 0.04685930173180842
Position 4480: 0.04639591440423169
Position 7798: 0.04627188741635463
Position 4502: 0.04161594056396737
Position 6692: 0.03424673178375692
Position 579: 0.03220017567813123
Position 11626: 0.03060798759363886
Position 5022: 0.03056674869740646
Position 7093: 0.029432822395247065
Position 12734: 0.026444539634582948
Position 11373: 0.02494594123150423
Position 15526: 0.022066359227751287
Position 4424: 0.021320645844724224
Position 9391: 0.019598231955289373
Position 12753: 0.019315213384364736
Position 4801: 0.018940763155024846
Position 4556: 0.018380375485499523
Position 776: 0.017809417065775584
Position 12603: 0.014654372030108807
Position 13271: 0.013341668855716367
Position 735: 0.013134814258083504
Position 5031: 0.01268380897129681
Position 14230: 0.011988584620161485
Position 15677: 0.011786783550255898
Position 5073: 0.010833249878709691
Position 4886: 0.01074838930951493
Position 11530: 0.01068861271058599
Position 3492: 0.009731398175222374
Position 3291: 0.009457692152782353
Position 14010: 0.009176775506455466
Position 7529: 0.008801870824182012
Position 15099: 0.008390513753959524
Position 1153: 0.007792621684952501
Position 3223: 0.007763994736949646
Position 6908: 0.007297711822400359
Position 11914: 0.0069910282416277844
Position 1173: 0.0063999638113655085
Position 12637: 0.006369489785392484
Position 700: 0.006259935087520445
Position 1936: 0.005822385589889737
Position 13230: 0.005769774364610038
Position 3357: 0.005722236336762684
Position 10044: 0.005428818798983514
Position 13484: 0.005334975148089117
Position 3457: 0.004824357334175627
Position 7008: 0.004726134104301685
Position 1008: 0.004389030713683829
Position 9151: 0.004359793919782707
Position 914: 0.003874561878148938
Position 11712: 0.0038693068825061223
Position 10208: 0.003853883032717386
Position 9132: 0.003800864976090077
Position 12674: 0.003598357958314339
Position 13616: 0.003595255426102781
Position 15399: 0.0034922608144296197
Position 13944: 0.003488937617318935
Position 11206: 0.0033861012896518102
Position 11751: 0.003065205018817769
Position 11235: 0.003008335922675538
Position 6220: 0.002958203331836978
Position 13698: 0.0028771655880588092
Position 14550: 0.00286620256372285
Position 5365: 0.0028572590708840617
Position 1203: 0.002847869186941571
Position 11876: 0.002841312124771953
Position 11176: 0.002799335540750167
Position 13979: 0.0027147210887283574
Position 14165: 0.002630848159849366
Position 4798: 0.002519908155327641
Position 2994: 0.002385027059806606
Position 14916: 0.002364102667672413
Position 14999: 0.0023376856773452514
Position 15593: 0.002321657198078246
Position 14971: 0.002287511248117133
Position 13332: 0.0022771333569306853
Position 10180: 0.002145280696051518
Position 6875: 0.0021138672522154696
Position 14556: 0.0020981811706598345
Position 4957: 0.0020929669940385333
Position 15722: 0.0020415444496640874
Position 4804: 0.002032242076025666
Position 14387: 0.0020302831802690973
Position 3370: 0.0020266633971324616
Position 10115: 0.0020029605504056198
Position 657: 0.001984414123877256
Position 14841: 0.0019789659974520164
Position 15202: 0.001965007544880961
Position 3246: 0.0018992260347366538
Position 11642: 0.0018802800637917438
Position 3411: 0.0018511791582025805
Position 134: 0.0017734143497212893
Position 4484: 0.0017652330419786943
Position 3545: 0.0017262035233882248
Position 13561: 0.0017060083788869248
Position 10016: 0.001655431321212287
Position 13905: 0.0016145278441169562
Position 8525: 0.0016094368439860745
Position 2453: 0.001606506882946321
Position 3529: 0.0015996848998712076
Position 1833: 0.0015427451071085782
Position 15913: 0.0015056315981244565
Position 3257: 0.001361650152263212
Position 13444: 0.0012791408573700396
Position 13007: 0.0012787148339840223
Position 11427: 0.0012009998895810294
Position 9510: 0.0011885970679199342
Position 8452: 0.0011798685328939756
Position 4451: 0.0011575129717292024
Position 842: 0.0011557225710320447
Position 911: 0.0011466006814104756
Position 13291: 0.0011248773820962973
Position 6695: 0.001124321601761173
Position 15423: 0.0011191109174144142
Position 8144: 0.0011151440206449187
Position 12286: 0.0010199276953091233
Position 10140: 0.0009552775595442206
Position 2729: 0.0008962268243708777
Position 6475: 0.0008910474680446739
Position 4909: 0.0008841200395916824
Position 11232: 0.0008444682930768737
Position 13419: 0.0008022907141866255
Position 9714: 0.0007812740734754725
Position 9170: 0.0007615275910380984
Position 165: 0.0007341747398380323
Position 9678: 0.0006978677287866945
Position 9598: 0.0006949354039124409
Position 678: 0.0006906200382988156
Position 12853: 0.0006567005797069837
Position 12242: 0.0006534086382877854
Position 9003: 0.0006379675436178523
Position 781: 0.0006369764429408003
Position 2546: 0.000629884323487301
Position 2798: 0.0006177733516940707
Position 14895: 0.0006159283483982172
Position 5289: 0.0006044707139792942
Position 12777: 0.0005989406747754861
Position 1781: 0.0005746001229982782
Position 8425: 0.000551369893512179
Position 11738: 0.0005435663858276614
Position 3439: 0.0005296096361511727
Position 9601: 0.0005088007052739282
Position 1248: 0.0005063296191402678
Position 2638: 0.000501311593805902
Position 12774: 0.0005000119712443719
Position 13073: 0.00047994522108948495
Position 3803: 0.0004747937511127733
Position 2903: 0.0004492346773194336
Position 12926: 0.0004472415569266884
Position 4795: 0.00043653229868657607
Position 584: 0.00043362446972792157
Position 10215: 0.0004225625468053755
Position 3243: 0.00041915748793895104
Position 986: 0.00041152163021500744
Position 432: 0.0004020699909524937
Position 11955: 0.0004010725063863142
Position 636: 0.000398488402949674
Position 199: 0.00039519794122082645
Position 13539: 0.00039146983431272
Position 12496: 0.00038943746207459014
Position 14729: 0.00038682361133993376
Position 4336: 0.0003809350835709091
Position 9550: 0.00037779180247173375
Position 8954: 0.00035301755148807115
Position 4512: 0.0003503371256306543
Position 9658: 0.000337903881694075
Position 14390: 0.000337598495426311
Position 12616: 0.00032983930092816266
Position 1875: 0.00032877353669557153
Position 9056: 0.0003203038321992159
Position 1723: 0.00031236175493084655
Position 2855: 0.0003117989193362078
Position 9638: 0.0003114694820857951
Position 8385: 0.00029508085774459017
Position 10761: 0.0002930684999886195
Position 9507: 0.00028940513014223375
Position 7961: 0.0002850873907690254
Position 8045: 0.00028068320983454123
Position 9541: 0.0002662939921746095
Position 3203: 0.0002649072886367032
Position 853: 0.00026407725867931515
Position 10541: 0.0002566241485679004
Position 9622: 0.0002544180346164901
Position 8276: 0.00025004576337475084
Position 2972: 0.000243032023632815
Position 8323: 0.00023276158065425022
Position 12353: 0.00021549139041963212
Position 3168: 0.00020723690038682127
Position 1744: 0.00020114501477811725
Position 9582: 0.0002007773459350518
Position 3888: 0.00019692957287237105
Position 5603: 0.00019545090289572851
Position 616: 0.00018899400240467512
Position 2456: 0.00018573221523448069
Position 6644: 0.00018378053821997974
Position 2924: 0.0001756661096209818
Position 2506: 0.00017542354250467594
Position 10978: 0.00016299164252346686
Position 11941: 0.0001593796056997504
Position 12397: 0.00015616698593925462
Position 1610: 0.000155358893386889
Position 11927: 0.00015339226294272036
Position 10462: 0.00015222896918521396
Position 1944: 0.00015018357736752515
Position 12441: 0.00013885931888002996
Position 13299: 0.00013842364797152478
Position 3632: 0.00013669759425689691
Position 665: 0.00013602868189860565
Position 4833: 0.00013161146114561194
Position 1766: 0.00012810503361393737
Position 267: 0.00012655320055338676
Position 1124: 0.00011866364594161366
Position 1675: 0.00011554065165333289
Position 11892: 0.0001139653143472267
Position 10679: 0.00011339251810219025
Position 9053: 0.00011261108214196446
Position 4645: 0.00011142624859902793
Position 684: 0.00010901259131404362
Position 1886: 0.00010804260721743084
Position 2395: 0.00010773748268727905
Position 704: 0.00010598202474000322
Position 4455: 0.00010252687996763771
Position 8844: 0.00010214590798313291
Position 9197: 0.00010050396894038799
Position 12577: 9.826034435008551e-05
Position 1695: 9.602160683595405e-05
Position 13070: 9.537424639352203e-05
Position 9528: 9.505507204585324e-05
Position 5271: 9.399526412914223e-05
Position 1156: 9.235427673748532e-05
Position 1150: 8.334053408066322e-05
Position 4604: 7.910445510659642e-05
Position 4631: 7.786105349608378e-05
Position 1703: 7.749378562296544e-05
Position 462: 7.709336261156262e-05
Position 659: 7.290825145347126e-05
Position 10963: 6.800605293319466e-05
Position 621: 6.672552141053173e-05
Position 5578: 6.412563613386828e-05
Position 3015: 6.345261212126995e-05
Position 741: 5.5408091040638694e-05
Position 234: 4.721263577315142e-05
Position 1726: 4.6986170166267376e-05
Position 168: 4.692208213318341e-05
Position 9857: 4.565909891200792e-05
Position 328: 4.3262843480430806e-05
Position 2676: 4.049099350155948e-05
Position 1686: 3.6138307960027385e-05
Position 2417: 3.5595227540889695e-05
Position 3181: 3.420918528432332e-05
Position 1554: 3.088073581208631e-05
Position 1533: 3.039900863492262e-05
Position 1864: 2.8905935307543985e-05
Position 3398: 2.8733164858339444e-05
Position 2740: 2.769589113016894e-05
Position 2908: 2.7555693092300972e-05
Position 9375: 2.632200803498275e-05
Position 1036: 2.5906754804289068e-05
Position 708: 2.329227661708585e-05
Position 1225: 2.2265145271818115e-05
Position 1861: 2.0868131660044826e-05
Position 752: 2.0304274276390226e-05
Position 9912: 2.021638287950422e-05
Position 496: 2.007279335977956e-05
Position 2381: 1.9320041070631984e-05
Position 6245: 1.9294394131113636e-05
Position 2107: 1.846245100563149e-05
Position 2689: 1.8077023519207825e-05
Position 238: 1.721923905841626e-05
Position 261: 1.714435684380251e-05
Position 504: 1.6241673765732763e-05
Position 3264: 1.56679155462992e-05
Position 284: 1.5519203761205752e-05
Position 2177: 1.535541325059784e-05
Position 1304: 1.4263868165738305e-05
Position 11008: 1.4167284964935262e-05
Position 141: 1.3955810741863116e-05
Position 6487: 1.3317920185816987e-05
Position 300: 1.3185293090824436e-05
Position 885: 1.267807902028874e-05
Position 1894: 1.2521366144828431e-05
Position 342: 1.2106998316257736e-05
Position 280: 9.075502822357687e-06
Position 2782: 8.994968592749374e-06
Position 2509: 8.850931218217407e-06
Position 4059: 8.17374068775115e-06
Position 1616: 7.752661712352633e-06
Position 788: 7.6508846307713e-06
Position 305: 6.925147413608003e-06
Position 1783: 6.919853235468608e-06
Position 2337: 6.509523858228612e-06
Position 2121: 6.292858456741486e-06
Position 6443: 6.2689214590860436e-06
Position 3390: 5.705515612650374e-06
Position 296: 4.28571236545825e-06
Position 6492: 3.9052696410126445e-06
Position 1252: 3.6808613677019404e-06
Position 147: 3.5620079633362697e-06
Position 1169: 3.4843579521602205e-06
Position 332: 3.0319767839875046e-06
Position 411: 2.128121585359361e-06
Position 272: 1.938948078441715e-06
Position 170: 1.6320965170871465e-06
Position 203: 1.6246571381350234e-06
Position 307: 1.4182930537855398e-06
Position 446: 9.69279822894303e-07
Position 745: 6.487732120021578e-07
Position 210: 6.413955062167698e-07
Position 865: 4.242075139478745e-07
Position 790: 3.775248302166472e-07
Position 9553: 3.3078421771606016e-07
Position 881: 3.151820035146292e-07
Position 313: 2.6880203748831603e-07
Position 347: 2.4083514228622195e-07
Position 2344: 2.197182703982255e-07
Position 2479: 2.0522633869872227e-07
Position 448: 1.7336256351524587e-07
Position 1572: 1.5440719271914306e-07
Position 103: 1.379667635260439e-07
Position 1482: 1.168597734592545e-07
Position 1313: 7.372800376425984e-08
Position 1434: 6.323545915864159e-08
Position 1579: 4.729475629676882e-08
Position 1392: 3.523943574350117e-08
Position 1459: 2.5235789358213917e-08
Position 1420: 1.3858757668981578e-08
Position 1409: 1.2294266630687663e-08
Position 403: 1.175867510431924e-08
Position 216: 9.969788524550732e-09
Position 1227: 6.6317129396739865e-09
Position 92: 6.116124086453907e-09
Position 1954: 6.078128123181565e-09
Position 106: 5.848054312095139e-09
Position 1445: 5.525057556240822e-09
Position 1883: 5.341247876895595e-09
Position 2465: 5.3180903107714565e-09
Position 220: 5.305110141906351e-09
Position 2246: 4.749078059266463e-09
Position 2315: 4.6394007849279724e-09
Position 1788: 4.602693674450155e-09
Position 66: 3.725018694644859e-09
Position 212: 3.2961976890806956e-09
Position 77: 3.6223286397437094e-10
Position 386: 1.8332433726905012e-10
Position 384: 9.480973954241883e-11
Position 355: 9.246709734711982e-11
Position 1050: 1.8001539640562732e-14
