Gene = Tyrobp
index = 1154
Annotated 5SS: [ 112  581  863 1888]
Annotated 3SS: [ 553  715 1843 3555]
SMsplice 5SS: [112]
SMsplice 3SS: [553]
top_k =  1000
Partition function (log Z): -6.961683027542983

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9826719000402326
Position 863: 0.6159910333320523
Position 1888: 0.35608675594891215
Position 745: 0.058684945635552654
Position 581: 0.05125116449027503
Position 1287: 0.021801173968596155
Position 1761: 0.017903786328340016
Position 1730: 0.015448066998156498
Position 3299: 0.012134897325868916
Position 2618: 0.010024551906317203
Position 2889: 0.0038519325438199693
Position 779: 0.003141104954628564
Position 908: 0.0019852554990142553
Position 1753: 0.0017937477512949753
Position 938: 0.0015556535126104306
Position 228: 0.0015393299254678227
Position 339: 0.0012710517890732714
Position 3485: 0.0012077169688346622
Position 3360: 0.0011297737357027614
Position 243: 0.0008526894561167326
Position 74: 0.0005236098619591902
Position 286: 0.0004895697544188693
Position 2663: 0.0003690971545879
Position 2932: 0.00036885273594677414
Position 362: 0.0003622495118186502
Position 845: 0.0003170838222554912
Position 1532: 0.0003051097625460014
Position 757: 0.0003044438572103065
Position 4: 0.0002817369089101192
Position 1505: 0.00026360326561908294
Position 1553: 0.0001877964747223089
Position 3242: 0.00016450045019150196
Position 755: 0.0001550488557624073
Position 1950: 0.00014503293432465702
Position 886: 0.00011824499044463752
Position 1090: 0.00011210701552945929
Position 1591: 0.00011023466801717363
Position 1928: 0.00010160485232596999
Position 691: 9.987971063773388e-05
Position 1683: 9.590689118586333e-05
Position 3307: 9.577963463136538e-05
Position 1734: 8.308516271909474e-05
Position 343: 7.984638966701744e-05
Position 105: 5.903725182973605e-05
Position 480: 5.110491049924092e-05
Position 406: 4.949598668559205e-05
Position 357: 4.6554383189825114e-05
Position 3662: 4.3949575388803405e-05
Position 295: 4.167279482238608e-05
Position 93: 3.8077201486650174e-05
Position 1518: 3.5851086826235376e-05
Position 335: 3.269665781366184e-05
Position 1313: 3.143525562763516e-05
Position 143: 2.8204821679577195e-05
Position 1687: 2.685113836378224e-05
Position 835: 2.5614041710591424e-05
Position 683: 2.555057157156753e-05
Position 1272: 2.247522307839609e-05
Position 289: 2.1413803229069303e-05
Position 565: 2.0082470193194704e-05
Position 737: 1.7057995327595462e-05
Position 693: 1.4606093682636454e-05
Position 1551: 1.2673627066661145e-05
Position 816: 1.1626938202539013e-05
Position 787: 1.1012165699757152e-05
Position 772: 1.0770256363328824e-05
Position 158: 9.29469062945669e-06
Position 661: 8.159301604164604e-06
Position 2438: 7.985490472398788e-06
Position 1458: 7.883012992035484e-06
Position 145: 7.2804032499855635e-06
Position 116: 5.5623976613828955e-06
Position 130: 5.48924826153998e-06
Position 27: 5.364143066415235e-06
Position 34: 5.168836399148203e-06
Position 867: 5.0822862016516104e-06
Position 410: 4.540088450789966e-06
Position 514: 4.0337922951262925e-06
Position 1329: 3.920096965322067e-06
Position 789: 3.852732696661591e-06
Position 247: 3.5394576298618595e-06
Position 29: 3.496877536012568e-06
Position 1362: 3.2715862245758098e-06
Position 814: 2.9503331846443016e-06
