Gene = Ackr1
index = 95
Annotated 5SS: [113]
Annotated 3SS: [572]
SMsplice 5SS: [113]
SMsplice 3SS: [305]
top_k =  1000
Partition function (log Z): -5.375050866827738

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.9962516727854284
Position 948: 0.06075416916698497
Position 531: 0.021879677330813977
Position 953: 0.014683445390430663
Position 722: 0.010738072425817233
Position 1272: 0.008189686761525306
Position 706: 0.007007008638563005
Position 315: 0.005580604171024668
Position 106: 0.003494557166404551
Position 380: 0.002054588378344686
Position 319: 0.001764418101110266
Position 667: 0.0014961836035128407
Position 569: 0.0007192513086971074
Position 848: 0.0003244109803463564
Position 1341: 0.00032332269305021587
Position 425: 0.00012671307419176412
Position 573: 6.161809279511788e-05
Position 855: 4.839610455767792e-05
Position 1166: 4.3356197824682074e-05
Position 396: 4.26940901489884e-05
Position 233: 3.4564451719001515e-05
Position 772: 2.952058938440885e-05
Position 1024: 2.8934484484851656e-05
Position 751: 2.5639319556076946e-05
Position 869: 2.2534370114071072e-05
Position 1292: 2.0032647484365678e-05
Position 102: 1.9236791143360046e-05
Position 119: 1.6722510840020906e-05
Position 608: 1.3766534411996425e-05
Position 980: 1.312628136613001e-05
Position 1423: 1.132187492528148e-05
Position 862: 1.106362813632164e-05
Position 63: 1.0955277794663796e-05
Position 549: 1.016626983481865e-05
Position 1056: 1.006786555240349e-05
Position 562: 9.519470250383394e-06
Position 150: 8.814753617274773e-06
Position 560: 8.119723125549908e-06
Position 882: 7.89933873016853e-06
Position 117: 4.461390672245967e-06
Position 753: 3.5296911659445467e-06
Position 388: 3.1188509473273837e-06
Position 1203: 2.8724444055145813e-06
Position 323: 1.0588981823162314e-06
Position 52: 7.201408800068727e-07
Position 635: 4.2239332797258034e-07
Position 130: 3.3779083070945563e-07
Position 309: 3.185742864233955e-07
Position 6: 2.3692169779603375e-07
Position 1033: 2.3499901307642105e-07
Position 87: 2.2174867902301016e-07
Position 1054: 1.6827567393960205e-07
Position 226: 7.718187728748505e-08
Position 1108: 3.6398826528096883e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 305: 0.29273676473199933
Position 1147: 0.127798397928247
Position 721: 0.10596746975355513
Position 357: 0.09778498570135208
Position 818: 0.07858758076270668
Position 179: 0.07594126397068926
Position 622: 0.07333232235249641
Position 572: 0.07151534411016827
Position 233: 0.03993556274663489
Position 405: 0.0300040996696657
Position 799: 0.023347744655091065
Position 751: 0.013546527273066546
Position 1074: 0.011343407709977547
Position 379: 0.009911454848141044
Position 1227: 0.00977995732501998
Position 1086: 0.008233670149644101
Position 1012: 0.006861149382612692
Position 1385: 0.006557145010813414
Position 987: 0.005628850172518013
Position 1475: 0.005338534886616615
Position 1382: 0.005032341063641393
Position 591: 0.004346289045066212
Position 642: 0.003877219103510563
Position 1149: 0.003659437502152143
Position 975: 0.0028765361427450183
Position 900: 0.00284430640622013
Position 1413: 0.0026787293406566404
Position 1054: 0.002660705779347483
Position 882: 0.002170600287114688
Position 846: 0.0019395059001006707
Position 1345: 0.001282813249352069
Position 417: 0.0010601793820099125
Position 1516: 0.0007951766375198045
Position 309: 0.0006551292817759493
Position 500: 0.0006368847310691375
Position 1545: 0.0006296879621999221
Position 1095: 0.0005135046702179685
Position 829: 0.00044884485371223047
Position 1232: 0.00043349736811439045
Position 874: 0.00043019731740640205
Position 1108: 0.00037036227320043835
Position 1416: 0.00029813508682145827
Position 1486: 0.00029122507330739546
Position 1597: 0.0002644898801885153
Position 1520: 0.00023830135278198668
Position 530: 0.00022898822279582818
Position 676: 0.00021965879620381847
Position 919: 0.00016909890423078832
Position 596: 0.00011789697899419232
Position 608: 0.00011701765027962523
Position 910: 7.565404835207422e-05
Position 537: 7.55887289253662e-05
Position 772: 5.495095309313885e-05
Position 517: 3.506654444649671e-05
Position 667: 3.490396587069152e-05
Position 924: 3.0484195647926318e-05
Position 1276: 3.0335242724707385e-05
Position 687: 2.9090018779664318e-05
Position 318: 2.8732538579818295e-05
Position 852: 2.5042929882554483e-05
Position 855: 1.6967851413620493e-05
Position 848: 1.6922863544321054e-05
Position 1158: 6.325040820872296e-06
Position 1071: 5.3405586497553835e-06
Position 1550: 5.219718656743988e-06
Position 461: 3.6437808574743944e-06
Position 1166: 2.4124662421012077e-07
Position 315: 8.599183402579026e-08
Position 862: 4.398808142455546e-08
Position 87: 3.125630909926116e-08
Position 80: 3.495564835198128e-09
Position 117: 2.097770766467564e-12
