Gene = 2010109A12Rik
index = 26
Annotated 5SS: [ 206 1677]
Annotated 3SS: [1580 6710]
SMsplice 5SS: [206]
SMsplice 3SS: [4708]
top_k =  1000
Partition function (log Z): -10.423364708064371

Sorted 5' Splice Sites (High to Low Probability):
Position 206: 0.7309938253454558
Position 2435: 0.17738878219429877
Position 4763: 0.1118910909585503
Position 264: 0.10859309682953393
Position 365: 0.06677508269259806
Position 1677: 0.05789315248812742
Position 524: 0.05484016566514486
Position 4638: 0.04306565522925055
Position 699: 0.03830267428272652
Position 528: 0.037229199308051256
Position 5711: 0.03558701329291041
Position 2499: 0.021354052535771526
Position 6502: 0.015180491476495505
Position 3421: 0.01127746150639579
Position 5586: 0.006241863836360476
Position 259: 0.005646474539315534
Position 2776: 0.004896327827381073
Position 2699: 0.004571464481558959
Position 3251: 0.0024231574660011287
Position 1867: 0.0016149544289222068
Position 5805: 0.001245214614712718
Position 6468: 0.0010865527252133863
Position 6221: 0.0010780597925965502
Position 1412: 0.0010364133020185132
Position 2187: 0.0009904184902508693
Position 175: 0.0008932840445546462
Position 1970: 0.0007923123682924388
Position 557: 0.0006632587354566855
Position 799: 0.0005778433802707544
Position 1048: 0.00038929874573826134
Position 2520: 0.00038612359171686034
Position 1859: 0.0003737939683226835
Position 4876: 0.00022339953444941243
Position 4088: 0.0001987545353749219
Position 1468: 0.000174099489047475
Position 2804: 0.00014676865762603127
Position 561: 0.00013575246500571793
Position 306: 8.949243277915967e-05
Position 669: 6.694383820089244e-05
Position 1709: 6.274354011030688e-05
Position 40: 5.927869423644116e-05
Position 958: 5.2979413494461716e-05
Position 467: 5.207530929548734e-05
Position 2647: 4.548005810263798e-05
Position 708: 3.895414048022907e-05
Position 1279: 3.7873961237776314e-05
Position 2679: 3.6378314740846975e-05
Position 275: 2.9806265000348114e-05
Position 108: 2.7303487380803372e-05
Position 2095: 2.2424953914661245e-05
Position 389: 2.2151722362738973e-05
Position 3382: 2.0207672640861313e-05
Position 2493: 1.9327334170620435e-05
Position 3021: 1.847881056117161e-05
Position 2224: 1.5157998583768989e-05
Position 357: 9.644929929861976e-06
Position 254: 6.845612188474096e-06
Position 87: 6.156347700014673e-06
Position 186: 6.08594872532361e-06
Position 85: 5.494630699612323e-06
Position 308: 4.064428426657234e-06
Position 184: 3.5555886748643854e-06
Position 399: 2.818894781042761e-06
Position 448: 2.300862523872503e-06
Position 63: 2.2398152087693577e-06
Position 295: 1.9287083851867293e-06
Position 19: 1.6870925713477697e-06
Position 290: 1.4442261489097583e-06
Position 42: 1.2081228262154925e-06
Position 2461: 1.0446833908517228e-06
Position 739: 9.726319228051334e-07
Position 2524: 7.30241478055529e-07
Position 506: 3.46668164849347e-07
Position 13: 2.477165461416842e-07
Position 485: 1.2565140753370494e-07
Position 509: 9.782708560329366e-08
Position 688: 9.609155635595995e-08
Position 718: 8.818618973774805e-08
Position 11: 4.645004234726548e-08
Position 397: 3.22752125417232e-08
Position 416: 2.781784447537433e-08
Position 703: 2.2105256546688452e-08
Position 514: 1.4213125262309087e-08
Position 752: 1.2702139133725935e-08
Position 633: 9.680208931792204e-09
Position 723: 8.89367724378777e-09
Position 2451: 5.925358406484766e-09
Position 642: 3.034824522231822e-09
Position 617: 6.714116191627263e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4708: 0.3811210179551146
Position 6710: 0.22114380692913468
Position 2351: 0.13749937717249433
Position 5547: 0.08562028539732584
Position 4495: 0.06271284492578585
Position 6402: 0.04613319319614659
Position 3823: 0.04573522627891778
Position 6052: 0.041325245741230275
Position 2606: 0.038322683570314445
Position 6430: 0.03660842861753341
Position 5887: 0.032002298781804224
Position 6376: 0.031963272304500405
Position 423: 0.031661935259549835
Position 1580: 0.030668250753655774
Position 4865: 0.03005929962785421
Position 2271: 0.029921845753713545
Position 2268: 0.026162424075464954
Position 3251: 0.02487858386973247
Position 3877: 0.020501364507935552
Position 4862: 0.019601381707169557
Position 1507: 0.01914540272134232
Position 2305: 0.012100765625057594
Position 524: 0.010172764185599438
Position 6738: 0.007534605966107446
Position 6838: 0.006745615857072776
Position 3047: 0.006195461209352552
Position 3142: 0.00608057845903298
Position 4736: 0.006031703243915609
Position 5443: 0.005527186421982151
Position 1667: 0.005451248973350769
Position 5798: 0.005177394576608767
Position 5855: 0.004777242884549949
Position 795: 0.003885513703596531
Position 5390: 0.0038472739217618812
Position 2382: 0.0037566225149713054
Position 5239: 0.003637024217441723
Position 445: 0.0034636612559642596
Position 5299: 0.0033764130386735435
Position 4587: 0.0030880679956608974
Position 4714: 0.0029163544565203436
Position 2698: 0.002910455281486892
Position 625: 0.0024295673318986593
Position 3279: 0.002313010223028145
Position 4510: 0.0019861318169450623
Position 3792: 0.0017131766349126377
Position 642: 0.0015866139542142622
Position 4799: 0.0015555104900339843
