Gene = Sgf29
index = 973
Annotated 5SS: [  169 11840 14696 15680 21386 22359 22572 22765 23010]
Annotated 3SS: [11742 14619 15606 21320 22228 22424 22728 22846 23260]
SMsplice 5SS: [  169  6844 11840 14696 15680 21386 22359]
SMsplice 3SS: [ 6747 11742 14619 15606 21320 22228 22728]
top_k =  1000
Partition function (log Z): 1.9922222844128972

Sorted 5' Splice Sites (High to Low Probability):
Position 14696: 0.9204614482752566
Position 11840: 0.9108784009687606
Position 15680: 0.9016556763901902
Position 6844: 0.8815616443793678
Position 169: 0.7679308777405025
Position 23010: 0.7029470423873696
Position 22359: 0.6184190135627133
Position 9995: 0.5585579376797155
Position 22765: 0.5377789573490795
Position 22572: 0.5090156131226045
Position 21386: 0.467749951195727
Position 13343: 0.28702598602389073
Position 13576: 0.23786290611283112
Position 22777: 0.22902330155053047
Position 8048: 0.19307525839636977
Position 18297: 0.14998615755178052
Position 403: 0.1155021083701016
Position 11232: 0.10865048813987349
Position 17740: 0.09874768470266539
Position 21427: 0.09796933357718486
Position 194: 0.08513853974299948
Position 23341: 0.08208094104712901
Position 11860: 0.07952057782895
Position 8863: 0.07362121475435286
Position 17686: 0.06698123877890624
Position 14726: 0.06267242447949063
Position 13666: 0.060732125322778246
Position 13571: 0.05042363415475604
Position 13582: 0.04474388068292257
Position 22352: 0.04265926564651452
Position 10938: 0.04078145285176696
Position 3966: 0.04057013515295702
Position 13030: 0.03713627348252851
Position 14467: 0.030596016501668006
Position 9664: 0.02911326981187444
Position 9724: 0.028499546983300508
Position 14273: 0.026670680364651457
Position 8539: 0.020682808283761605
Position 1815: 0.018638238900209547
Position 91: 0.015722255976628793
Position 14339: 0.015621928879720848
Position 13633: 0.015235735229390989
Position 2983: 0.013638930951234186
Position 173: 0.011773844241596894
Position 1866: 0.011154285660513978
Position 4546: 0.010916011925832357
Position 23177: 0.01076485119011896
Position 23387: 0.009380456547412454
Position 358: 0.008836098230935407
Position 8796: 0.008800050278387088
Position 22729: 0.007955871373571385
Position 5922: 0.007824209883971847
Position 76: 0.007286519589483285
Position 4891: 0.0066856475457041115
Position 7004: 0.006638719726281272
Position 13744: 0.006614944754186574
Position 14700: 0.006328839949211664
Position 13876: 0.00612069026884861
Position 1760: 0.006105503154644161
Position 15084: 0.006068025973416623
Position 18700: 0.00602625677773738
Position 6405: 0.005867748762334229
Position 16088: 0.005793588840936967
Position 2554: 0.005080345265405198
Position 2297: 0.0050329647071747
Position 1951: 0.00427449456541918
Position 7406: 0.004028806315536512
Position 11087: 0.003896068423608497
Position 23030: 0.003477047048048849
Position 537: 0.003267194133567985
Position 4647: 0.003110810686823281
Position 15091: 0.0028643918233076395
Position 13919: 0.002749252823549534
Position 22736: 0.0025955050656177006
Position 1525: 0.0024837154214516597
Position 826: 0.002480505126965853
Position 22489: 0.0024752351255083287
Position 15173: 0.00243088540695589
Position 17732: 0.002313377515590052
Position 4876: 0.0020952594414270003
Position 22187: 0.0020360527035043134
Position 16494: 0.0020289670290791523
Position 14041: 0.0020152069454354702
Position 2603: 0.002011855956033282
Position 17882: 0.0020051940224213595
Position 2607: 0.001920251979495742
Position 147: 0.0018738001316632633
Position 3186: 0.0017640784650853792
Position 12433: 0.001704837463898254
Position 16483: 0.0017018707280463368
Position 18199: 0.001653510934008985
Position 5293: 0.001639460940076725
Position 13133: 0.001609705830093653
Position 15075: 0.0016008401146210762
Position 2435: 0.0015162182328490451
Position 16458: 0.0014832423701264634
Position 601: 0.0011025291789045566
Position 757: 0.0010447739762799498
Position 15351: 0.0010280821492977188
Position 3037: 0.0010249378329046945
Position 1883: 0.0010155829224891182
Position 22026: 0.0010130050435052328
Position 5343: 0.0009987116191010298
Position 3014: 0.0009281417479018033
Position 15538: 0.0009042916058835448
Position 335: 0.0008902303610639929
Position 3007: 0.0008344827283222803
Position 4478: 0.0007749517950993355
Position 22501: 0.0007583379013880231
Position 14785: 0.0006962324481821203
Position 4516: 0.0006814956942458659
Position 13004: 0.0006455093832119786
Position 2979: 0.0006126551136320009
Position 1799: 0.0006119937283383897
Position 15698: 0.0005865404388325174
Position 18665: 0.0005325139145009347
Position 23355: 0.000518697193255622
Position 16125: 0.0005011745898835696
Position 3048: 0.0004964690528764486
Position 2931: 0.000489064838823487
Position 1411: 0.00044814961471781155
Position 13800: 0.000446206406243521
Position 3304: 0.00043026883981232887
Position 6898: 0.0003665205779732329
Position 12512: 0.0003525589510155499
Position 17257: 0.0003119213698160548
Position 13199: 0.0002791090776686998
Position 15431: 0.00024717204172053364
Position 6858: 0.00016753837908319578
