Gene = Igfl3
index = 563
Annotated 5SS: [  52 3580 3826]
Annotated 3SS: [3251 3755 5243]
SMsplice 5SS: [  52 3580 3826]
SMsplice 3SS: [3251 3755 4183]
top_k =  1000
Partition function (log Z): -7.78758286288285

Sorted 5' Splice Sites (High to Low Probability):
Position 3580: 0.7945452129833744
Position 52: 0.74995285133177
Position 3826: 0.5141414887476187
Position 3978: 0.1749528428024525
Position 569: 0.168897691429786
Position 4499: 0.09422716163246671
Position 1834: 0.08474768424084843
Position 581: 0.05946101130405037
Position 2143: 0.05130280254705404
Position 3134: 0.042372905460518695
Position 432: 0.040577701441698234
Position 619: 0.03465534687103491
Position 4768: 0.033985755234701
Position 670: 0.0318333299093152
Position 3355: 0.02719583568504344
Position 3860: 0.021475599554103275
Position 909: 0.011407060903293905
Position 3139: 0.008747271927776735
Position 2720: 0.0053748329342461175
Position 56: 0.003885355031160838
Position 4783: 0.0036500597832640124
Position 519: 0.003367086565395019
Position 918: 0.0031448291265574724
Position 920: 0.002887525154742272
Position 922: 0.0026322436147119743
Position 2150: 0.0023355640954315516
Position 924: 0.0020147062464239075
Position 3644: 0.0019940334804781842
Position 2241: 0.001812089821018987
Position 4075: 0.0017463278001407028
Position 3357: 0.0016468819038165444
Position 916: 0.0015739130679434169
Position 1289: 0.001363161819513154
Position 926: 0.0013444779562645107
Position 902: 0.0013355632740411046
Position 4562: 0.0011458304949784515
Position 4710: 0.001051202097773894
Position 1349: 0.0010488505033747042
Position 996: 0.0010436217737174209
Position 4471: 0.0010240374735830222
Position 4749: 0.0008888148971474927
Position 928: 0.000779628223461329
Position 3252: 0.0006589456059374027
Position 3610: 0.0006263723116243067
Position 3913: 0.0006051120496902663
Position 930: 0.0004737553467662683
Position 2351: 0.00043150740731826996
Position 912: 0.00042399859780930995
Position 2786: 0.00039224715562874093
Position 3170: 0.00039040728912934406
Position 889: 0.00038525818365682437
Position 1901: 0.00038473702203985525
Position 932: 0.0003833894674827863
Position 1759: 0.00037108691166799345
Position 934: 0.0003387344115037025
Position 1849: 0.00031047340964941554
Position 4779: 0.0002795561463933554
Position 82: 0.00024835797839507844
Position 4475: 0.00024504845541586993
Position 119: 0.00023268624339261323
Position 1962: 0.00021805108576460362
Position 4787: 0.0002135929752361325
Position 936: 0.00021254570018656248
Position 1306: 0.00019028114580928548
Position 1463: 0.00016342264343520302
Position 1076: 0.00015905525632319736
Position 287: 0.00013931517192002156
Position 938: 0.0001379844928139804
Position 1505: 0.00013765518915165526
Position 1986: 0.00013291886803152924
Position 136: 0.0001291121911904645
Position 3597: 0.00011161920800341861
Position 3141: 0.00010972994196919708
Position 131: 0.00010484820115990969
Position 123: 9.730608398117594e-05
Position 940: 9.174939565664389e-05
Position 587: 8.851652337639491e-05
Position 942: 7.280633942373157e-05
Position 3390: 7.069988104400226e-05
Position 944: 5.960221747833924e-05
Position 127: 2.93725743139733e-05
Position 84: 2.124178480297115e-05
Position 1539: 2.007057483601147e-05
Position 575: 1.8933729503352796e-05
Position 1477: 1.557464567828514e-05
Position 3818: 1.2308319504933234e-05
Position 232: 1.1822188447263524e-05
Position 303: 5.336297694522161e-06
Position 234: 4.257949076821419e-06
Position 436: 3.996977890878252e-06
Position 3815: 3.837388489100793e-06
Position 476: 2.956620343330624e-06
Position 467: 2.5658641714917107e-06
Position 153: 2.385626511990064e-06
Position 612: 1.1078620725453375e-06
Position 573: 1.0477736593912881e-06
Position 368: 1.0330073522975524e-06
Position 445: 9.343570033640827e-07
Position 486: 7.94804318351042e-07
Position 212: 6.848887866458413e-07
Position 526: 6.574835267019878e-07
Position 461: 5.941773627690102e-07
Position 684: 5.562498381204046e-07
Position 678: 4.864793824348888e-07
Position 633: 4.683035639463428e-07
Position 348: 4.110793779508777e-07
Position 377: 2.3286371314436946e-07
Position 421: 2.1834465913479388e-07
Position 946: 2.1363530711786902e-07
Position 948: 1.734017573899433e-07
Position 950: 1.3958073430044963e-07
Position 641: 1.340746017196378e-07
Position 690: 1.2439988969867332e-07
Position 952: 1.196757239810648e-07
Position 954: 1.0590766651405022e-07
Position 1101: 8.89212944645616e-08
Position 1080: 8.890269588339307e-08
Position 1094: 8.687530181229517e-08
Position 978: 3.674859375045291e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3755: 0.7860435084753344
Position 3251: 0.5032825535041825
Position 4183: 0.3218130033525145
Position 5243: 0.17791725592136787
Position 3444: 0.15672118626589282
Position 4638: 0.14735374720144043
Position 3326: 0.07683598058824696
Position 3062: 0.06454889115338992
Position 1633: 0.06372305576861961
Position 3421: 0.04476169757210957
Position 2048: 0.044757601603522795
Position 819: 0.044375535167113685
Position 3971: 0.04409832784400784
Position 368: 0.038104079327481825
Position 3290: 0.03528628862731867
Position 4359: 0.03521270032291245
Position 4387: 0.034171836549885794
Position 4561: 0.031145434713228604
Position 5043: 0.027584485023366762
Position 4037: 0.021301250240689133
Position 5187: 0.02095649481996302
Position 3456: 0.018729880357021937
Position 3806: 0.017182357329237126
Position 1649: 0.016369292258431402
Position 5271: 0.015125349255120614
Position 4065: 0.014946100064833665
Position 341: 0.013055174738898915
Position 3912: 0.011632874560731001
Position 4194: 0.010590520204660725
Position 3567: 0.010546620082997877
Position 3901: 0.009795932570853197
Position 471: 0.009461960908383936
Position 4608: 0.008072468620073582
Position 254: 0.007768499693845714
Position 5300: 0.007548707789636287
Position 3492: 0.006945414394416153
Position 278: 0.006139068798160805
Position 4230: 0.005178474441325221
Position 1203: 0.004363727681647994
Position 4428: 0.004273177871160037
Position 295: 0.0040191485579881454
Position 210: 0.0038953652699594606
Position 4090: 0.0038667827977706946
Position 1986: 0.003613822931342824
Position 4373: 0.003568373253351127
Position 345: 0.0033889156481370026
Position 3299: 0.003204161805818473
Position 2083: 0.003046040308590018
Position 3918: 0.0029083940648868675
Position 4330: 0.002849247285112992
Position 3022: 0.002683119680804153
Position 1813: 0.0026131389702311954
Position 2577: 0.002483945414430258
Position 3608: 0.0022798682523242028
Position 432: 0.0022685496537808514
Position 2620: 0.002243077743289944
Position 2062: 0.0019269516196891237
Position 458: 0.0017974412537772309
Position 669: 0.0017747388739665516
Position 3762: 0.001707337273980626
Position 4074: 0.0015341675249380322
Position 3517: 0.0014762893922095754
Position 1606: 0.0014533560175938602
Position 3383: 0.0013349719886342336
Position 2624: 0.0012835778496304649
Position 2945: 0.0012060648496549937
Position 4589: 0.0012026613001869194
Position 1653: 0.0011107380284444957
Position 568: 0.0010658024086930978
Position 1508: 0.0010473285088553254
Position 501: 0.0010029666320470322
Position 2803: 0.0009359443399451423
Position 3269: 0.0008974199929645266
Position 493: 0.0007411408939493307
Position 5277: 0.0007051281054273436
Position 136: 0.0006162027846241457
Position 3355: 0.0006015324175165945
Position 4344: 0.0005867797556951316
Position 3366: 0.0005374528704949972
Position 486: 0.0004435742531628024
Position 2025: 0.00044329663820475904
Position 448: 0.00041484759676484477
Position 5094: 0.00039973553995746185
Position 2785: 0.0003877194447076721
Position 1528: 0.0003590928519635384
Position 212: 0.00034614205588680714
Position 1932: 0.00034520874630907206
Position 2012: 0.00034368054457520656
Position 4320: 0.0003220159058708008
Position 1684: 0.0003209398678509447
Position 445: 0.0003184032312836418
Position 225: 0.00030869451060170104
Position 2029: 0.00029678485974175166
Position 439: 0.0002948088730575949
Position 2195: 0.00028537537447451876
Position 2634: 0.0002622035780253577
Position 3859: 0.00024825408588628934
Position 1454: 0.00024180165050223285
Position 2715: 0.00023194725464066774
Position 4099: 0.0002151924936530679
Position 2867: 0.00020959536539481909
Position 1672: 0.00018186098790135965
Position 2037: 0.00017639014324373256
Position 4341: 0.00017490515430813484
Position 1690: 0.00017433080514754176
Position 4399: 0.00017232269652942678
Position 3107: 0.00016852460171094458
Position 4204: 0.00015681877475209514
Position 1349: 0.00015135434123090993
Position 3778: 0.00014914587490516586
Position 4733: 0.00014705028045638037
Position 4932: 0.000124782821058997
Position 1773: 0.00011653188499627525
Position 4406: 0.00011276625379027589
Position 1520: 0.0001108462538960443
Position 1580: 9.166464970348365e-05
Position 1116: 8.972333200114986e-05
Position 3930: 8.856931631667385e-05
Position 2816: 8.156710977751817e-05
Position 1398: 7.685999231039193e-05
Position 5211: 7.49909240773692e-05
Position 1894: 7.046491126566989e-05
Position 1900: 6.911115294037573e-05
Position 1808: 5.944078635045512e-05
Position 1819: 5.886127014413944e-05
Position 2643: 5.607920658010374e-05
