Gene = Pdzd9
index = 806
Annotated 5SS: [ 178 1964 7507]
Annotated 3SS: [1783 7316 9980]
SMsplice 5SS: [  178  7507 10071 10660]
SMsplice 3SS: [ 7316  9980 10464 10748]
top_k =  1000
Partition function (log Z): -7.0484437624716225

Sorted 5' Splice Sites (High to Low Probability):
Position 7507: 0.9146973669643946
Position 10660: 0.8172943738640961
Position 178: 0.5426990904542884
Position 1964: 0.4184246225302954
Position 8432: 0.3741113601312712
Position 10071: 0.32988526198083423
Position 357: 0.3081420871190167
Position 10363: 0.1938244464623971
Position 10080: 0.15670702381531745
Position 2990: 0.15301562503983032
Position 10137: 0.144967793475807
Position 51: 0.07355556311982879
Position 10099: 0.06548813054637806
Position 10355: 0.06532361325003407
Position 4851: 0.04176005857086947
Position 2307: 0.030094329162609155
Position 5318: 0.030080145732097458
Position 201: 0.029525699420460447
Position 10381: 0.028577700661743827
Position 10831: 0.028573111613051972
Position 1816: 0.02766784341013223
Position 5813: 0.027445443139781558
Position 10655: 0.02243152710185771
Position 4267: 0.019452059483380607
Position 1179: 0.019063431556433967
Position 9373: 0.01634830714807206
Position 10339: 0.015073406467874865
Position 3917: 0.014001118771306317
Position 798: 0.013916121040390072
Position 3029: 0.013773734008517769
Position 2428: 0.01294662675941763
Position 1295: 0.012833603910516198
Position 5254: 0.011951011313499934
Position 10062: 0.010019519922735011
Position 5877: 0.009269063229708802
Position 3851: 0.008353190196429286
Position 4924: 0.007605718882299329
Position 1460: 0.007522671351633287
Position 7979: 0.007271708535154074
Position 4953: 0.007016866094703806
Position 90: 0.00616207345324139
Position 4832: 0.005590574348292389
Position 1563: 0.004996162334277233
Position 967: 0.0046941189101023404
Position 10838: 0.0032637042153972127
Position 3259: 0.0031807022933286566
Position 8865: 0.0028842436946818774
Position 64: 0.002655799229674334
Position 83: 0.002353155980717095
Position 266: 0.002017784939280514
Position 597: 0.0020147613363407898
Position 638: 0.001919914783212053
Position 1109: 0.0018452158130134759
Position 751: 0.0018294272079412547
Position 4908: 0.0018152035230414906
Position 518: 0.0015624050836947582
Position 1035: 0.0015302343150072
Position 619: 0.0015262115596122467
Position 1299: 0.0013016794141744665
Position 347: 0.0012954190000124446
Position 819: 0.0012644426105880458
Position 10875: 0.0008323790627976578
Position 361: 0.0007020081216069132
Position 2661: 0.0007009393697588957
Position 9466: 0.0005629999150285514
Position 313: 0.0005479080301401981
Position 1834: 0.0005312409563633444
Position 243: 0.0004915422758813727
Position 10901: 0.00042177068204590995
Position 2348: 0.0003508341783558989
Position 10867: 0.0003187714132665812
Position 2894: 0.0003181802818486326
Position 41: 0.00026239147934107747
Position 502: 0.00024014184712279024
Position 3264: 0.00022102465997801641
Position 1549: 0.00020904296936518943
Position 3599: 0.00020891684802161944
Position 10861: 0.00017722800273104283
Position 1699: 0.00017556941532458292
Position 255: 0.0001529889788584748
Position 272: 0.0001385031371620758
Position 213: 0.00012033261202729442
Position 480: 0.00011789793161828198
Position 1704: 0.00010367109309076297
Position 1737: 8.787845394409201e-05
Position 443: 8.766361980771595e-05
Position 1943: 6.836866443559413e-05
Position 10677: 5.9109333456610624e-05
Position 677: 4.446918405362669e-05
Position 285: 3.646917028486042e-05
Position 738: 3.1680122535763615e-05
Position 775: 3.107432997235507e-05
Position 1501: 2.5774393584153527e-05
Position 1535: 1.9543642008129936e-05
Position 572: 1.7084453217975865e-05
Position 1529: 1.2629354274409783e-05
Position 1367: 1.1978248246149017e-05
Position 646: 1.1609027383885326e-05
Position 1456: 1.1018712674533938e-05
Position 402: 9.485510590104617e-06
Position 702: 8.885241579124396e-06
Position 706: 8.347198891128202e-06
Position 1478: 5.827914339622563e-06
Position 1261: 5.398737064167335e-06
Position 1145: 4.859671145717515e-06
Position 320: 2.292862867404618e-06
Position 642: 1.9011486667682102e-06
Position 876: 1.4934222276932116e-06
Position 500: 1.3148142315022716e-06
Position 289: 4.2594543602070433e-07
Position 451: 3.7996639227888445e-07
Position 710: 3.4014935834236244e-07
Position 3: 1.642516695889469e-07
Position 331: 4.245687052797999e-08
Position 832: 5.1216263405614816e-09
Position 964: 1.1995034006667348e-09
Position 522: 7.027771380724626e-10
Position 579: 4.2457182695832257e-10
Position 570: 2.8005897104314297e-10
Position 601: 2.5867636087443945e-10
Position 617: 1.569163754490374e-11
Position 465: 1.1824635738741256e-14
Position 454: 5.241379681821738e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 7316: 0.8052625551310353
Position 10464: 0.7566421311218015
Position 9980: 0.7308888035829966
Position 10748: 0.41831748929482143
Position 10724: 0.28210408572895335
Position 8229: 0.2678178725255607
Position 1783: 0.2303400632219111
Position 10502: 0.1840828883167691
Position 2759: 0.15778284416041252
Position 10126: 0.1454078001992255
Position 1657: 0.13719395749474594
Position 10309: 0.12133913450473584
Position 11020: 0.11185326221664918
Position 7403: 0.08062671012494103
Position 4753: 0.06596037216981415
Position 1622: 0.04505559699271025
Position 5706: 0.03531608041388638
Position 8331: 0.03390436497746396
Position 8297: 0.03135458685008788
Position 10549: 0.027696229095863098
Position 8114: 0.025934887993672304
Position 3762: 0.02241943691800624
Position 7381: 0.01923382003765847
Position 10929: 0.018975605397752195
Position 5231: 0.01885987944327923
Position 9292: 0.016911307063100615
Position 11481: 0.01685990195522669
Position 5150: 0.016848139513142783
Position 9948: 0.013567414376077317
Position 1908: 0.012635674579074769
Position 2176: 0.012133927727137735
Position 1031: 0.011259329599385436
Position 8360: 0.01040352957896808
Position 4159: 0.010287124803935833
Position 7453: 0.00976229153793485
Position 992: 0.008876337102391477
Position 1890: 0.008302091796434565
Position 2219: 0.007942116161576862
Position 10192: 0.007500323556419759
Position 11096: 0.0065569709758483505
Position 11049: 0.0062555081537857245
Position 11427: 0.006229241973036663
Position 2340: 0.005645752678304043
Position 2192: 0.005623253676296349
Position 1366: 0.00543491572845495
Position 1823: 0.005345587855217488
Position 2306: 0.0048422436896665925
Position 8146: 0.004507617470600241
Position 4181: 0.004182917297174701
Position 1178: 0.003893518611603628
Position 1809: 0.003774637577210478
Position 4195: 0.003537294186669493
Position 4976: 0.0034773453922607033
Position 3099: 0.0034097253381215786
Position 11182: 0.0031045632226772315
Position 8737: 0.00306906529752933
Position 7657: 0.0030441326359176997
Position 11258: 0.002976832330714168
Position 1097: 0.00272411572777674
Position 446: 0.0025519519508025563
Position 1407: 0.0024937682629527316
Position 1332: 0.002191629468240242
Position 11547: 0.0021722349226715116
Position 11321: 0.002113280234398889
Position 1803: 0.0021003294284776025
Position 2851: 0.0020878912877809
Position 11303: 0.0020817602167390163
Position 10952: 0.00205361806833574
Position 7885: 0.00203001284954987
Position 2599: 0.0019395038388208435
Position 9927: 0.0018960066515349952
Position 2660: 0.0018085356908667165
Position 2388: 0.0017372270758989044
Position 10521: 0.0016838630744446818
Position 1167: 0.0015034624919331228
Position 11455: 0.0014853214302106706
Position 331: 0.00144940186766595
Position 5562: 0.0014342997384713114
Position 2956: 0.0014275404239653974
Position 1277: 0.0014005790483592117
Position 2244: 0.0013638367327284096
Position 11366: 0.0013626911756820259
Position 2005: 0.001278584323688568
Position 2767: 0.0012551572543976687
Position 2065: 0.0011424643576085573
Position 876: 0.0011303442266441112
Position 7914: 0.0010985036354545926
Position 7775: 0.0010908077977904015
Position 2732: 0.0010273166174225672
Position 2140: 0.0010262427445873535
Position 8150: 0.0008585789696989117
Position 4772: 0.0008158406769646897
Position 1930: 0.000796268363598716
Position 3916: 0.0007200846984814499
Position 462: 0.0007183884995584102
Position 11219: 0.0007071791180829406
Position 3736: 0.0006730088419661126
Position 10760: 0.0006614949638552452
Position 896: 0.0006307771381234676
Position 1242: 0.0006200682594936198
Position 11272: 0.0006047070777818536
Position 10553: 0.0005830083600828185
Position 10894: 0.0005533518146627991
Position 1383: 0.0005413527839077609
Position 10777: 0.0005146254385365201
Position 1789: 0.0004431823840276466
Position 2106: 0.00043977705776029294
Position 1842: 0.0004171143597272366
Position 10830: 0.00039859854447201913
Position 255: 0.00037463712260590675
Position 2518: 0.0003724222262724512
Position 9944: 0.00031940802633660686
Position 11500: 0.00029777055833237815
Position 1589: 0.00025690157459687407
Position 10770: 0.00025650159915787264
Position 1959: 0.00022459109810335024
Position 10524: 0.00022418174328950593
Position 10574: 0.00021657865932910549
Position 10774: 0.00020646233322837163
Position 11184: 0.00020137234699150116
Position 313: 0.00018384800055408433
Position 725: 0.0001807315695348571
Position 11149: 0.00017978003017551778
Position 3497: 0.00016017991947836323
Position 295: 0.00015890822469105727
Position 669: 0.00014356379714410448
Position 797: 0.00014340259990742904
Position 1100: 0.00014311479114173135
Position 1150: 0.0001422624714136912
Position 7797: 0.00013187383458284176
Position 1182: 0.00013108959583727842
Position 10764: 0.00012888933254985352
Position 774: 0.0001256651984104259
Position 623: 0.00012296297222118757
Position 1501: 0.00011507199051670599
Position 11507: 0.00010705231278723809
Position 1440: 8.679473891864446e-05
Position 811: 8.58747125104332e-05
Position 11124: 8.415889683992205e-05
Position 1057: 8.381429587763913e-05
Position 11053: 8.317445216281044e-05
Position 2553: 7.668563435432692e-05
Position 10822: 5.566335919873277e-05
Position 1939: 5.4243767805631536e-05
Position 8575: 4.713340974758992e-05
Position 855: 4.550754487732333e-05
Position 1688: 4.314177976336231e-05
Position 465: 4.111280088758008e-05
Position 3386: 3.915024712360368e-05
Position 11551: 3.6370208390877226e-05
Position 761: 3.483791196152463e-05
Position 8431: 3.39696352899994e-05
Position 193: 3.293436935014255e-05
Position 931: 2.8331852998045597e-05
Position 1913: 2.3734239929263482e-05
Position 651: 2.0876997270734656e-05
Position 1385: 1.9219376795314168e-05
Position 2361: 1.8747839964313485e-05
Position 755: 1.8360013218973e-05
Position 220: 1.688659492641284e-05
Position 169: 1.6241223937228894e-05
Position 904: 1.5679150298886072e-05
Position 1510: 1.0939095350463885e-05
Position 1669: 1.0355844712115798e-05
Position 229: 1.0292486539568112e-05
Position 3426: 9.58668141965255e-06
Position 7628: 9.459817570657139e-06
Position 7597: 8.810990621929956e-06
Position 4322: 8.281240183627143e-06
Position 1246: 6.8581855925921015e-06
Position 2042: 6.665929167439433e-06
Position 259: 6.333007735245529e-06
Position 338: 5.8444599343931345e-06
Position 272: 5.4719809811963116e-06
Position 1139: 4.701219784280276e-06
Position 6541: 4.555922090457231e-06
Position 638: 4.024576943283266e-06
Position 4445: 3.7471767471761497e-06
Position 1338: 2.0625028035236843e-06
Position 1752: 1.8013298364803024e-06
Position 951: 1.6303133495167427e-06
Position 1195: 1.4623537574774856e-06
Position 832: 1.3465219457486611e-06
Position 972: 2.7261029156226375e-07
Position 480: 1.8381709272473507e-07
Position 1720: 4.950941440590454e-08
Position 957: 3.131456597676903e-09
Position 823: 3.0474627218557928e-09
Position 1039: 2.8446953776623744e-09
Position 642: 2.6766616668420675e-09
Position 738: 2.0712708856285697e-09
Position 155: 1.989455654077596e-09
Position 784: 1.9313965988465044e-09
Position 128: 1.5996025507043254e-09
Position 674: 1.5845792408122323e-09
Position 589: 1.5064293592874139e-09
Position 1104: 1.2861637144605336e-09
