Gene = Gclc
index = 428
Annotated 5SS: [  425 20657 21774 25101 26608 26833 30874 31332 32315 32855 33365 33758
 37262 37449 37639]
Annotated 3SS: [20543 21590 24986 26548 26698 30798 31214 32175 32741 33271 33652 37179
 37344 37517 38504]
SMsplice 5SS: [  425 11771 20657 21774 25101 26608 26833 30874 31332 32315 32855 33365
 33758 37262 37449 37639]
SMsplice 3SS: [11631 20543 21590 24986 26548 26734 30798 31214 32227 32741 33271 33652
 37179 37344 37517 38504]
top_k =  1000
Partition function (log Z): 11.820205200973653

Sorted 5' Splice Sites (High to Low Probability):
Position 37449: 0.9954890702137197
Position 26833: 0.9852744172830078
Position 32315: 0.9791756811303396
Position 37262: 0.9502459921699298
Position 26608: 0.9428915535247191
Position 20657: 0.9269921984407509
Position 31332: 0.914549311149026
Position 25101: 0.893405931288876
Position 33365: 0.8930817772994629
Position 425: 0.8579542407621675
Position 21774: 0.8562628691915531
Position 11771: 0.682348421067172
Position 37639: 0.6673308752768422
Position 32855: 0.6605361362891424
Position 30874: 0.6271271392455938
Position 9627: 0.558667046322019
Position 2729: 0.5205896632687915
Position 33758: 0.4500584799596161
Position 1839: 0.44092315198029575
Position 12854: 0.411274858411686
Position 32620: 0.36964390706494277
Position 8795: 0.3572490134990094
Position 38872: 0.3253175254449842
Position 38694: 0.26890384419441754
Position 13563: 0.2660705195856161
Position 30511: 0.2188127533938569
Position 29899: 0.17706511935750746
Position 4325: 0.17687273017546595
Position 32060: 0.16983107602855316
Position 9992: 0.1682699446350558
Position 33591: 0.16021551179204202
Position 8884: 0.15788406258937912
Position 28208: 0.15621487816761376
Position 13502: 0.14882605837645654
Position 9916: 0.14747654857250794
Position 30885: 0.14438900133599647
Position 31149: 0.12966130933905934
Position 33043: 0.1293273587805848
Position 4830: 0.12092154723286386
Position 865: 0.11929684978746935
Position 18615: 0.10222531611891475
Position 27155: 0.08894290017771753
Position 38868: 0.07512618438696181
Position 26174: 0.06698663711283394
Position 7011: 0.06378307751931096
Position 11765: 0.06171574522601527
Position 4224: 0.05664486668907945
Position 2271: 0.054451832412814254
Position 2257: 0.05011817219691988
Position 20743: 0.040399683809186356
Position 9679: 0.039449969818932944
Position 11802: 0.030882488572999276
Position 32894: 0.029875247472513137
Position 36870: 0.029034111798903906
Position 1923: 0.027473853852023448
Position 31516: 0.026055353550711265
Position 12687: 0.02381509170528536
Position 34574: 0.023489265070054586
Position 32914: 0.017163477588961272
Position 3012: 0.016746176209762466
Position 28476: 0.016685418612481545
Position 32952: 0.015897656828819592
Position 31718: 0.015305827420556074
Position 16263: 0.015240020501107406
Position 25947: 0.014257132869050587
Position 338: 0.013521283086640981
Position 33612: 0.013348671405280677
Position 38094: 0.012343058956077624
Position 33539: 0.011409883902095566
Position 31713: 0.010681885169962014
Position 27193: 0.010047974955543597
Position 1877: 0.009901021577175958
Position 1910: 0.009827969280860117
Position 860: 0.009731978591707966
Position 2231: 0.009359268810715636
Position 20799: 0.009036805091969878
Position 32567: 0.008521956573222836
Position 30614: 0.00778261230776287
Position 33098: 0.006792068892234555
Position 38423: 0.006590243457982689
Position 31033: 0.006557203489697398
Position 417: 0.006044817801170421
Position 48: 0.00592218955155985
Position 28040: 0.005481071623765283
Position 37644: 0.005305963500737122
Position 37883: 0.005082634428961857
Position 31823: 0.0047221687053525425
Position 35308: 0.004707599067212741
Position 3017: 0.004685491683741498
Position 31474: 0.0043695907921755045
Position 4204: 0.004247449773448427
Position 30666: 0.0036485558230002586
Position 2506: 0.003646154500817544
Position 26612: 0.003608642000108786
Position 28618: 0.0035146022386200134
Position 7383: 0.0034583297674190116
Position 412: 0.003420748434336772
Position 2502: 0.0033475170696900566
Position 27977: 0.003279061441306775
Position 33698: 0.002904674411725902
Position 32046: 0.002837197080691641
Position 3716: 0.002793375004339934
Position 3842: 0.0027407103054656445
Position 184: 0.002411295388264308
Position 36125: 0.0023938239731124415
Position 33928: 0.0023807896772986958
Position 1919: 0.0022142645049967142
Position 31066: 0.0021847890043958807
Position 33768: 0.0018430619861564688
Position 38317: 0.0017230147352293474
Position 35493: 0.0016257091703244999
Position 36227: 0.0015722447530817755
Position 26616: 0.001470785004100574
Position 1834: 0.0014383127282772833
Position 614: 0.001436502465478031
Position 31708: 0.0014291264916638394
Position 11795: 0.0014022770170462329
Position 33165: 0.001234409115046572
Position 37597: 0.0010109806136939664
Position 38031: 0.000990999507351919
Position 839: 0.0009372772730931235
Position 2198: 0.0008209581412895605
Position 2845: 0.0007908002850535224
Position 33653: 0.0006809601521247143
Position 38128: 0.0006561922204580609
Position 33543: 0.000625525142930253
Position 4270: 0.0005956957461484777
Position 2974: 0.0005611570137108782
Position 32839: 0.0005291133384784134
Position 4212: 0.0005248035201656807
Position 26589: 0.000490973470957834
Position 2786: 0.00048331516724524164
Position 27006: 0.0004308257377114233
Position 1848: 0.0004212566416021167
Position 37649: 0.0004026031969008653
Position 1518: 0.00038562536724695437
Position 404: 0.000381015615383225
Position 1185: 0.0003666873920833908
