Gene = Arpc2
index = 140
Annotated 5SS: [  114   403  9618 11748 14803 18518 19555 26089 27347 27957]
Annotated 3SS: [  320  9582 11634 14756 18330 19460 25961 27245 27855 31273]
SMsplice 5SS: [  114   403 11748 14803 19555 26089 27347 27957]
SMsplice 3SS: [  320 11634 14756 19460 25961 27245 27855 31273]
top_k =  1000
Partition function (log Z): 5.032531847557529

Sorted 5' Splice Sites (High to Low Probability):
Position 403: 0.9989170963689472
Position 27957: 0.9915688897306981
Position 19555: 0.9866921484884712
Position 27347: 0.9723452981263492
Position 11748: 0.9598138961473891
Position 114: 0.77902748855873
Position 26089: 0.5657634371958747
Position 14803: 0.47896422666585275
Position 26103: 0.29034298240391626
Position 9618: 0.24900343676459757
Position 13968: 0.24288866488442049
Position 28160: 0.19847271136817152
Position 55: 0.19664238204805787
Position 14948: 0.1656064244693032
Position 23128: 0.11530500094891903
Position 3331: 0.10200435358976372
Position 9072: 0.093747285557021
Position 4471: 0.0791771129989779
Position 24120: 0.06724237935080372
Position 26114: 0.06184515393628723
Position 24082: 0.059337748750404554
Position 15596: 0.058516326600621144
Position 18518: 0.057386903553535734
Position 28275: 0.05500709119530982
Position 9526: 0.0514739583903244
Position 25881: 0.05092776677479044
Position 7955: 0.039655335545381844
Position 3834: 0.03594219817505169
Position 6404: 0.0357022392095971
Position 24743: 0.033382879035903514
Position 20706: 0.03151635794875958
Position 15008: 0.019880885987641223
Position 551: 0.019466482296039513
Position 6211: 0.018644122528280873
Position 6843: 0.017398736458042338
Position 13540: 0.016540884129703157
Position 15080: 0.015811499267596
Position 6796: 0.015576643840499577
Position 28796: 0.015165236712964391
Position 27659: 0.01411745987709402
Position 18214: 0.013376800130338522
Position 29176: 0.012471495166601416
Position 13790: 0.010467586841948956
Position 30969: 0.010230229897187712
Position 26370: 0.009303953094553808
Position 26058: 0.008214679923422601
Position 30398: 0.00784358124040216
Position 30486: 0.0068286573268805115
Position 12979: 0.005990670519342165
Position 22700: 0.005959441502028675
Position 26004: 0.005930069357515781
Position 165: 0.005800811045279752
Position 12319: 0.005458041157612057
Position 13964: 0.005393431494175764
Position 118: 0.005133821150910597
Position 21566: 0.005023003297288204
Position 14400: 0.004951880770553403
Position 1607: 0.004950098457907652
Position 27725: 0.004797743101916719
Position 30046: 0.004748441805917817
Position 15012: 0.004433942557336806
Position 26062: 0.004212137663699958
Position 13040: 0.004053041313582209
Position 30926: 0.003982851462916946
Position 23643: 0.003545768253892422
Position 29795: 0.0030972543373310076
Position 11753: 0.002420679351600251
Position 21915: 0.002287184555301894
Position 19461: 0.0020486839800665678
Position 26106: 0.001993104045147619
Position 26357: 0.0019117921040463011
Position 19693: 0.001858236058745497
Position 29563: 0.0017891961871475263
Position 26119: 0.0015430212511877877
Position 19543: 0.0015164092117244995
Position 24124: 0.0014047491064066585
Position 11694: 0.001286023275638144
Position 1788: 0.001118638507798466
Position 20683: 0.0010351425910729425
Position 13017: 0.0009743553147388614
Position 123: 0.0009696867327129806
Position 28645: 0.0009368357594948807
Position 1612: 0.0007975727655524931
Position 12557: 0.0007960826177904727
Position 234: 0.0007935369413751888
Position 27904: 0.0007601943689277727
Position 1797: 0.0006457097671923878
Position 7655: 0.0006238435691306507
Position 27337: 0.0005930613093943158
Position 27479: 0.0005746217277283642
Position 167: 0.0005683291412361003
Position 27819: 0.0005186773362252292
Position 2451: 0.0005092879761056562
Position 26800: 0.0004749541150605967
Position 21053: 0.0004561442575610799
Position 3333: 0.00045413559507364985
Position 94: 0.00042614653797433725
Position 31390: 0.00041201601520017
Position 29183: 0.00038869450238776277
Position 655: 0.0003726580361132356
Position 169: 0.0003092394836178605
Position 4115: 0.00029488453395751024
Position 2328: 0.0002927430382018404
Position 27961: 0.0002304256072231302
Position 29042: 0.00022350566462196018
Position 2434: 0.00022049921901140667
Position 7023: 0.00019959300725568618
Position 195: 0.00018723825573580653
Position 1369: 0.00017810736295294596
Position 28433: 0.0001717494348669383
Position 2411: 0.0001413338652007697
Position 3597: 0.0001364052547973433
Position 3305: 0.00011997024922801314
Position 4626: 0.0001173087388156955
Position 126: 0.00010275575418945418
Position 6897: 9.896543926168174e-05
Position 5193: 8.052974625470041e-05
Position 6864: 7.165322134394251e-05
Position 6912: 6.346026118577759e-05
Position 5349: 6.332236919962217e-05
Position 6822: 6.301154101602752e-05
Position 150: 6.186811704487841e-05
Position 4936: 5.165367788810788e-05
Position 5891: 4.7876838845388754e-05
Position 5101: 4.7422482676559184e-05
Position 28212: 3.0759518984041765e-05
Position 28885: 2.8134555906598598e-05
Position 28564: 2.427421367245183e-05
Position 28142: 1.544238958423292e-05
Position 50: 1.5319783887537184e-05
Position 28475: 1.5183221540896368e-05
Position 10: 1.2563132234749499e-05
Position 29593: 1.1558274266655753e-05
Position 28555: 9.35571562736181e-06
Position 28184: 5.618153666389144e-06
Position 28387: 5.304052301849001e-06
Position 261: 3.909712648891467e-06
Position 29187: 3.3385802261349126e-06
Position 28729: 2.9316935482882188e-06
Position 818: 1.294328413833168e-06
Position 1363: 1.1584025659148279e-06
Position 935: 1.1165382057947162e-06
Position 382: 1.1122120855400759e-06
Position 429: 8.023787101437362e-07
Position 451: 3.770054500063442e-07
Position 648: 3.637577308707208e-07
Position 697: 2.9813641964208377e-07
Position 344: 1.3044176956791294e-07
Position 456: 5.347187644512482e-08
Position 1784: 1.7772131642565924e-08
Position 1760: 1.5013073748355627e-08
Position 831: 9.747485953427142e-10
Position 295: 1.716017294854172e-10
Position 719: 9.741075287505519e-11
Position 511: 1.9928763339980037e-14
Position 531: 1.4722450979876695e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 27245: 0.9664668445673273
Position 320: 0.9663597832680503
Position 11634: 0.9635205987746278
Position 27855: 0.9628742801776173
Position 25961: 0.9434844311837143
Position 19460: 0.7798803117561983
Position 14756: 0.6746185503050682
Position 31273: 0.2929815215841421
Position 19401: 0.21182243418727748
Position 9582: 0.20749559838540443
Position 28039: 0.1855496648234445
Position 30837: 0.13802437692482936
Position 13754: 0.11990560615133773
Position 29497: 0.09194476935537071
Position 8963: 0.09130584146759375
Position 23010: 0.08887220326568554
Position 3224: 0.08800492173068077
Position 31389: 0.08403096620292386
Position 23919: 0.08369770743211644
Position 9302: 0.0777875605061371
Position 28644: 0.0769142309137263
Position 13789: 0.06912985586213904
Position 29732: 0.057472078829960235
Position 18330: 0.05738690355353572
Position 30131: 0.052536085492501064
Position 29286: 0.05243498465706939
Position 6127: 0.051343421685979204
Position 4292: 0.05030043805932539
Position 23831: 0.04428716977549849
Position 25766: 0.042107309048025184
Position 7806: 0.039655335545381816
Position 30448: 0.039105105278493466
Position 13841: 0.0348168379537098
Position 6748: 0.03347206376860503
Position 15438: 0.03113437747447525
Position 15339: 0.027381949126145888
Position 29072: 0.023789939834785855
Position 27815: 0.023131814728833064
Position 13762: 0.02130217638878458
Position 28621: 0.020221065739139947
Position 23067: 0.019104776270977404
Position 28050: 0.01745871561304488
Position 24657: 0.017288928483362186
Position 28154: 0.016624084569967973
Position 13441: 0.016540884129703157
Position 3742: 0.0163892760314122
Position 24444: 0.01609395055254132
Position 523: 0.015567922773692226
Position 4323: 0.014856380604377812
Position 20423: 0.014253243413563994
Position 31050: 0.01390872006935778
Position 28036: 0.013748618880182296
Position 18088: 0.013376800130338522
Position 28151: 0.012980606579814364
Position 3565: 0.011573899921302633
Position 20610: 0.011530473852423383
Position 13815: 0.010650119533911916
Position 343: 0.009964308845227414
Position 28467: 0.009228022522562955
Position 28502: 0.008861467231323228
Position 25716: 0.00882045772676526
Position 30679: 0.008759275484296634
Position 9329: 0.00856700476514975
Position 30805: 0.008252914950103649
Position 29780: 0.007351456137935696
Position 22960: 0.00732802141225608
Position 12773: 0.006982651743981369
Position 238: 0.006875800006952987
Position 9341: 0.0066272314982306355
Position 27700: 0.00650415647038065
Position 14870: 0.006153034914577089
Position 29679: 0.005966026690891711
Position 28674: 0.005479018963205256
Position 22628: 0.00528864710910776
Position 225: 0.005153588920422382
Position 21323: 0.005023003297288205
Position 27903: 0.005012248450125768
