Gene = Myd88
index = 727
Annotated 5SS: [ 410 1466 2036 2288 2707]
Annotated 3SS: [1330 1854 2195 2530 3141]
SMsplice 5SS: [ 410 1466 2036 2288 2707]
SMsplice 3SS: [1330 1854 2195 2530 3141]
top_k =  1000
Partition function (log Z): 3.122107104550392

Sorted 5' Splice Sites (High to Low Probability):
Position 2707: 0.9074184373367774
Position 1466: 0.9044485168515187
Position 2288: 0.8997167806439824
Position 410: 0.858845835725578
Position 2036: 0.5881448206747043
Position 2057: 0.2988823645039234
Position 744: 0.17507075505623915
Position 2061: 0.06477376961471126
Position 1355: 0.04190152237353759
Position 1208: 0.03369124518873482
Position 1023: 0.023186619735398175
Position 681: 0.02288978601142563
Position 252: 0.021119947492587395
Position 1393: 0.01891687435278861
Position 739: 0.016121310026329654
Position 993: 0.015176974673397178
Position 2434: 0.015131924339826837
Position 3447: 0.010950985282704929
Position 543: 0.01081721926894361
Position 2591: 0.008680624355908868
Position 114: 0.008600436757229164
Position 649: 0.00629182021607003
Position 374: 0.006098131722952949
Position 493: 0.005864727809818464
Position 1983: 0.005838389232377036
Position 970: 0.005265289371707229
Position 1961: 0.004797357131008809
Position 2640: 0.004653448526827324
Position 1966: 0.0044388742713421464
Position 2711: 0.003985794795594834
Position 2841: 0.003706711412686032
Position 1492: 0.0036215330373017118
Position 1501: 0.0032565096705797773
Position 2915: 0.0028630806790928076
Position 1964: 0.0026291812944449367
Position 2993: 0.002557788941678165
Position 3483: 0.0023404565581962087
Position 2006: 0.0023010260620529126
Position 166: 0.0022904533779081757
Position 24: 0.002146515938444775
Position 1978: 0.00199098090864731
Position 1970: 0.0018378888511087904
Position 1968: 0.0017687812567570359
Position 299: 0.0017013928926426045
Position 2646: 0.0015608874882200956
Position 1724: 0.001304218417244083
Position 2065: 0.00126133581842821
Position 420: 0.001210426424311398
Position 2898: 0.001013712988595052
Position 103: 0.0009727419676428557
Position 1239: 0.0007908842758326738
Position 3540: 0.0006911264751932949
Position 3228: 0.0006585135310227782
Position 1241: 0.0006298215942121727
Position 148: 0.0006230217858508216
Position 2601: 0.0005949332541712241
Position 160: 0.0005915396977132928
Position 2133: 0.0005895560023063315
Position 2861: 0.0005602421721043459
Position 2040: 0.0004650722714754749
Position 3779: 0.00046469558171206653
Position 1910: 0.0004557126097165145
Position 2831: 0.0004356197283661564
Position 1773: 0.00041555720374207924
Position 1168: 0.0003902329585257721
Position 2879: 0.0003481995563284393
Position 333: 0.0003422164996706482
Position 1601: 0.00031983027635523254
Position 3874: 0.00028764607338248066
Position 132: 0.0002867659383720947
Position 1412: 0.00028284546935641023
Position 1477: 0.0002827202565742252
Position 46: 0.00027912946700605403
Position 399: 0.00026180750249311935
Position 2769: 0.0002289168727908461
Position 535: 0.00022321266525010777
Position 2086: 0.00021859135030418255
Position 2949: 0.00017663964426170442
Position 2715: 0.00017517620445302968
Position 2816: 0.00016856734217562448
Position 657: 0.00016019890601304406
Position 1999: 0.00015045552328611165
Position 978: 0.0001501316084817631
Position 2877: 0.0001480044160009183
Position 84: 0.00014751130648840688
Position 2196: 0.00013190581126285022
Position 2280: 0.00013079069850528615
Position 2265: 0.00011675467051925279
Position 2001: 0.00011533422675673367
Position 549: 0.0001123804847369926
Position 2794: 0.000108800939514501
Position 974: 0.00010615639038981672
Position 531: 0.00010590099079162107
Position 303: 9.599903971813915e-05
Position 1245: 8.689852076868438e-05
Position 2249: 8.681321371380572e-05
Position 1414: 6.694889133355255e-05
Position 3066: 6.255075718442358e-05
Position 366: 6.148095940705144e-05
Position 3189: 6.0702282748727713e-05
Position 2320: 5.934850921462902e-05
Position 2418: 5.7419354121571124e-05
Position 3029: 5.70283873693322e-05
Position 1737: 5.669103178940015e-05
Position 792: 5.4867509256921e-05
Position 968: 5.43551501127234e-05
Position 476: 5.0581705276997715e-05
