Gene = Pmf1
index = 826
Annotated 5SS: [  176 10621 11197 14427]
Annotated 3SS: [10514 11095 14230 15760]
SMsplice 5SS: [  176  5877 10621 11197 14427]
SMsplice 3SS: [ 5771 10514 11095 14230 15946]
top_k =  1000
Partition function (log Z): -6.047047217616086

Sorted 5' Splice Sites (High to Low Probability):
Position 10621: 0.9282564465843692
Position 5877: 0.8393656903844942
Position 176: 0.7874297333092958
Position 14400: 0.727981593635384
Position 11197: 0.6319258046301228
Position 14618: 0.45195433723150097
Position 8181: 0.3386414189511186
Position 9881: 0.1915493999377901
Position 7074: 0.1303180097508501
Position 225: 0.10571266294588452
Position 14379: 0.10055399819226438
Position 33: 0.0845062148996374
Position 2188: 0.08265860373168951
Position 10748: 0.08096596926733443
Position 10901: 0.06057605537038311
Position 15438: 0.05691792478783204
Position 11214: 0.05594119667057621
Position 3976: 0.04393294225582064
Position 11520: 0.03856100946536721
Position 2264: 0.034547059440305165
Position 2808: 0.028701173167302817
Position 8435: 0.022638874888933524
Position 14431: 0.018978987010109367
Position 6962: 0.01680552776717186
Position 1868: 0.013521637851014933
Position 10567: 0.012956634029093464
Position 9499: 0.010843213864615236
Position 335: 0.010758094329204694
Position 14316: 0.009993186694098714
Position 2812: 0.009934595535296629
Position 6788: 0.009840195174058876
Position 3054: 0.009299714444998266
Position 1688: 0.008956052429292595
Position 15696: 0.008165165569929947
Position 14929: 0.007737243925557714
Position 4706: 0.0073514139992147745
Position 1710: 0.00718499932906095
Position 685: 0.006533743890015455
Position 783: 0.006511199181581051
Position 3163: 0.006183156280417872
Position 210: 0.0059292528890181025
Position 7292: 0.005503217443522125
Position 12537: 0.0051206947252827985
Position 7837: 0.005101091532498967
Position 15867: 0.00460693051527385
Position 180: 0.004365157194993237
Position 6856: 0.004189857387437341
Position 2755: 0.0038328528437199766
Position 8372: 0.0033876050143226855
Position 2215: 0.0033209635193780468
Position 5666: 0.0030042319630034786
Position 3117: 0.0027380604091258674
