Gene = A630076J17Rik
index = 78
Annotated 5SS: [ 141 2067]
Annotated 3SS: [1995 2963]
SMsplice 5SS: [ 141 2067 2429]
SMsplice 3SS: [1995 2352 2963]
top_k =  1000
Partition function (log Z): -3.7253594337103317

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9787211352709688
Position 2429: 0.8332974245745439
Position 2067: 0.8266175164467798
Position 634: 0.046570400151616176
Position 2174: 0.04378809823895416
Position 1433: 0.030568206778839743
Position 742: 0.029433438188095122
Position 1862: 0.01677517299552072
Position 115: 0.014752411896973768
Position 1724: 0.012745060957885808
Position 1910: 0.011592350297253185
Position 890: 0.01149399614362609
Position 748: 0.009792424360187464
Position 2098: 0.009277367435806878
Position 1866: 0.008333694234840627
Position 1145: 0.00716958653377099
Position 312: 0.006720349896004281
Position 1369: 0.006278715328132195
Position 363: 0.00494049610128888
Position 2793: 0.003230301264320764
Position 1567: 0.0027264478837011083
Position 3364: 0.002519392340741911
Position 816: 0.0023397988456786835
Position 3245: 0.0022851964109284408
Position 1067: 0.0022775633891793374
Position 3759: 0.0020206971499561765
Position 1217: 0.0013803743244144196
Position 3772: 0.001072059390163489
Position 397: 0.0010093683817195402
Position 2131: 0.0008607727773229147
Position 1392: 0.0008119014311922965
Position 2910: 0.0007473024192809652
Position 849: 0.0005850386385207717
Position 2915: 0.0005411317101683418
Position 414: 0.0004921924318783092
Position 2447: 0.0004265131015845032
Position 1618: 0.000423229996196033
Position 1874: 0.0004219862745283011
Position 1899: 0.0004119100795806311
Position 1545: 0.0004106050140648746
Position 1522: 0.0003122085734844967
Position 1756: 0.0002731174781588412
Position 1783: 0.00026977844703404295
Position 1403: 0.00024401255111677835
Position 2460: 0.00021326415336392183
Position 3872: 0.00020810052278747495
Position 2810: 0.00020353264232016608
Position 991: 0.00017551412181020834
Position 1339: 0.0001414622217672574
Position 1415: 0.00013930551344353259
Position 1894: 0.00013024659267454373
Position 2085: 0.00012129781168383256
Position 2060: 0.00011724876281593536
Position 1902: 0.00011519723044027271
Position 2557: 0.00011198450819957075
Position 1653: 0.00011066560949730042
Position 3184: 0.00010378990181865894
Position 3151: 7.759886416783096e-05
Position 700: 7.193563044858179e-05
Position 2148: 6.982835552357848e-05
Position 1794: 6.0964780878861594e-05
Position 3120: 6.0603999798458706e-05
Position 1424: 5.627306607881734e-05
Position 686: 5.1146172340821574e-05
Position 1046: 4.817687041057594e-05
Position 3135: 4.633475760399915e-05
Position 3455: 4.0340459000051106e-05
Position 1007: 3.9067600735476165e-05
Position 3939: 3.774714747550211e-05
Position 1882: 3.297890044641129e-05
Position 145: 3.2074869058884127e-05
Position 689: 3.125888402199981e-05
Position 694: 3.05175313418553e-05
Position 750: 2.9725335579826677e-05
Position 2071: 2.1053546334514155e-05
Position 37: 3.573582864116462e-06
Position 572: 3.503637729753825e-06
Position 1191: 3.4032624875262455e-06
Position 355: 2.6044319033824436e-06
Position 394: 2.381642364961305e-06
Position 1239: 1.9488060702777985e-06
Position 272: 1.6652347675317732e-06
Position 1139: 1.4661988673774125e-06
Position 345: 1.363575228885937e-06
Position 260: 1.2906223429905427e-06
Position 610: 1.2058769007750311e-06
Position 46: 8.57381550921707e-07
Position 1398: 6.864870331522616e-07
Position 149: 6.856086513899767e-07
Position 1261: 6.554885375375975e-07
Position 77: 6.551037108340228e-07
Position 1244: 6.378164122406283e-07
Position 783: 6.113912934392659e-07
Position 484: 4.403692109483262e-07
Position 677: 4.034344524105113e-07
Position 2670: 2.8946669495122396e-07
Position 1301: 1.3789909875441746e-07
Position 3092: 1.3415037889546882e-07
Position 496: 1.278680635484058e-07
Position 316: 1.0750842287054468e-07
Position 177: 1.0117664810208487e-07
Position 2601: 9.660250988506949e-08
Position 639: 7.626882491241176e-08
Position 1117: 7.126294143440809e-08
Position 2815: 6.868991166260604e-08
Position 15: 6.252479913936246e-08
Position 3225: 5.960259019253063e-08
Position 2291: 4.088745693065495e-08
Position 851: 4.0407185281677195e-08
Position 2561: 3.1174054479845226e-08
Position 498: 2.909775614310076e-08
Position 263: 7.548083452181356e-09
Position 627: 5.835364409256739e-09
Position 597: 4.022788224230373e-09
Position 581: 3.1394067137857827e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2352: 0.8379845297515817
Position 1995: 0.7893978615722517
Position 2963: 0.4583549075248001
Position 3355: 0.13107085188991816
Position 2866: 0.10486651320285836
Position 624: 0.07955217162752143
Position 1950: 0.04970090290493456
Position 2321: 0.04625290831243748
Position 3971: 0.03578210490683757
Position 3358: 0.02503271163346118
Position 1752: 0.024780473872363283
Position 1927: 0.02315353060569112
Position 3052: 0.019631302209591073
Position 1311: 0.018124455591520674
Position 1339: 0.01674600523065065
Position 2358: 0.01449956435727098
Position 3834: 0.014312125412842571
Position 1969: 0.013041081603274671
Position 1665: 0.012914145606862115
Position 549: 0.011867970965121348
Position 3695: 0.011687981737095185
Position 4049: 0.011499132627633801
Position 2884: 0.010956785492332073
Position 2289: 0.010827336110836737
Position 1463: 0.010602119779441118
Position 246: 0.009513990494054561
Position 2914: 0.008735479374629084
Position 3244: 0.008439939647739071
Position 1509: 0.00737236235854807
Position 3670: 0.006942592929840843
Position 3450: 0.006298660960765755
Position 3791: 0.0062386687830949805
Position 2679: 0.0059696440929371385
Position 3743: 0.0058129521975756335
Position 1720: 0.004617237746359891
Position 1640: 0.004019247461849922
Position 889: 0.0035924898581773815
Position 3272: 0.0034527123949045324
Position 2384: 0.0027861074984819774
Position 694: 0.002782536318471179
Position 2776: 0.002708519785366355
Position 2066: 0.0026190196225967226
Position 2480: 0.0025218231193589375
Position 1030: 0.002439718749643491
Position 1774: 0.0024010429447648145
Position 1016: 0.0022457179177554007
Position 3473: 0.0022118238578427026
Position 2572: 0.0021752624276086792
Position 2612: 0.0020800077450596277
Position 1794: 0.002020765007207022
Position 2966: 0.001978452813503599
Position 2993: 0.0019241049292824087
Position 2662: 0.0019116308131388686
Position 1107: 0.0018763903025342833
Position 1216: 0.001854315673618093
Position 2803: 0.001779754493730498
Position 3225: 0.0017607348486808675
Position 3100: 0.0015460636136320994
Position 3318: 0.0014412919270947835
Position 783: 0.0014142697462259323
Position 1699: 0.0013220522131468524
Position 3110: 0.0012076983852732667
Position 525: 0.001138347609279328
Position 2694: 0.0011382981575936858
Position 3577: 0.001111530205748413
Position 1239: 0.001103970464528735
Position 2513: 0.0010801118210745704
Position 767: 0.0009786600526861448
Position 3017: 0.000924131452964042
Position 1273: 0.0008123738250015369
Position 2868: 0.000748153602678472
Position 281: 0.0007332944712536717
Position 1777: 0.0006902862637847867
Position 2002: 0.00068014627440333
Position 3504: 0.0006651934809745438
Position 3563: 0.0006324764078406298
Position 553: 0.0005825704914184203
Position 2983: 0.0005641705382358753
Position 3626: 0.0005486750194723174
Position 2428: 0.0005207761355670112
Position 2085: 0.0005201215806880522
Position 3999: 0.0005186274146470168
Position 870: 0.0004991951026301405
Position 2543: 0.0004908340715726625
Position 3702: 0.0004840985311013122
Position 1418: 0.0004370537048981268
Position 3631: 0.0004367540259451118
Position 2524: 0.00042452544807828545
Position 214: 0.00042050275827037597
Position 4067: 0.0004107055279974731
Position 2729: 0.00038271420769398016
Position 3922: 0.0003579644635854888
Position 2923: 0.00032616729423837665
Position 183: 0.0003237737920685562
Position 3021: 0.00031666244483328213
Position 2173: 0.00028156734217819874
Position 2731: 0.0002726669423928289
Position 1067: 0.00026647635103184
Position 1894: 0.00022706469396156537
Position 3120: 0.00020423320276162258
Position 3550: 0.00020147100589551346
Position 3855: 0.00020058873825718674
Position 1468: 0.0002002815875162893
Position 2941: 0.00019795600892155672
Position 250: 0.00019180953500898916
Position 2888: 0.0001889855985292803
Position 468: 0.00016875731361660486
Position 1045: 0.00016067908649743196
Position 2920: 0.00015421813389475525
Position 2223: 0.00015353507908083178
Position 633: 0.0001505728535096814
Position 3598: 0.00014907166538271973
Position 3517: 0.00014649661098811676
Position 2295: 0.00013315299986045313
Position 532: 0.00012480525159392765
Position 2253: 0.00011014774444418207
Position 3360: 0.00010598265061931872
Position 2528: 0.00010331864031958256
Position 946: 9.449207714731492e-05
Position 3656: 8.682347109507487e-05
Position 912: 8.380274247820287e-05
Position 2756: 7.739421371571789e-05
Position 3421: 7.246745830894721e-05
Position 1155: 7.2264447202023e-05
Position 2050: 6.936380570001225e-05
Position 955: 6.793496358585603e-05
Position 3543: 6.60127989311505e-05
Position 3839: 6.151417006735586e-05
Position 1545: 5.9221905077136875e-05
Position 3635: 5.771479586854256e-05
Position 3363: 5.580207425848375e-05
Position 3907: 5.533524095270844e-05
Position 1557: 4.9397824351605784e-05
Position 2530: 4.785310267338371e-05
Position 2820: 4.7684367197080264e-05
Position 3527: 4.581503754602558e-05
Position 3007: 4.546840947106681e-05
Position 3478: 4.2544421355480845e-05
Position 3248: 4.2014648549653226e-05
Position 453: 4.157228790176876e-05
Position 3274: 4.0990917556679805e-05
Position 1512: 4.005565814319536e-05
Position 964: 3.883131803087528e-05
Position 191: 3.6711421886608644e-05
Position 459: 3.633568864659465e-05
Position 351: 3.6322522715149304e-05
Position 1144: 3.526625043918872e-05
Position 1275: 3.3206232715194805e-05
Position 484: 3.1764065454356314e-05
Position 2765: 3.063899940316423e-05
Position 2139: 3.059136400003097e-05
Position 1484: 2.760359462040008e-05
Position 295: 1.962422686453236e-05
Position 738: 1.9412770045028874e-05
Position 1359: 1.8623187755499364e-05
Position 2361: 1.6940281499074085e-05
Position 1491: 1.4683745491197668e-05
Position 1033: 1.434850441707054e-05
Position 2053: 1.4187308796064965e-05
Position 447: 1.2967596231247159e-05
Position 803: 1.2701685780539914e-05
Position 813: 1.0688314453770883e-05
Position 557: 8.804660680166538e-06
Position 451: 8.35679823209412e-06
Position 2071: 8.075116701776541e-06
Position 3676: 5.451922903986159e-06
Position 2696: 4.655577027657011e-06
Position 2698: 4.544789422312318e-06
Position 1117: 3.0188698246300797e-06
Position 301: 1.8744878287201215e-06
Position 2711: 7.844940256259418e-07
Position 203: 7.682101144436469e-07
Position 455: 7.511856533712834e-07
Position 289: 7.075850345272935e-07
Position 560: 6.670697979407513e-07
Position 917: 6.517338649254483e-07
Position 430: 5.222678645172195e-07
Position 297: 4.5781239894668326e-07
Position 2092: 4.029268999139436e-07
Position 721: 3.989888356311182e-07
Position 322: 3.6437998788955923e-07
Position 254: 3.4244515992192105e-07
Position 304: 3.38888719877813e-07
Position 742: 3.241192426335977e-07
Position 2410: 3.1372039242669695e-07
Position 1082: 2.431275489246483e-07
Position 825: 2.180757085472915e-07
Position 1367: 1.8547099648304488e-07
Position 727: 1.7505738401655036e-07
Position 1080: 1.624926063405791e-07
Position 436: 1.4572035668622907e-07
Position 578: 1.2991749145525728e-07
Position 1077: 1.1288044214304005e-07
Position 316: 1.0951124514756705e-07
Position 902: 1.0928168293256853e-07
Position 581: 1.0905835085896851e-07
Position 897: 1.0103575698850449e-07
Position 639: 9.637479736073708e-08
Position 291: 9.247918622777906e-08
Position 566: 8.915922849274745e-08
Position 1124: 8.415808381504961e-08
Position 1424: 6.510707735366327e-08
Position 345: 6.463151669345613e-08
Position 432: 6.209638813543647e-08
Position 361: 5.6088755514743575e-08
Position 260: 5.558823373626912e-08
Position 412: 4.8047824592921056e-08
Position 713: 4.693962970128299e-08
Position 2413: 2.9205688735085063e-08
Position 408: 2.1018949217283547e-08
Position 263: 1.9826295079909588e-08
Position 81: 9.025440347181796e-09
Position 935: 5.530452970078928e-09
Position 587: 5.501583850373287e-09
Position 124: 4.779980527287121e-09
Position 374: 4.257081866945637e-09
Position 394: 3.0890390699809634e-09
Position 193: 3.070993941964282e-09
Position 838: 2.3857202749568605e-09
Position 832: 2.257067243802485e-09
Position 390: 2.0101560977074747e-09
Position 597: 1.4818334500451946e-09
Position 746: 1.3502520005984385e-09
Position 440: 1.337552318949233e-09
Position 562: 1.2877422521592202e-09
Position 848: 8.506385621258517e-10
Position 422: 4.5166279901015053e-10
Position 88: 4.0745884733997503e-10
Position 103: 3.5173288438059683e-10
Position 119: 3.2300596080784206e-10
Position 140: 2.93159479658796e-10
Position 388: 2.69660529886735e-10
Position 379: 2.6877250058585254e-10
Position 134: 2.1365530149110756e-10
Position 652: 1.3020510870140276e-10
Position 106: 1.1672233307307151e-10
Position 571: 7.502291942965319e-11
Position 384: 4.5509036614408704e-11
Position 96: 1.3429073021858086e-11
Position 392: 9.87052571028276e-13
Position 830: 3.869602776364355e-13
