Gene = Strit1
index = 1038
Annotated 5SS: [  65 2594]
Annotated 3SS: [2497 2685]
SMsplice 5SS: [  65 2594]
SMsplice 3SS: [2497 2685]
top_k =  1000
Partition function (log Z): -7.517424294731668

Sorted 5' Splice Sites (High to Low Probability):
Position 65: 0.9585550204463132
Position 2594: 0.49330624542955515
Position 1513: 0.24585979267103183
Position 1341: 0.19311728398961187
Position 410: 0.060992063179144795
Position 1664: 0.02152753664335277
Position 1880: 0.016618320540529672
Position 2263: 0.015164133207468731
Position 818: 0.013846926073984534
Position 234: 0.012882542346309794
Position 1528: 0.011890877064941532
Position 393: 0.0060381296828256395
Position 783: 0.005068062689303726
Position 1928: 0.004578486512953061
Position 1293: 0.0026051605423027657
Position 1920: 0.002390006269141526
Position 1972: 0.0018121140746778736
Position 2017: 0.00151162964333146
Position 898: 0.0014500886078156548
Position 1494: 0.0014036328349425259
Position 85: 0.0013892489153558617
Position 729: 0.0013769462960992371
Position 2113: 0.001031336332142834
Position 77: 0.0004801383157127395
Position 151: 0.00036307950483071096
Position 1803: 0.0003503131518717667
Position 299: 0.00035003538990440434
Position 719: 0.00034554446066581684
Position 759: 0.00032000047036165476
Position 914: 0.000304082541556879
Position 948: 0.00025985681923073906
Position 376: 0.00022623175902468704
Position 1463: 0.00018133410311703562
Position 1232: 0.00017019058716667278
Position 907: 0.00014530789581853598
Position 1582: 0.0001362380307648618
Position 856: 0.00013356477418832976
Position 666: 0.00011739799477661891
Position 1249: 0.00011372291670899354
Position 2551: 0.00010272180014825368
Position 230: 9.231247505039745e-05
Position 2246: 8.796093061604419e-05
Position 2539: 7.567748508016584e-05
Position 790: 7.560691688185865e-05
Position 442: 7.339372091563354e-05
Position 1358: 6.726756702398577e-05
Position 741: 5.7676973624103786e-05
Position 1731: 4.987184878313478e-05
Position 2028: 4.9306135683838444e-05
Position 324: 3.446137268363418e-05
Position 1570: 3.0724197521491214e-05
Position 114: 2.184026371610568e-05
Position 261: 1.679366107603756e-05
Position 733: 1.5571290169391672e-05
Position 780: 1.3988152532898263e-05
