Gene = Ppme1
index = 844
Annotated 5SS: [  585 17040 17599 24186 24503 27356 30462 31277 33938 37260 38380 40450
 43273]
Annotated 3SS: [16945 17505 24127 24450 27200 30370 31210 33813 37129 38334 40384 43204
 44424]
SMsplice 5SS: [  585 15892 19408 24186 27356 30462 33938 37260 38380 40450 43273]
SMsplice 3SS: [15712 19230 24127 27200 30370 33813 37129 38334 40384 43204 43697]
top_k =  1000
Partition function (log Z): 1.69165458063368

Sorted 5' Splice Sites (High to Low Probability):
Position 19408: 0.9999999999999981
Position 24186: 0.9899080869393577
Position 27356: 0.9685806017856238
Position 37260: 0.9595140604696261
Position 30462: 0.9473232446415368
Position 43273: 0.9188517316984555
Position 40450: 0.9125866585685036
Position 15892: 0.8362334468272433
Position 33938: 0.8354770499610605
Position 585: 0.8336631950649159
Position 38380: 0.7260598483325154
Position 24503: 0.42472548025206924
Position 42667: 0.28941414096449875
Position 34782: 0.2615327684562892
Position 2368: 0.2248461355971971
Position 40783: 0.2147280047330335
Position 17599: 0.1736966671991416
Position 33897: 0.15170627814573115
Position 974: 0.12314400741212479
Position 32271: 0.10737767752553198
Position 40571: 0.1037280662547375
Position 31277: 0.09682909518795715
Position 42731: 0.09681742234388475
Position 32106: 0.09548618124586206
Position 38545: 0.09203418761439709
Position 16984: 0.08778786434161931
Position 29717: 0.08098304401028708
Position 28223: 0.07562784333915358
Position 4571: 0.07173389630310269
Position 31307: 0.06369080364146099
Position 38062: 0.06152453291398981
Position 2668: 0.060057771252365014
Position 38999: 0.056032389184823436
Position 40872: 0.0551289712573991
Position 31804: 0.053912609096675924
Position 38723: 0.048850185955034944
Position 28579: 0.048018990362799906
Position 37647: 0.04655527127195394
Position 30607: 0.04445364772284996
Position 31862: 0.037267836324021156
Position 44146: 0.03622125012511006
Position 32540: 0.032098597377161246
Position 347: 0.02754941657758559
Position 27708: 0.025095386020788327
Position 36463: 0.0187833522518466
Position 34047: 0.01748036914158869
Position 36717: 0.016467747886070958
Position 15984: 0.015928537905739608
Position 35905: 0.015692338251068604
Position 34733: 0.01503067127731927
Position 38073: 0.01430904841223147
Position 43330: 0.014258494421531775
Position 31366: 0.013765074202914538
Position 34149: 0.011720199993193028
Position 27313: 0.01094571121692951
Position 34675: 0.010543657593206239
Position 35176: 0.010258360574639526
Position 42983: 0.009012060170603563
Position 32592: 0.008588835835487068
Position 40788: 0.008559403523903242
Position 32771: 0.008456907937742066
Position 40575: 0.008450486133864758
Position 730: 0.008179403316508042
Position 44881: 0.007866434511686364
Position 43063: 0.007814780023023398
Position 32399: 0.007753759120766605
Position 28093: 0.007618823114889534
Position 33384: 0.007396219766078025
Position 33632: 0.007253361082418652
Position 36267: 0.007068431747594657
Position 37736: 0.007035670119968645
Position 30897: 0.006822475617872537
Position 36115: 0.0066201811492482355
Position 40645: 0.006583636433848072
Position 30591: 0.006251586263897172
Position 31299: 0.005923320849789979
Position 38209: 0.005748584678590965
Position 43567: 0.00514930471392842
Position 747: 0.00505989623716271
Position 10223: 0.004954090309187139
Position 40493: 0.00482954863944954
Position 43398: 0.004812529693609389
Position 44982: 0.004322870814929302
Position 40509: 0.004299812802526103
Position 37702: 0.004265695547482368
Position 4558: 0.004097864727738012
Position 198: 0.003955852378529432
Position 432: 0.003932559884731037
Position 43891: 0.0037652821138862585
Position 37685: 0.0037078150565427095
Position 34978: 0.003635037212965384
Position 34309: 0.003476905279230206
Position 33671: 0.003298045120002524
Position 34983: 0.003288027773465965
Position 37863: 0.003178666039609472
Position 34550: 0.0031554474069252717
Position 31465: 0.0031237940638032795
Position 37722: 0.0030870816616943675
Position 33337: 0.0030291304599126085
Position 37878: 0.0029615397120146157
Position 41923: 0.0028245129452097195
Position 35172: 0.0027890764734904345
Position 38464: 0.0027478309511938586
Position 43067: 0.0026998047406101293
Position 37267: 0.0026196619115530914
Position 39056: 0.00259864653562661
Position 38966: 0.002541091277507418
Position 35610: 0.0023987518128605577
Position 32561: 0.002269556419320684
Position 37541: 0.0022094210884927947
Position 1307: 0.0020648369896626674
Position 39978: 0.001975758195345276
Position 43037: 0.001932583736463686
Position 34498: 0.001846707793333513
Position 30790: 0.0017389585816337371
Position 40466: 0.0016228326709406872
Position 3760: 0.0015514323219333256
Position 39496: 0.0014863138553295402
Position 7652: 0.0014533508573212103
Position 2781: 0.001452648674213783
Position 43243: 0.00142032165888348
Position 37786: 0.0014087335910743172
Position 710: 0.001374079773953013
Position 37183: 0.0013224947809729484
Position 32962: 0.0010738553712496693
Position 40207: 0.0010166242428587622
Position 40161: 0.0009986385211034545
Position 42130: 0.0008870531159207961
Position 37411: 0.0008170977564464561
Position 589: 0.0008080117379076276
Position 39268: 0.0007232361036963529
Position 468: 0.0006788379883116752
Position 43572: 0.0006742075576363523
Position 31399: 0.0006115277487724695
Position 420: 0.0005658702667697262
Position 111: 0.0004844031317674619
Position 31251: 0.00048159802587733014
Position 40609: 0.00045870108189720603
Position 37984: 0.00032432844095066517
Position 895: 0.0003078586571346927
Position 38266: 0.0002884229341576592
Position 37423: 0.0002756671547209048
Position 37724: 0.0002680108909932604
Position 37618: 0.0002639677205796331
Position 989: 0.00025313872677215155
Position 978: 0.0002142254869705853
Position 37765: 0.0002044243975225343
Position 43467: 0.00020257084321299553
Position 815: 0.00019918626115870958
Position 44099: 0.0001309792774649873
Position 38017: 6.699598137570534e-05
Position 33948: 5.172352763908005e-05
Position 300: 4.6925826230661595e-05
Position 31: 4.518876170907981e-05
Position 173: 4.225189572915134e-05
Position 214: 4.11879305818988e-05
Position 363: 2.537603999576963e-05
Position 459: 2.4055419976052157e-05
Position 1768: 2.1946700065080033e-05
Position 370: 2.1016591883511336e-05
Position 33901: 2.087669920494506e-05
Position 38537: 2.0674970812591076e-05
Position 413: 2.065801223950912e-05
Position 2000: 2.039042871259963e-05
