Gene = Pdcd5
index = 803
Annotated 5SS: [ 216 1378 3171 3898 4907]
Annotated 3SS: [1339 3108 3805 4834 5335]
SMsplice 5SS: [ 216 1378 3215 3898 4907]
SMsplice 3SS: [1300 3108 3805 4834 5335]
top_k =  1000
Partition function (log Z): -3.6156489349452268

Sorted 5' Splice Sites (High to Low Probability):
Position 3215: 0.8387511815072136
Position 3898: 0.791056188402626
Position 216: 0.7609939333770225
Position 1378: 0.6584816950253743
Position 4907: 0.4039745449533311
Position 4925: 0.10278630683872934
Position 245: 0.090021730257771
Position 220: 0.08735895288279673
Position 3737: 0.08499413668961034
Position 3171: 0.07719118058941392
Position 4935: 0.07617159900319732
Position 1999: 0.05566739557923805
Position 1514: 0.05190439828204365
Position 1318: 0.051900511581851085
Position 4346: 0.046703995114189725
Position 4981: 0.027165391729032283
Position 320: 0.022869222137170145
Position 4093: 0.01825438252870877
Position 5440: 0.01695595513190401
Position 3341: 0.014801712019086734
Position 2971: 0.0115814984628514
Position 2891: 0.010802172920281126
Position 5014: 0.01027676936103155
Position 657: 0.008504802050384161
Position 5236: 0.007097005598107447
Position 3876: 0.006954276965685074
Position 3279: 0.00687498708692994
Position 3394: 0.0065894058556476565
Position 2488: 0.006219405864185734
Position 3014: 0.0059748893953417825
Position 392: 0.005960985216186684
Position 1560: 0.005710512972427991
Position 1644: 0.0047162615120478766
Position 1200: 0.004655789871266843
Position 641: 0.004036109577633793
Position 4942: 0.0038772185729232917
Position 4386: 0.003622613881466694
Position 322: 0.003598048636937308
Position 4350: 0.0034660638488537778
Position 716: 0.0029006307742764034
Position 5026: 0.002526075087785904
Position 134: 0.0024679594898904607
Position 4088: 0.0022351112591514444
Position 1862: 0.0021571292178251492
Position 305: 0.002035004283972545
Position 356: 0.0020331987307280245
Position 4252: 0.0018674484865834763
Position 2154: 0.0018587829640468463
Position 1637: 0.0018201849264032224
Position 4394: 0.0016024088973902364
Position 2835: 0.0014917447522365393
Position 4945: 0.0014131475953128912
Position 380: 0.0013502906576744365
Position 4848: 0.0012987567196640205
Position 3463: 0.0012860162395790893
Position 1456: 0.0012473258023584985
Position 1769: 0.001149166854547747
Position 4340: 0.001109816115563219
Position 2035: 0.0010943740882754475
Position 1066: 0.001018104937549524
Position 197: 0.0010056086450536544
Position 2961: 0.0009346067934397367
Position 576: 0.0009235078950438323
Position 5419: 0.0008305640232614118
Position 4911: 0.0008238910033987245
Position 4012: 0.0007867975897286075
Position 1597: 0.0007849101615010069
Position 674: 0.0007804078066032949
Position 3940: 0.0007307020106744806
Position 4950: 0.0006607443597623046
Position 4423: 0.0006300478834310103
Position 4125: 0.0006040558109680162
Position 3262: 0.0005928750878653993
Position 3239: 0.0005820657930560757
Position 1347: 0.0005707915249996985
Position 5429: 0.0005603460259662481
Position 681: 0.0005310995464215035
Position 2704: 0.000525166078408412
Position 78: 0.0004773277653153114
Position 848: 0.00046881896688170585
Position 4097: 0.00045530942442385033
Position 385: 0.0004533721372716489
Position 4174: 0.00043714721335122263
Position 2948: 0.0004343613600550889
Position 4786: 0.0004256801959392435
Position 4649: 0.00040275289774407096
Position 3968: 0.00037494584089076464
Position 1992: 0.00037110810580464926
Position 4099: 0.0003572631965479272
Position 5417: 0.00034819327834734583
Position 407: 0.00034777027014751803
Position 4101: 0.00034231968871978487
Position 3533: 0.00032871020213786023
Position 1726: 0.0003253779133175695
Position 4095: 0.0003239089188856947
Position 1149: 0.00031572878043912065
Position 3648: 0.00028913148035747275
Position 916: 0.0002767724073050202
Position 4332: 0.00026660253403788694
Position 3425: 0.00026577913977093734
Position 2827: 0.00024419984072568645
Position 5446: 0.00023555217051377436
Position 413: 0.0002281367711327308
Position 4103: 0.00021877337975079148
Position 2913: 0.0001953522382537359
