Gene = Dkk2
index = 335
Annotated 5SS: [  963 88643 89833]
Annotated 3SS: [88491 89676 92577]
SMsplice 5SS: [  385   963 27780 46881 47149 68716 72660 88160 88643 89833 92490]
SMsplice 3SS: [  705 27612 46797 46985 68606 72498 87980 88491 89676 92380 92577]
top_k =  1000
Partition function (log Z): -60.929093621985615

Sorted 5' Splice Sites (High to Low Probability):
Position 963: 0.8880349150336724
Position 385: 0.7262894245923636
Position 8906: 0.18352840089211195
Position 3976: 0.09210605345007694
Position 5866: 0.0649566240079655
Position 5561: 0.042713722494129566
Position 145: 0.03937732659783797
Position 5342: 0.028857925773843513
Position 4202: 0.025730432915795017
Position 224: 0.025147259819027934
Position 5511: 0.022420117590457037
Position 100: 0.021549316675965165
Position 337: 0.018991703938689496
Position 5765: 0.01818570568868817
Position 937: 0.014763237115297622
Position 330: 0.012680710525400655
Position 153: 0.010183899388703661
Position 4182: 0.00968923075750389
Position 6445: 0.008957215394229029
Position 140: 0.007541244264414152
Position 798: 0.007408313122992851
Position 6328: 0.007205046027975107
Position 3189: 0.0062600352076788756
Position 528: 0.005449945526019299
Position 515: 0.005380136917224801
Position 539: 0.004892135219931403
Position 1074: 0.004722593674079832
Position 1002: 0.0046501889156903686
Position 9161: 0.004532588888637354
Position 4074: 0.004039673203163825
Position 5877: 0.003444577143394743
Position 544: 0.0034272560343307063
Position 1721: 0.0031754725642167978
Position 4034: 0.0030833118590576094
Position 627: 0.0025814099358555465
Position 4124: 0.0021829712083384473
Position 609: 0.0016069464646255604
Position 649: 0.0014983790330422636
Position 94: 0.0014910055046715037
Position 6626: 0.001397378589253198
Position 3398: 0.001344945528136513
Position 1127: 0.0013325715931400634
Position 63: 0.0012689458939685668
Position 6699: 0.0012361436772979528
Position 7664: 0.0012085449264811936
Position 5302: 0.0011808903892376874
Position 430: 0.0010144025051933567
Position 5023: 0.0008605389092155358
Position 3936: 0.0006841844458607953
Position 3254: 0.0006452521274014364
Position 216: 0.0005595067913107309
Position 6828: 0.00038318019748324547
Position 1644: 0.00037487424270670025
Position 53: 0.000370436044885638
Position 3211: 0.00035915257987708066
Position 584: 0.0003549734127997861
Position 369: 0.00035144406815942935
Position 447: 0.00034145292535632326
Position 807: 0.00030851813458737497
Position 574: 0.00026570967157594865
Position 213: 0.0002188680623212704
Position 3207: 0.00021843759430098666
Position 1710: 0.00020701253894973729
Position 2183: 0.00019883329428684748
Position 591: 0.00014160381053175325
Position 5844: 0.00011957533230338634
Position 5196: 0.00010395483758677724
Position 3598: 9.956100422224384e-05
Position 3231: 9.502533195533383e-05
Position 61: 8.72741370433188e-05
Position 593: 8.358459113968567e-05
Position 3953: 7.42119301438338e-05
Position 857: 6.715690681118222e-05
Position 3911: 6.537353201068975e-05
Position 623: 4.869111989234528e-05
Position 621: 3.0469658350094607e-05
Position 3741: 2.677418987403573e-05
Position 4682: 2.517144748654316e-05
Position 176: 2.2000758933730137e-05
Position 1435: 2.183667711352325e-05
Position 759: 1.6153423025752993e-05
Position 5074: 1.208452728349969e-05
Position 471: 9.753376713320502e-06
Position 656: 1.9104284476606352e-06
Position 673: 1.4727122602567167e-06
Position 2968: 1.0750570665849874e-06
Position 2014: 9.722128780592217e-07
Position 3049: 9.579979293471317e-07
Position 887: 1.5380035280980087e-07
Position 1181: 2.643102177803281e-08
Position 663: 1.9276732428319556e-08
Position 1152: 1.3460878518339803e-08
Position 1117: 8.928668177114573e-09
Position 661: 9.310738230667462e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 705: 0.7906648442264127
Position 8629: 0.3013755946470923
Position 15910: 0.23363418396856406
Position 5720: 0.1376604506237062
Position 3818: 0.08893991390229815
Position 9594: 0.08287418253830497
Position 5231: 0.08087971660063921
Position 4024: 0.06816830000911009
Position 16138: 0.05178280256548851
Position 6500: 0.04958158724314576
Position 5377: 0.0431579233743638
Position 8736: 0.03789236995462233
Position 5940: 0.029474849075072484
Position 5119: 0.02522723737108758
Position 11798: 0.024011601097967034
Position 11142: 0.019644948197434692
Position 3780: 0.01956323938920078
Position 9418: 0.018916002910542858
Position 8791: 0.01656609320166221
Position 867: 0.016555662223583303
Position 7499: 0.01613183388307057
Position 7467: 0.013583923592797377
Position 6104: 0.01213135540043227
Position 6327: 0.011872874507503869
Position 9019: 0.011558450101137204
Position 6516: 0.00982610847329595
Position 4001: 0.009423320261302059
Position 4910: 0.00859459415298339
Position 8464: 0.007847752347684492
Position 9566: 0.006563910313033153
Position 3096: 0.006341759971930604
Position 8760: 0.006234933848680644
Position 9478: 0.005394625639186168
Position 1029: 0.00494525645831556
Position 10438: 0.004931613215495381
