Gene = Lactb2
index = 615
Annotated 5SS: [  218  9826 13162 22316 30482 33191]
Annotated 3SS: [ 9661 13034 22136 30332 33108 33641]
SMsplice 5SS: [  218  9826 22316 30482]
SMsplice 3SS: [ 9661 22043 30332 33108]
top_k =  1000
Partition function (log Z): -14.682121380389901

Sorted 5' Splice Sites (High to Low Probability):
Position 9826: 0.9934376494741479
Position 22316: 0.9606345035834051
Position 218: 0.8344574425340306
Position 12889: 0.6259123890003622
Position 13162: 0.5726325201129268
Position 30482: 0.5518356499626975
Position 8950: 0.4899627602260447
Position 10142: 0.45066981302050496
Position 14477: 0.3044605418268608
Position 15631: 0.29634291509432187
Position 7779: 0.19776139478913168
Position 19433: 0.1534151891805442
Position 7537: 0.11660007162214206
Position 658: 0.10656934868746272
Position 3140: 0.10450196664844094
Position 16144: 0.09331191080571397
Position 16789: 0.09145514216580378
Position 84: 0.08575949257107009
Position 9312: 0.07511699107153504
Position 10446: 0.07428920848195962
Position 8044: 0.07083871715192376
Position 16615: 0.06124722783742461
Position 24989: 0.05962719706207616
Position 3928: 0.057600644076311526
Position 480: 0.052390237165424104
Position 141: 0.04807093806138602
Position 3368: 0.04589412608943002
Position 402: 0.045343572736317894
Position 556: 0.03510781472107452
Position 6363: 0.034710716842061215
Position 10333: 0.03348169715962777
Position 2653: 0.03295702737097891
Position 8946: 0.026994460849689105
Position 5060: 0.02604787933690345
Position 13219: 0.024213032403050734
Position 24979: 0.018448686302423196
Position 13215: 0.018375483897630683
Position 9538: 0.01825604770092271
Position 22082: 0.014959042876200227
Position 6757: 0.01315880841059251
Position 1544: 0.009627875827103683
Position 1993: 0.008238996022918476
Position 3655: 0.007569601919423878
Position 7308: 0.005276946831094366
Position 2047: 0.005112769594443171
Position 9682: 0.004900093678613398
Position 24349: 0.0045679870915492655
Position 830: 0.004547654147518801
Position 3659: 0.004536452686636713
Position 15713: 0.004130913409892573
Position 8705: 0.00360599597669731
Position 3018: 0.0036056463362459886
Position 4973: 0.003430591957651218
Position 201: 0.0033956780515891297
Position 654: 0.0033637544346244363
Position 194: 0.0027494730272830926
Position 14481: 0.002571651144686654
Position 1189: 0.0024533817841932257
Position 5136: 0.0024094179279019
Position 470: 0.002278062028608435
Position 521: 0.0022595583761903415
Position 328: 0.0016884428762018624
Position 5208: 0.0016645799306059654
Position 1986: 0.0016409911274899863
Position 3128: 0.001606299673819556
Position 5026: 0.001581581440990108
Position 5051: 0.0015120985754394595
Position 14485: 0.0012223412122223205
Position 4127: 0.0011306712682617578
Position 1156: 0.0011026520196213776
Position 2996: 0.001003637230827505
Position 7731: 0.0007908778811261856
Position 5867: 0.0007701866751241591
Position 3043: 0.0007364505240417746
Position 3634: 0.0006139593970401454
Position 138: 0.0003845773749882401
Position 391: 0.00028588741455424675
Position 9606: 0.00026505075862445884
Position 66: 0.00021882285050053396
Position 166: 0.00021254177056359585
Position 2105: 0.00015071161474606518
Position 2010: 0.00013448415706655085
Position 695: 9.672887951196265e-05
Position 2942: 9.149183540114154e-05
Position 4770: 9.113146222507587e-05
Position 1317: 7.998262883999877e-05
Position 3337: 7.977742259553698e-05
Position 75: 7.97317449530865e-05
Position 4510: 6.53455123879829e-05
Position 35: 6.164697768832102e-05
Position 2037: 6.131657473196091e-05
Position 3069: 6.027579095508227e-05
Position 299: 5.9662502571721034e-05
Position 1186: 5.294133275179756e-05
Position 887: 4.5909899880889684e-05
Position 1528: 3.913208370237681e-05
Position 258: 3.391325294742895e-05
Position 128: 2.8290500326858684e-05
Position 50: 2.65274742051398e-05
Position 526: 2.006843004376981e-05
