Gene = Enoph1
index = 380
Annotated 5SS: [  318 19257 21183 22291 23898]
Annotated 3SS: [19154 20988 22157 23773 27813]
SMsplice 5SS: [  318 16044 19257 22291 23894 27957]
SMsplice 3SS: [15918 19154 22157 23773 27813 28348]
top_k =  1000
Partition function (log Z): -5.457532418560696

Sorted 5' Splice Sites (High to Low Probability):
Position 19257: 0.9918991145853858
Position 318: 0.921683501287976
Position 22291: 0.8581238596427079
Position 27957: 0.6881510637032417
Position 23894: 0.5000778164804511
Position 26939: 0.4359336727954387
Position 26447: 0.41124079074086484
Position 23898: 0.39659305171697506
Position 19839: 0.32596596605824746
Position 23461: 0.31426840663502836
Position 16044: 0.25143444560855804
Position 21183: 0.19682175547994227
Position 20358: 0.15043263227161646
Position 16028: 0.14557727006245477
Position 2411: 0.11676281936671
Position 24498: 0.09968547564680938
Position 626: 0.09585454000351713
Position 25304: 0.09038250856210622
Position 23377: 0.07710561395238691
Position 15988: 0.07584224905521163
Position 289: 0.07525323647695056
Position 23545: 0.074792201189392
Position 6770: 0.054857773206553405
Position 16120: 0.04579156171605719
Position 22331: 0.04263704331667863
Position 8299: 0.041560875393745866
Position 13171: 0.036664277152254565
Position 23381: 0.0346303336793697
Position 25373: 0.028588002187819723
Position 13219: 0.025049449059115696
Position 26285: 0.022616008003205318
Position 23968: 0.022079191958263338
Position 8120: 0.020641373909107617
Position 28446: 0.018278042136052008
Position 24382: 0.017967001580631838
Position 23370: 0.017480864647137495
Position 23584: 0.01726061846583389
Position 25726: 0.013268691951154144
Position 8290: 0.01125633336545478
Position 24301: 0.009744060388104997
Position 23419: 0.008651832519489037
Position 19357: 0.008097833972440445
Position 4258: 0.002822963321589138
Position 28438: 0.0027426449866339315
Position 5519: 0.0024930990410585224
Position 1663: 0.0024665074047293084
Position 579: 0.002301236103820736
Position 25774: 0.002248429499435384
Position 23902: 0.0020538089582355476
Position 4089: 0.001770558499281892
Position 27511: 0.0017590934055278418
Position 27858: 0.0015196849667738824
Position 23479: 0.0013036282021998715
Position 7179: 0.0011378092999600093
Position 23853: 0.0009486742079738867
Position 25315: 0.0009008164849573898
Position 23934: 0.0008647133776810124
Position 26488: 0.0007176362762852863
Position 27941: 0.0006961225194157004
Position 4154: 0.000672859298185501
Position 4762: 0.0006464185792103634
Position 3616: 0.0005303148365128643
Position 7116: 0.0005077751507433645
Position 6459: 0.0004610384911040941
Position 1553: 0.0003765303264784748
Position 4407: 0.000311865352562784
Position 7259: 0.000309184833572009
Position 2211: 0.00028996088579892116
Position 2791: 0.00024345741476467043
Position 1638: 0.00021248457859865077
Position 19903: 0.0001979571709400009
Position 630: 0.00018332545645196905
Position 5889: 0.00017471394366739437
Position 23820: 0.00016966521199734253
Position 517: 0.000168104037106227
Position 267: 0.00015722906952989562
Position 6774: 0.0001461063822148817
Position 7303: 0.00013024874079132126
Position 686: 0.00012498485537330072
Position 2668: 0.00011202262950001449
Position 6043: 0.00010634191651489659
Position 3576: 0.00010560097582357845
Position 2032: 9.639860433954604e-05
Position 1095: 9.121594954676912e-05
Position 670: 7.074321789891134e-05
Position 1591: 6.828360772350627e-05
Position 275: 3.1687069205998046e-05
Position 144: 2.645346347646357e-05
Position 2079: 1.6773073040943943e-05
Position 419: 1.465119629132859e-05
Position 27975: 1.1233640708235402e-05
Position 93: 1.1170726226886534e-05
Position 1827: 8.318408974135721e-06
Position 343: 7.449077467660029e-06
Position 715: 7.214904465747543e-06
Position 312: 5.547587435519425e-06
Position 216: 5.525396001757705e-06
Position 237: 3.6370596992710483e-06
Position 57: 3.39791523190862e-06
Position 62: 3.2882962401442127e-06
Position 183: 3.1754665768049348e-06
Position 52: 3.040177513173453e-06
Position 119: 2.189267012519413e-06
Position 147: 1.746026922589297e-06
Position 185: 1.5098551112566671e-06
Position 462: 1.3364753990497861e-06
Position 59: 1.2935726786296284e-06
Position 25: 1.2216712930570346e-06
Position 249: 9.364278741824607e-07
Position 243: 7.310740022876486e-07
Position 129: 6.925097955245189e-07
Position 261: 5.942591701806235e-07
Position 213: 5.142594801411593e-07
Position 22: 4.6186767634027704e-07
Position 104: 4.51960722256389e-07
Position 873: 3.798746452635344e-07
Position 522: 2.8085719572437197e-07
Position 240: 2.6420049216063417e-07
Position 350: 2.3310694222471961e-07
Position 472: 2.3111677770514837e-07
Position 122: 2.2692369895058245e-07
Position 382: 1.976495157385103e-07
Position 599: 1.2151123817775434e-07
Position 384: 1.1112968768368417e-07
Position 431: 9.154427792896008e-08
Position 768: 8.217501315507699e-08
Position 1048: 6.75789188853367e-08
Position 902: 3.8299210645198785e-08
Position 421: 3.5465638736229105e-08
Position 551: 2.2008631511468868e-08
Position 891: 1.8473517390436236e-08
Position 987: 1.728656015288513e-08
Position 642: 1.5435586228709954e-08
Position 744: 1.207636175258645e-08
Position 661: 9.781707250731121e-09
Position 504: 4.906271379045024e-09
Position 3797: 4.3276546508945235e-10
Position 542: 1.5498611173166814e-10
Position 5360: 1.2644049243108638e-11
Position 3751: 8.758004405071385e-12
Position 3686: 7.854359121567195e-12
Position 5118: 6.133088239767227e-12
Position 3124: 6.038407829918812e-12
Position 3778: 5.939992974932617e-12
Position 4771: 4.098034562420275e-12
Position 4215: 3.649203358223334e-12
Position 4678: 3.551854641351334e-12
Position 3839: 3.2184378558744082e-12
Position 2344: 3.029365866946521e-12
Position 2795: 2.591162814042256e-12
Position 2899: 2.5823853959291446e-12
Position 3905: 1.3095192746818035e-12
Position 3376: 1.227571672286181e-12
Position 1623: 1.0190166415573238e-12
Position 2931: 9.671222521534893e-13
Position 1844: 8.281459746710864e-13
Position 2181: 7.891885919230008e-13
Position 2543: 7.769794657898194e-13
Position 2415: 7.61106522531173e-13
Position 2013: 6.676519335508461e-13
Position 1575: 6.156874252107055e-13
Position 1479: 5.385591840974046e-13
Position 3600: 5.23221890685984e-13
Position 2305: 5.177996896091861e-13
Position 2922: 5.089134422999382e-13
Position 3596: 4.897950204806184e-13
Position 1419: 4.3354551461740247e-13
Position 2762: 3.6979392386090245e-13
Position 1643: 3.553301261454591e-13
Position 1421: 1.5719782466622072e-13
Position 1327: 7.20690784753323e-14
Position 1430: 5.979868667736506e-14
Position 1099: 4.98582843186091e-14
Position 706: 4.7425781979840775e-14
Position 1026: 3.6684387378561285e-14
Position 1373: 3.0743206786931447e-14
Position 689: 2.855612748960904e-14
Position 634: 1.9240441651922107e-14
Position 1459: 1.4196424629792355e-14
Position 1599: 1.17256823226818e-14
Position 703: 1.1376180795280285e-14
Position 990: 6.389043559199971e-15
Position 911: 6.016931252672451e-15
Position 652: 5.28057810535818e-15
Position 632: 5.046244093367622e-15
Position 1107: 4.840723554268453e-15
Position 1466: 2.5522958000262896e-15
Position 980: 3.2864184992151284e-16
Position 1485: 1.4028966612276588e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 19154: 0.999999718464892
Position 23773: 0.8611205082613488
Position 27813: 0.6119208370412252
Position 15918: 0.5186455264422817
Position 26222: 0.44918871328578536
Position 22157: 0.4460012309125536
Position 22168: 0.42879627921289754
Position 23291: 0.3869688502497652
Position 28348: 0.3789667136370622
Position 26753: 0.31432099224347604
Position 27759: 0.30432641524183146
Position 19744: 0.22877323291216436
Position 28292: 0.1403794005557554
Position 23294: 0.13792935706154308
Position 21044: 0.11985142731360099
Position 28310: 0.09832106518245501
Position 25193: 0.09556803706039083
Position 24352: 0.09196180594123131
Position 26789: 0.08776781058965734
Position 20248: 0.08449794163270492
Position 521: 0.08156064272859338
Position 2285: 0.07505840967127379
Position 13064: 0.061713726211370286
Position 20988: 0.06074832143871864
Position 19706: 0.05422214985060796
Position 8149: 0.05281728016990855
Position 20035: 0.052146896271219836
Position 6649: 0.05077289803406984
Position 23800: 0.04180836217119954
Position 2165: 0.02828335171549899
Position 28579: 0.025829685657745752
Position 25059: 0.024345672928137465
Position 28070: 0.02325565728966884
Position 19637: 0.021736271876286187
Position 19684: 0.021454253006081322
Position 23342: 0.020733752028241507
Position 24098: 0.01840572054081969
Position 7971: 0.01718865975466058
Position 25618: 0.016717210245903422
Position 26758: 0.015723106691364282
Position 22049: 0.014640165756355166
Position 27477: 0.014058030009599994
Position 20206: 0.013850788319530176
Position 28273: 0.0125059112514196
Position 26855: 0.011534771099162457
Position 23714: 0.01137753489969335
Position 22231: 0.011339132854508105
Position 410: 0.010955638390417624
Position 26708: 0.010205612257954877
Position 21093: 0.008797264519972738
Position 24043: 0.008257277296370992
Position 21054: 0.0074399289252048565
Position 28556: 0.0072959886341038985
Position 24198: 0.007134399374607989
Position 28419: 0.006822731036975801
Position 28241: 0.006785588440951019
Position 28633: 0.006775340726765926
Position 23635: 0.006506621409890188
Position 28372: 0.005769832834252441
Position 27423: 0.0056275442551985844
Position 27691: 0.005558583807763603
Position 3977: 0.0051468388764436225
Position 28762: 0.004600773416551789
Position 28152: 0.004496113233454787
Position 2291: 0.004474299625721196
Position 28034: 0.004439090417207578
Position 26529: 0.003683942491571712
Position 28120: 0.0036136331503814085
Position 1526: 0.003124330589603277
Position 23897: 0.003120431357115515
Position 24115: 0.002729412751436673
Position 28426: 0.002339602607878081
Position 28174: 0.0020684114374889453
Position 7974: 0.0019872357351099087
Position 578: 0.0019459766704017008
Position 2254: 0.001869521327244151
Position 2070: 0.0018220024489843014
Position 2344: 0.0017275892057023675
Position 6696: 0.0016761858848450347
Position 28494: 0.0014764416864837132
Position 8094: 0.0014654798944637585
Position 6628: 0.0014471759045502136
Position 28706: 0.0014411068789996902
Position 27820: 0.00141365430684392
Position 27779: 0.0012691730398992
Position 5261: 0.001145806730488962
Position 6587: 0.0011076207434858412
Position 7078: 0.0010950550786360904
Position 25553: 0.0009727683703213612
Position 5463: 0.0009062013939394566
Position 6990: 0.0009013681628884205
Position 25423: 0.000863618184994305
Position 26040: 0.0008414718932556423
Position 2354: 0.000712660503462052
Position 2249: 0.0006793720753161263
Position 28386: 0.0006215017470940865
Position 404: 0.0006019177959469518
Position 27190: 0.0005860991001692252
Position 26533: 0.0005787142614329261
Position 24697: 0.00055941752612927
