Gene = Aasdhppt
index = 92
Annotated 5SS: [  214   774  6374  6998 10170]
Annotated 3SS: [  547  6251  6835 10097 12627]
SMsplice 5SS: [  176  6998 10170]
SMsplice 3SS: [ 6835 10097 12627]
top_k =  1000
Partition function (log Z): -6.259034528012565

Sorted 5' Splice Sites (High to Low Probability):
Position 6998: 0.9907907116178543
Position 10170: 0.6548443298994352
Position 326: 0.4799770877260317
Position 734: 0.3155471416802706
Position 12779: 0.2288239647410726
Position 180: 0.19520051116836434
Position 9980: 0.1627565374251608
Position 5371: 0.1464352888893214
Position 6374: 0.1409200176385006
Position 774: 0.12396118082120405
Position 740: 0.11706832070090953
Position 2988: 0.08265111047088107
Position 214: 0.08263641261322721
Position 12806: 0.0654229556427981
Position 3301: 0.04573105780572687
Position 9366: 0.045495749611539585
Position 301: 0.045234936609333205
Position 10292: 0.032448490365647384
Position 10682: 0.030031178575570944
Position 2174: 0.026731950420450075
Position 10271: 0.025328179278525677
Position 8298: 0.024977637470536627
Position 9058: 0.02477070117985602
Position 367: 0.02459506666064024
Position 13307: 0.024194927885688916
Position 1232: 0.023025358940875693
Position 54: 0.018690001662502273
Position 5254: 0.0184735457597948
Position 13704: 0.014515023501374345
Position 8231: 0.012819604255070791
Position 3124: 0.010655831052326504
Position 101: 0.009886012297770901
Position 6387: 0.009518712807030646
Position 372: 0.009504838705004738
Position 265: 0.009384162385166997
Position 1798: 0.00927620770602099
Position 7948: 0.008921308824133504
Position 10581: 0.008417755247492786
Position 838: 0.007640106830402447
Position 343: 0.006401960195086665
Position 10212: 0.005484835312221914
Position 12429: 0.0051799694983200965
Position 12786: 0.005081402827421782
Position 14250: 0.00505427505621055
Position 8815: 0.004425856606953173
Position 5570: 0.003965573293516951
Position 305: 0.0038123930457103616
Position 10493: 0.0025895157101713637
Position 79: 0.002435549968841874
Position 1256: 0.002434857253907518
Position 2252: 0.002353149760991131
Position 7049: 0.002344183306595593
Position 6938: 0.002265161012057703
Position 2489: 0.0019599215307106854
Position 2682: 0.001793512728739988
Position 186: 0.0017105811871218888
Position 4864: 0.0016806372066580579
Position 2558: 0.0013168143593301326
Position 12828: 0.0013148360570213022
Position 7265: 0.0012783861840746096
Position 10193: 0.0012618677570143423
Position 7741: 0.0011757251580303222
Position 7984: 0.0009475913680201796
Position 6933: 0.0008967245920877829
Position 10278: 0.0008652191743350073
Position 9672: 0.0008400303781381059
Position 3239: 0.0008307721620120806
Position 9349: 0.000773859294652634
Position 1793: 0.000716118066629674
Position 12326: 0.0005717918396028903
Position 420: 0.0005488012150703266
Position 7119: 0.0005004030149777748
Position 641: 0.00046526654689535944
Position 116: 0.00046257534757605264
Position 10652: 0.00044300520835688107
Position 10251: 0.00041035540745414784
Position 8877: 0.00039102247738203276
Position 144: 0.00039091068886427363
Position 5089: 0.0003876934289246353
Position 2163: 0.0003864387495551118
Position 7473: 0.0003796138741892885
Position 357: 0.00036316135045190987
Position 7956: 0.000362728124663881
Position 8953: 0.00034869903767942577
Position 8852: 0.00034287584343144955
Position 3555: 0.0003146608584130064
Position 4287: 0.0002855785489793959
Position 29: 0.00024608782990206886
Position 11681: 0.00024380592300745133
Position 284: 0.00024244203355321903
Position 8593: 0.000221646983026384
Position 11825: 0.00022030444360939363
Position 11725: 0.00021707077576224067
Position 7145: 0.00015141627196163168
Position 6908: 0.0001375287926209421
Position 9117: 0.00013132528769634847
Position 9917: 0.00012621908410904837
Position 7830: 0.00012044428389544466
Position 8179: 0.00010604949431296083
Position 9572: 9.573853819260825e-05
Position 34: 8.570161591070461e-05
Position 444: 8.48809037356015e-05
Position 1748: 8.370054324970001e-05
Position 278: 7.819943417400811e-05
Position 8796: 7.505166910916115e-05
Position 8618: 7.381125781402734e-05
Position 313: 7.05379422348292e-05
Position 527: 6.349470501038385e-05
Position 426: 6.183612242776725e-05
Position 430: 6.111739443260587e-05
Position 8610: 5.9948766504185836e-05
Position 26: 5.6935744968425045e-05
Position 2574: 5.064031231668333e-05
Position 61: 4.811920615225263e-05
Position 8895: 4.6016165596020154e-05
Position 7959: 4.539970011022139e-05
Position 379: 4.3531142867431705e-05
Position 1463: 4.150745250561392e-05
Position 11556: 3.937212722293294e-05
Position 184: 3.362789776297655e-05
Position 1829: 3.04612671416821e-05
Position 1308: 3.045699025384696e-05
Position 58: 2.5944721426903924e-05
Position 2168: 2.1178057883635947e-05
Position 36: 2.086512773840535e-05
Position 1126: 2.0676525748203636e-05
Position 273: 1.222976384246273e-05
Position 446: 9.062331826856513e-06
Position 83: 6.101553190029753e-06
Position 493: 3.4337998399380416e-06
Position 780: 3.2694861539921486e-06
Position 983: 3.018818903258405e-06
Position 552: 1.6364116271766668e-06
Position 1403: 1.4676450308307803e-06
Position 508: 1.3306072270479845e-06
Position 1268: 8.624693332545331e-07
Position 612: 5.345627141850436e-10
