Gene = Ino80e
index = 578
Annotated 5SS: [ 134  363  599 3965 4163 4613]
Annotated 3SS: [ 291  545 3885 4050 4495 8846]
SMsplice 5SS: [ 134  363 3965 4163 4613]
SMsplice 3SS: [ 291 3885 4050 4495 8846]
top_k =  1000
Partition function (log Z): 5.802855510963987

Sorted 5' Splice Sites (High to Low Probability):
Position 134: 0.9825913433225407
Position 363: 0.9746099217217641
Position 4613: 0.9700161481108635
Position 3965: 0.9389229048335443
Position 4163: 0.9157391025240925
Position 599: 0.6146260678424826
Position 4916: 0.4152831259585215
Position 2107: 0.22846433077849063
Position 7746: 0.12738350611106486
Position 8350: 0.10388511179558359
Position 4236: 0.06366361158568976
Position 6793: 0.054987707102369894
Position 8874: 0.030912950670492392
Position 5918: 0.02467642031359841
Position 2731: 0.016479823440249453
Position 910: 0.016154216370238048
Position 8245: 0.013866656179013061
Position 8878: 0.012882257783993994
Position 213: 0.012772616543344743
Position 2716: 0.0102281904783077
Position 8743: 0.008542788828121888
Position 680: 0.00850389694463335
Position 2534: 0.007958105460690723
Position 3194: 0.007106123546867626
Position 1147: 0.007091673352347314
Position 2449: 0.006474628546368746
Position 7242: 0.0046110901657160554
Position 5858: 0.004224875389392747
Position 3622: 0.004110943947572387
Position 8853: 0.003897105674126499
Position 9048: 0.0037948069871072193
Position 9587: 0.0032481997690066637
Position 490: 0.00300263938834849
Position 8101: 0.002931070273283324
Position 5527: 0.002862781220365383
Position 3916: 0.002861969516842378
Position 2686: 0.0027021207648927127
Position 2271: 0.0026358696726196526
Position 1151: 0.002525489987353704
Position 665: 0.00207707816265277
Position 204: 0.0020452309968126423
Position 4295: 0.001997475192435482
Position 467: 0.0019905708920117636
Position 5321: 0.0019455084171070775
Position 2753: 0.0014360299592796578
Position 6382: 0.0013494754355107398
Position 5993: 0.0012386299591890951
Position 8849: 0.0011489716744119082
Position 164: 0.001140984699855933
Position 2141: 0.0011117506451437716
Position 2643: 0.0010493025193074662
Position 346: 0.0010196514256893578
Position 780: 0.0006402578174570274
Position 6155: 0.0006149456249292318
Position 4279: 0.0006005318933274061
Position 1929: 0.0005778639532978509
