Gene = Gstcd
index = 523
Annotated 5SS: [   246   7250   9787  19926  29260  86266  86438  88162  93001  95660
 105441]
Annotated 3SS: [  6799   9318  19673  29165  86149  86392  88032  92866  95628 105370
 108605]
SMsplice 5SS: [   246   7250   8052  29260  34057  36336  38078  41484  49920  76671
  85766  86438  88162  93001 105441]
SMsplice 3SS: [  7128   7793  29165  33950  36058  37957  41313  49786  76596  85715
  86149  88032  92866 105370 108605]
top_k =  1000
Partition function (log Z): -63.066925229895475

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.9337672588964757
Position 7250: 0.8090068227988636
Position 8052: 0.7487851061537562
Position 15416: 0.4990490158313707
Position 12372: 0.4360361041944395
Position 15194: 0.3329710142157758
Position 7046: 0.2848876863526513
Position 4547: 0.257323255337064
Position 2978: 0.2087788581111766
Position 9787: 0.19507133667523552
Position 11452: 0.15676573056010754
Position 526: 0.11234329175483801
Position 18781: 0.1076194366916143
Position 6950: 0.10129043595386839
Position 3269: 0.09201075894066947
Position 6910: 0.08879570302257743
Position 16169: 0.07758176453538296
Position 16500: 0.07440285293839302
Position 11186: 0.06857288964629284
Position 19926: 0.0659899775507886
Position 6914: 0.0608486120804659
Position 1220: 0.051054188074515144
Position 2936: 0.04992547122480433
Position 500: 0.02914593552860956
Position 6608: 0.02759716062929855
Position 9515: 0.025584290378381627
Position 16184: 0.025400061037247526
Position 11558: 0.02411315621835947
Position 2958: 0.023040593591324314
Position 3595: 0.02185625742407013
Position 907: 0.02070791768356353
Position 6626: 0.01977598589060403
Position 8: 0.016927190076913116
Position 496: 0.01687218331419517
Position 3767: 0.014928077844623858
Position 5129: 0.01386833105256287
Position 6614: 0.013330505786261137
Position 3181: 0.012564682923626367
Position 1573: 0.0111040400034848
Position 12639: 0.010732921518270882
Position 1689: 0.009123915418625733
Position 6939: 0.008956879148046154
Position 2466: 0.00847197265362301
Position 12279: 0.007589705372647745
Position 3549: 0.006554988105342823
Position 2591: 0.005554426482551695
Position 7885: 0.004767234190718295
Position 7825: 0.00466571335396068
Position 311: 0.00414402163103455
Position 3551: 0.003232072553805865
Position 348: 0.0030282021868689056
Position 6270: 0.002882834768742109
Position 3101: 0.002866511813650239
Position 2007: 0.002805301941938732
Position 1843: 0.002711618931828281
Position 7261: 0.0025444160732366354
Position 7103: 0.0020692251500218804
Position 5592: 0.0017945772382355594
Position 2982: 0.0015454292848796323
Position 4204: 0.001497944342038455
Position 6598: 0.0014631103592886133
Position 339: 0.0014588789274081985
Position 3516: 0.001432997651668958
Position 3558: 0.0013530360695684347
Position 452: 0.0013211482813405074
Position 1029: 0.0013186572754468682
Position 1266: 0.0012375146694773795
Position 5813: 0.0011517762424729297
Position 2699: 0.0011259393898548078
Position 8736: 0.0010948285907040273
Position 194: 0.0007965554927483767
Position 6868: 0.0006706636018206561
Position 2835: 0.0006633203864179047
Position 6959: 0.0006604014237654564
Position 407: 0.0006598214954596263
Position 5809: 0.0006162077926906721
Position 662: 0.0006138089019531882
Position 4406: 0.0005342689825822048
Position 53: 0.00045067441169392513
Position 4471: 0.00042351296227414694
Position 5077: 0.00040023196189344957
Position 1321: 0.0003849403026847488
Position 2884: 0.0003721458105854737
Position 649: 0.0003664970607495303
Position 1015: 0.00036012036372192916
Position 141: 0.00028598383073706433
Position 2938: 0.000245949747507414
Position 2057: 0.000127183502646582
Position 2649: 0.0001271342803853984
Position 10964: 6.849286463111076e-05
Position 2895: 5.0338864426503595e-05
Position 270: 4.21117600924527e-05
Position 182: 2.3932903749078433e-05
Position 483: 2.3236174789983078e-05
Position 191: 2.0043066204198503e-05
Position 641: 1.9060561144606852e-05
Position 445: 1.787776941950001e-05
Position 2501: 1.6466818968662937e-05
Position 411: 1.6372377631146383e-05
Position 3215: 1.544011704343205e-05
Position 29: 1.378712939603e-05
Position 971: 1.0890046208059598e-05
Position 56: 7.4130266095915545e-06
Position 152: 6.1616142176061146e-06
Position 533: 5.1296170375225455e-06
Position 1228: 5.012022613986773e-06
Position 111: 3.0873427997102253e-06
Position 1316: 1.7262978345718945e-06
Position 1284: 1.3301331842722373e-06
Position 551: 9.547040466317701e-07
Position 541: 8.334729273389657e-07
Position 1353: 8.248044130393408e-07
Position 371: 6.501304768489655e-07
Position 927: 5.553186312398424e-07
Position 435: 4.094260029475964e-07
Position 615: 1.0791688963423181e-07
Position 748: 8.033559343845552e-08
Position 556: 5.808452130378812e-08
Position 538: 2.588200463533819e-08
Position 544: 1.1177495130645848e-08
Position 536: 8.873444597969608e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 19673: 0.917402772670734
Position 7793: 0.6500440631882791
Position 6799: 0.6385745631990504
Position 7128: 0.5603856667190058
Position 15339: 0.5090506799913784
Position 15098: 0.33388552892162066
Position 12247: 0.26665921914773644
Position 2814: 0.2566969551615503
Position 4394: 0.22681341257818952
Position 11378: 0.16892969380615858
Position 12155: 0.15424954758125348
Position 9680: 0.1256950601546986
Position 18600: 0.11084577762680853
Position 16315: 0.10061697319843106
Position 397: 0.09498664697053576
Position 7133: 0.09417555091824495
Position 16040: 0.08871718333866772
Position 9318: 0.06578309681519925
Position 7100: 0.06541018856507953
Position 6527: 0.058697216952573926
Position 3006: 0.05576964720030675
Position 7903: 0.05516328453355926
Position 11028: 0.05468871238293519
Position 3475: 0.046266703223577656
Position 3139: 0.03677059086389392
Position 20760: 0.03398859298545345
Position 7968: 0.032574555408043784
Position 21168: 0.032001384565335016
