Gene = Dag1
index = 317
Annotated 5SS: [  179 10858 45946]
Annotated 3SS: [10800 45547 54296]
SMsplice 5SS: [  334 10950 45946]
SMsplice 3SS: [10800 45834 54296]
top_k =  1000
Partition function (log Z): -36.63143587854712

Sorted 5' Splice Sites (High to Low Probability):
Position 10950: 0.8839964639778174
Position 334: 0.5225240899539799
Position 17143: 0.37034224036666874
Position 179: 0.2728866373994493
Position 5611: 0.25208883658194836
Position 7620: 0.20930649082570524
Position 478: 0.2086125461050441
Position 12954: 0.15315826518049347
Position 14268: 0.0937607590589794
Position 10858: 0.08486988246144776
Position 21070: 0.058694454362495006
Position 1921: 0.04049776336824786
Position 10149: 0.03977793412028118
Position 12925: 0.038576759619367525
Position 2962: 0.028514259421436306
Position 17473: 0.025592761017726756
Position 17490: 0.023708635578592194
Position 5847: 0.02090814113502404
Position 1505: 0.020674069348690018
Position 15922: 0.01580179055748522
Position 3279: 0.01575509446787044
Position 4035: 0.014578189456599888
Position 9428: 0.012415406679325745
Position 5007: 0.012212973186683346
Position 1809: 0.01155230104873855
Position 1511: 0.010605185028464378
Position 2983: 0.010343259593059215
Position 10125: 0.009279144194820925
Position 16745: 0.007622730630873544
Position 7698: 0.007059333711925112
Position 4765: 0.006932320550146315
Position 2142: 0.006622330369927271
Position 12574: 0.005803884520508463
Position 15926: 0.005652562104615637
Position 11084: 0.003503766962432569
Position 5626: 0.0023216417015748947
Position 6838: 0.0021897080091895873
Position 3996: 0.0021438869905840477
Position 15975: 0.0021034978016555334
Position 245: 0.0007325233341272837
Position 338: 0.0005276261169541677
Position 534: 0.0004981737159619223
Position 1343: 0.0003491941032480088
Position 12020: 0.00027023363896736414
Position 8: 0.00026620852398094005
Position 1416: 0.00019286899753024944
Position 1177: 0.00016060542991472152
Position 639: 0.00014866581981774237
Position 363: 0.00011889462416580459
Position 500: 0.0001068823749950501
Position 837: 0.00010568662189178
Position 687: 8.208309482933459e-05
Position 833: 7.884296605241265e-05
Position 1969: 7.478727905708537e-05
Position 327: 7.14887187639731e-05
Position 1058: 6.927959797470624e-05
Position 853: 4.521306144381455e-05
Position 1677: 3.515637174232415e-05
Position 260: 3.514652985425567e-05
Position 529: 2.8475172379298828e-05
Position 1471: 2.381522731869145e-05
Position 2510: 2.345623731397994e-05
Position 1642: 2.1909386215676478e-05
Position 1219: 2.1489300358509745e-05
Position 1877: 1.7823982734679663e-05
Position 676: 1.669550096769601e-05
Position 2388: 1.6105928280075057e-05
Position 1096: 1.5661828267603295e-05
Position 865: 1.2013137791542802e-05
Position 280: 1.1559168983899816e-05
Position 82: 1.1189842712401257e-05
Position 2987: 1.0735366835840538e-05
Position 1077: 1.072986517039597e-05
Position 114: 1.0341664914538449e-05
Position 122: 1.025744198291222e-05
Position 504: 9.994014857191306e-06
Position 1037: 9.647847352650346e-06
Position 324: 9.381659728256634e-06
Position 183: 9.285999650721804e-06
Position 112: 9.009069086013853e-06
Position 932: 7.742813681421503e-06
Position 2726: 6.810262961146639e-06
Position 777: 6.55242462520914e-06
Position 1782: 6.505384077812902e-06
Position 2527: 6.501931762765473e-06
Position 795: 5.502294682328979e-06
Position 620: 4.738694381561702e-06
Position 2080: 3.780395722552182e-06
Position 663: 3.7484063189207814e-06
Position 1539: 3.212485769530969e-06
Position 3048: 2.6517302354274247e-06
Position 468: 2.3390106067884887e-06
Position 670: 2.2662677827886453e-06
Position 2929: 2.105488884855931e-06
Position 2647: 1.7220141936184727e-06
Position 637: 1.7212338855495407e-06
Position 706: 1.2418322223649987e-06
Position 1595: 1.1678745953672296e-06
Position 1648: 6.617187966549536e-07
Position 89: 5.346422476945785e-07
Position 66: 5.051404070517967e-07
Position 911: 5.01843513785157e-07
Position 3046: 4.260559889187633e-07
Position 900: 3.5733793794265855e-07
Position 1008: 3.515040902859562e-07
Position 271: 2.7935661410816116e-07
Position 769: 2.593629656811585e-07
Position 282: 1.8404014113778797e-07
Position 806: 2.3898322618242354e-10
Position 1183: 1.3331613857205295e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10800: 0.926276670985313
Position 16988: 0.3602371045706048
Position 17598: 0.3260629650651491
Position 21166: 0.2240767763262055
Position 5505: 0.21801423683448012
Position 7491: 0.20696029281350398
Position 12849: 0.2046123798218469
Position 20311: 0.12525534064465432
Position 20934: 0.11885674039382252
Position 14220: 0.11189538584537068
Position 17169: 0.08127129868417388
Position 10047: 0.049430713937371064
Position 1736: 0.04611657092766642
Position 15729: 0.041269945294088506
Position 10816: 0.03956908347139529
Position 5543: 0.03676231670121839
Position 2807: 0.03405246849075116
Position 16638: 0.028300137480138536
Position 16871: 0.02491414675921798
Position 1358: 0.0232698935225127
Position 18532: 0.023014317766233496
Position 18952: 0.015323038026931982
Position 9161: 0.01365657119553561
Position 14651: 0.012870920955683356
Position 12332: 0.012603108031735371
Position 10765: 0.012435420787318748
Position 4849: 0.011589008265298689
Position 18886: 0.010435061836664669
Position 13348: 0.010042400453611443
Position 5740: 0.009518299173571127
Position 18093: 0.009261320221291124
Position 14624: 0.007944085895164455
Position 397: 0.007935895051384092
Position 14676: 0.007779594423263311
Position 3869: 0.007412156930058691
Position 1785: 0.007231880665898718
Position 5755: 0.006812022798991581
Position 3255: 0.006420050262185624
Position 7533: 0.006363430662969886
Position 4680: 0.006168152701499831
Position 13298: 0.005728785236363059
Position 2955: 0.005473577474908076
Position 13611: 0.004374827157362862
Position 5736: 0.003998243537790992
Position 3947: 0.0039150078297277135
Position 14521: 0.003742190615358039
Position 3163: 0.0035441694486274453
Position 12366: 0.0030428711254230525
Position 3095: 0.0028678850933520185
Position 17142: 0.002813843848396466
Position 16355: 0.0022786065467023504
Position 15161: 0.0020935896727190327
Position 7355: 0.0020832762942664257
Position 11387: 0.0019351594257920961
Position 1404: 0.0018821001988653398
Position 1322: 0.0018270792023637834
Position 1950: 0.0017690434836111963
Position 6584: 0.0017669794495551567
Position 12019: 0.0017605412809355177
Position 3819: 0.0016476908993258107
Position 13384: 0.0013712216264424666
Position 11665: 0.0013069463581765453
Position 3775: 0.0012972576239907582
Position 7372: 0.001283456807614963
Position 3200: 0.0011344899482897712
Position 3929: 0.001108462118779864
Position 2016: 0.0009842668410355961
Position 1327: 0.000984141391611504
Position 1967: 0.0008349593360471716
Position 2823: 0.000787866767433666
Position 3824: 0.0007036938286654486
Position 6517: 0.0006973804666184428
Position 4795: 0.0006479152618295669
Position 1823: 0.0006471740283444969
Position 1409: 0.0006403557474433117
Position 11581: 0.0006245937303352424
Position 11858: 0.0006155187379820109
Position 13641: 0.0006002587100436381
Position 1312: 0.0005936524445891066
Position 1379: 0.00046918587436876224
Position 1230: 0.0004647329957697201
Position 10427: 0.00046006697252117657
Position 13833: 0.0004275884871383487
Position 11683: 0.0004174394922156257
Position 5784: 0.00039515825772682323
Position 3884: 0.0003914120230714077
Position 4647: 0.00037764473282518666
Position 6030: 0.00037267880845254155
Position 2803: 0.00035985180906339604
Position 4658: 0.00035552760026787307
Position 10970: 0.00030191654600303234
Position 1894: 0.0002566785172001394
Position 1300: 0.00024875718399902224
Position 13171: 0.00023099882755414695
Position 11123: 0.00022613398180807703
Position 6309: 0.000220264343396371
Position 3959: 0.00021684787107001505
Position 12902: 0.0002125179762066924
Position 11075: 0.00021091088727030974
Position 2083: 0.00020710245088622443
Position 3068: 0.00020226351225576032
Position 1974: 0.00019546411322822956
Position 2062: 0.0001930978797572687
Position 297: 0.0001885865111850115
Position 1333: 0.00018006022476618026
Position 1680: 0.00017998853326145576
Position 1387: 0.00017405546540540795
Position 11697: 0.0001648715789058275
Position 833: 0.00015627539001421902
Position 11199: 0.00015071453691335062
Position 406: 0.00014772731289415295
Position 2874: 0.00014430557900992077
Position 2003: 9.904436255104024e-05
Position 1750: 9.524705206819663e-05
Position 2914: 7.35945117756172e-05
Position 7918: 4.609367625659601e-05
Position 11431: 4.3675298673069916e-05
Position 300: 4.282218332954249e-05
Position 4864: 4.144865189151162e-05
Position 3071: 4.1176914715407334e-05
Position 11854: 3.9665619259708874e-05
Position 9658: 3.769540618786986e-05
Position 7022: 3.668054661123577e-05
Position 11152: 3.616690375569936e-05
Position 2444: 3.4317499251808674e-05
Position 4481: 3.3776067516719845e-05
Position 3976: 2.6064478602489224e-05
Position 4022: 2.251364084482601e-05
Position 2526: 1.9679311822233293e-05
Position 3278: 1.8913610243319096e-05
Position 1135: 1.684083683681069e-05
Position 1274: 1.534604981137579e-05
Position 1298: 1.416012512471834e-05
Position 537: 1.1609492744484877e-05
Position 2297: 1.1441493415875769e-05
Position 3328: 1.117146953173149e-05
Position 887: 1.0677733316373358e-05
Position 2022: 1.0444449480688955e-05
Position 1195: 9.592884655518241e-06
Position 1431: 9.245140359503434e-06
Position 852: 7.655177054864141e-06
Position 759: 7.421188024038517e-06
Position 2088: 7.287977308769434e-06
Position 3549: 6.199183370580502e-06
Position 6480: 5.191197854751531e-06
Position 1504: 4.86351087250401e-06
Position 4323: 3.6252879437851083e-06
Position 6899: 3.5898828403213026e-06
Position 1595: 3.574160891128897e-06
Position 932: 3.529590935078844e-06
Position 997: 3.5037658811591287e-06
Position 3302: 3.2113878561298187e-06
Position 2385: 3.0651746739166152e-06
Position 1294: 2.7617392271892063e-06
Position 1067: 2.6182735515768996e-06
Position 2346: 2.548724145269171e-06
Position 1251: 1.888487152093062e-06
Position 5103: 1.8695789643638968e-06
Position 2663: 1.8249997565316418e-06
Position 1088: 1.7099867339886458e-06
Position 2262: 1.6836807018643944e-06
Position 1167: 1.5376297902796254e-06
Position 1048: 1.3462346394336249e-06
Position 2273: 1.2495195033216086e-06
Position 511: 1.1438917782853466e-06
Position 5181: 1.0460202258106946e-06
Position 482: 1.021540836748794e-06
Position 909: 1.0080379816546882e-06
Position 4768: 8.898875482566684e-07
Position 543: 8.241188958916784e-07
Position 2632: 8.129123822298955e-07
Position 1212: 7.99748790558098e-07
Position 271: 7.472201874519941e-07
Position 1457: 7.454312135424085e-07
Position 1093: 7.009148442544946e-07
Position 2509: 6.774993932650958e-07
Position 1553: 6.45347197409997e-07
Position 1912: 6.40712802814081e-07
Position 1832: 6.309074044756177e-07
Position 580: 5.597671781888639e-07
Position 2838: 5.20522916671542e-07
Position 1208: 4.97152993702892e-07
Position 1792: 4.930157961167263e-07
Position 260: 4.7584596649396473e-07
Position 1467: 4.719548991056266e-07
Position 1532: 3.918480068360771e-07
Position 1023: 3.8031870982303103e-07
Position 721: 3.502017334026237e-07
Position 1008: 3.304029075958411e-07
Position 1438: 2.7717166024401047e-07
Position 2027: 2.4176097886748283e-07
Position 338: 2.1231039463989408e-07
Position 248: 2.0491610426201012e-07
Position 1528: 1.9807454328500646e-07
Position 1508: 1.9740857249436363e-07
Position 1642: 1.8535216086480375e-07
Position 994: 1.5061411337672737e-07
Position 1920: 1.3307893698769947e-07
Position 2056: 1.3263498617728227e-07
Position 1854: 1.272541773527346e-07
Position 5689: 1.0962418488258621e-07
Position 1214: 9.887506757274467e-08
Position 1028: 9.241776125126223e-08
Position 670: 8.98104214502136e-08
Position 1628: 6.726142274072844e-08
Position 1163: 5.3274113071149647e-08
Position 1077: 4.8251597619935746e-08
Position 1142: 4.552480461720753e-08
Position 911: 2.4890084669645594e-08
Position 687: 2.1509339649501055e-08
Position 485: 1.8381277558483964e-08
Position 239: 9.447476073128575e-12
Position 118: 5.267820384373158e-12
Position 2110: 1.4820500022705808e-12
Position 196: 8.711192797473267e-13
Position 129: 7.094558876818755e-13
Position 82: 1.2061579205266809e-13
