Gene = Tpp1
index = 1135
Annotated 5SS: [  65  254  646 2056 2376 2699 3011 3353 3654 4577 4849 5293]
Annotated 3SS: [ 181  505 1904 2247 2522 2811 3163 3583 4455 4689 5166 5462]
SMsplice 5SS: [  65  254 2056 2699 3654 5463]
SMsplice 3SS: [ 181 1904 2559 3583 5258 5881]
top_k =  1000
Partition function (log Z): 6.167565580483473

Sorted 5' Splice Sites (High to Low Probability):
Position 2056: 0.9311529296190975
Position 3654: 0.9008804278499448
Position 65: 0.8981970711072409
Position 2699: 0.8541955992934296
Position 254: 0.8356239374358732
Position 4849: 0.7238877075905318
Position 3353: 0.5080934607491919
Position 5463: 0.39545069042777453
Position 4614: 0.37379762382379517
Position 5293: 0.36718171599362004
Position 4577: 0.3457699072633778
Position 2376: 0.23204711092963762
Position 6014: 0.1338707302049296
Position 276: 0.12184022749762488
Position 78: 0.08673997200440355
Position 2582: 0.08612937065996777
Position 4192: 0.061938574253818934
Position 728: 0.05324239283270342
Position 646: 0.05116887622192937
Position 6638: 0.05036028780605264
Position 609: 0.04864637676303008
Position 3011: 0.042468935570733404
Position 1447: 0.03583128729089471
Position 7148: 0.03259262980153356
Position 2323: 0.03063362643012296
Position 5790: 0.026112216007936558
Position 5992: 0.024108780618844014
Position 3244: 0.019581913493291272
Position 2473: 0.01929732283421953
Position 5551: 0.018192229726915136
Position 2414: 0.016407886392157654
Position 5405: 0.014805389267024214
Position 3758: 0.014092556449331075
Position 2157: 0.009732846673143478
Position 2063: 0.008459519468654192
Position 1610: 0.0077127453242351015
Position 3002: 0.006624594648086174
Position 2489: 0.005922443817101587
Position 711: 0.005660589370194138
Position 5938: 0.00529853173211705
Position 868: 0.005045528816439842
Position 4807: 0.004806992445929563
Position 5509: 0.004674377118023478
Position 4607: 0.004102656710657929
Position 1713: 0.003975063356658854
Position 5971: 0.003969448050518351
Position 3811: 0.0038752387368975526
Position 5909: 0.0037808140405886687
Position 4621: 0.003500402139089826
Position 2400: 0.003365155505678664
Position 669: 0.00333696195753072
Position 87: 0.0033218868621893113
Position 5348: 0.0029297689834023363
Position 7233: 0.0028976903342831737
Position 3467: 0.002641395793896935
Position 3496: 0.002561991117016225
Position 2975: 0.0022867448333888474
Position 3519: 0.0022505001297887404
Position 5642: 0.0021855729605222344
Position 620: 0.002160993219706121
Position 2480: 0.001996767047350393
Position 3931: 0.0018077380127809468
Position 618: 0.0014939685788475578
Position 1458: 0.001487442302924958
Position 248: 0.0014458651946005795
Position 700: 0.0013563084122221191
Position 2015: 0.001117152359774119
Position 6656: 0.0010337535712496492
Position 2390: 0.0010005264007485882
Position 1047: 0.0009066569485223568
Position 4223: 0.0008394055350310979
