Gene = Eef1akmt2
index = 362
Annotated 5SS: [  175  1248  2079 15574 21314]
Annotated 3SS: [ 1181  1963 15465 21096 24790]
SMsplice 5SS: [  175 15574]
SMsplice 3SS: [15465 24790]
top_k =  1000
Partition function (log Z): -12.219266582901767

Sorted 5' Splice Sites (High to Low Probability):
Position 15574: 0.9728824206010858
Position 175: 0.7611773248276809
Position 2083: 0.35449865350050347
Position 17270: 0.32452907967870687
Position 21314: 0.3157959188336367
Position 21213: 0.30313348653939887
Position 4807: 0.2919006666795686
Position 1248: 0.26573908755705244
Position 193: 0.2105169981442836
Position 10406: 0.17233846818462467
Position 20116: 0.145521825542048
Position 3558: 0.07409225018236872
Position 15816: 0.05032060709282957
Position 23302: 0.0400254181143464
Position 21924: 0.03351722987385429
Position 1896: 0.018021171854462413
Position 1884: 0.015979277917835145
Position 2079: 0.013658947082238119
Position 510: 0.012229048749104375
Position 2059: 0.006409487907304075
Position 462: 0.006363303037223843
Position 24971: 0.0055305573666944545
Position 2092: 0.0032208886760475065
Position 2174: 0.0026693713375554318
Position 7155: 0.0017371547789455514
Position 16351: 0.0016304225418214088
Position 93: 0.0015543232770740725
Position 16347: 0.001475225846538268
Position 126: 0.0011394397010479084
Position 2070: 0.0008555037702473394
Position 7163: 0.0007998256446441062
Position 350: 0.0007577091173281206
Position 8749: 0.0007469002201761543
Position 151: 0.000690399491239748
Position 356: 0.0006899073441884387
Position 6: 0.0005558509915045709
Position 1640: 0.0005081514448413201
Position 3308: 0.0004026278043109915
Position 1964: 0.00029422355226403944
Position 3109: 0.00028988729287763324
Position 3356: 0.00027883533897981845
Position 442: 0.00023674205106799883
Position 146: 0.00015649351401038374
Position 981: 0.00015538356139239154
Position 3970: 0.00015247574564395083
Position 2061: 0.0001445707350818774
Position 2694: 0.00014342084036407824
Position 6093: 0.00012752610829812292
Position 362: 9.239621323092647e-05
Position 1274: 8.851670026993272e-05
Position 1280: 8.809003220122821e-05
Position 1278: 8.211597909602972e-05
Position 787: 8.030759145505865e-05
Position 1821: 7.83072777506476e-05
Position 1726: 7.575623839607569e-05
Position 1879: 7.052557652127125e-05
Position 101: 6.840662961724881e-05
Position 179: 6.283986753323655e-05
Position 1766: 6.253814871579179e-05
Position 969: 5.661305116011895e-05
Position 1762: 4.4190515816794024e-05
Position 852: 4.025353780351612e-05
Position 181: 3.99968792620912e-05
Position 428: 3.543256877232126e-05
Position 6014: 3.521803892149378e-05
Position 1252: 2.5294230746519943e-05
Position 1088: 2.1647565879511084e-05
Position 275: 1.8979142935760435e-05
Position 975: 1.7648151238290095e-05
Position 516: 1.7469306321928304e-05
Position 2869: 1.5507846457647422e-05
Position 98: 1.3275436525093171e-05
Position 1835: 1.2927412024269866e-05
Position 1852: 1.0228105770365344e-05
Position 1713: 1.0150088450963275e-05
Position 946: 8.448152260749674e-06
Position 740: 7.406748156459571e-06
Position 1268: 7.1814431866781415e-06
Position 10894: 5.856827427659515e-06
Position 1296: 4.785595636549264e-06
Position 2034: 4.412748124472693e-06
Position 1707: 4.3273327049634095e-06
Position 272: 4.320257641584707e-06
Position 1743: 4.240956197331245e-06
Position 1920: 3.996564743347929e-06
Position 570: 3.513339296321538e-06
Position 203: 3.49800833660331e-06
Position 2498: 3.0801445143058702e-06
Position 864: 2.8839694026629617e-06
Position 1860: 2.2596002782098116e-06
Position 944: 1.8404828882149348e-06
Position 1442: 1.6410723613494626e-06
Position 1359: 1.5846874973366476e-06
Position 1677: 1.1864246351559806e-06
Position 465: 1.0333284622906543e-06
Position 1139: 1.0105978811852886e-06
Position 1693: 9.6024144873032e-07
Position 1730: 6.978496916093937e-07
Position 1782: 6.879417697910186e-07
Position 1272: 6.503278849747044e-07
Position 34: 3.949571510000952e-09
Position 354: 2.646085996647734e-10
Position 1085: 9.861786836595418e-11
Position 956: 6.772964504322298e-11
Position 396: 1.1379875257609693e-11
Position 674: 5.308285066801853e-12
Position 1997: 5.414981057623414e-13
Position 1978: 1.598429601049321e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15465: 0.973503587519057
Position 24790: 0.7654377146543048
Position 21096: 0.67588642656171
Position 17073: 0.37855861745741726
Position 1963: 0.37471957704771086
Position 1181: 0.20401929220737777
Position 4731: 0.19262144006106796
Position 10260: 0.17234078083779558
Position 19986: 0.15006511926253577
Position 23141: 0.11569624624698274
Position 4572: 0.08316181900813474
Position 3457: 0.05722361676373474
Position 21786: 0.045613553130034505
Position 1818: 0.03425924041576133
Position 1081: 0.02809874881463996
Position 15710: 0.02673936989995395
Position 15745: 0.02608517740883203
Position 1027: 0.013203789749163823
Position 21516: 0.00999155270750022
Position 1135: 0.007218890313221915
Position 17269: 0.006152016311780137
Position 4735: 0.006087831034073626
Position 25156: 0.0055305573666944744
Position 4602: 0.004429270355255632
Position 3264: 0.00429184992303926
Position 3504: 0.004041370719296859
Position 16643: 0.003791809838811864
Position 1150: 0.0034376431656023116
Position 16165: 0.0033972473282912917
Position 1636: 0.0033665561867252287
Position 3198: 0.0033050366533791155
Position 1871: 0.003078406701920653
Position 936: 0.003072484937422362
Position 21342: 0.0028380586921431406
Position 7049: 0.0025497321363124326
Position 3355: 0.00207121631470603
Position 4697: 0.0016222180429334002
Position 3516: 0.001616650618882607
Position 17991: 0.0012690013851325498
Position 4776: 0.001098392853054727
Position 1092: 0.0010423325271760203
Position 3405: 0.0009371760788349368
Position 4634: 0.0008787962093303751
Position 17732: 0.0008704094977175727
Position 4525: 0.0008392851883303882
Position 4638: 0.000794938306294029
Position 17517: 0.0007084527244624744
Position 3428: 0.0006962533682657976
Position 8629: 0.000678174166327889
Position 3307: 0.0005143347291814809
Position 1139: 0.0004725216403828262
Position 16818: 0.00042700643302164416
Position 16455: 0.00040429962240687403
Position 836: 0.0003992596163549615
Position 16402: 0.00039463651260201245
Position 4767: 0.0003793373394802083
Position 1820: 0.00033191568817130044
Position 1613: 0.0002767007379366441
Position 1204: 0.00025882168738365017
Position 11127: 0.0002384707360624403
Position 2006: 0.0002352092856423981
Position 1237: 0.00022258854615242777
Position 814: 0.00021394137709878207
Position 437: 0.00021228198526909484
Position 284: 0.0001954256374659381
Position 416: 0.0001909313171397383
Position 1200: 0.00016423801269059845
Position 264: 0.00015060826684022574
Position 15765: 0.00014505484675661126
Position 16912: 0.00013265663029921255
Position 5946: 0.00012394023268018337
Position 1534: 0.00011396243739436503
Position 8576: 9.793231883768263e-05
Position 423: 9.746907521319152e-05
Position 2981: 8.480626929753323e-05
Position 2778: 8.136155623162795e-05
Position 1482: 7.726870441664121e-05
Position 16146: 6.969378119675816e-05
Position 2399: 6.334763966956604e-05
Position 3865: 5.938923063247065e-05
Position 1569: 5.878885362273579e-05
Position 3767: 5.870002366956612e-05
Position 3236: 5.6557926244620385e-05
Position 8130: 4.7250003989185416e-05
Position 2617: 4.080207266025018e-05
Position 3467: 3.9113768226202084e-05
Position 1202: 3.753518490164094e-05
Position 3024: 3.297756559913284e-05
Position 11755: 3.2516873769958885e-05
Position 3056: 3.195544743427807e-05
Position 760: 2.977456384582039e-05
Position 359: 2.97012970888525e-05
Position 1586: 2.7556385259434044e-05
Position 6327: 2.6491289029567906e-05
Position 1737: 2.626966905927368e-05
Position 5910: 2.5956511222350128e-05
Position 1436: 2.3692357768666116e-05
Position 1826: 2.1751377644701093e-05
Position 1095: 1.925706299211893e-05
Position 1441: 1.8305838694704545e-05
Position 951: 1.8075183746231486e-05
Position 2738: 1.731008915260277e-05
