Gene = Mtif3
index = 722
Annotated 5SS: [  74 4961 6999]
Annotated 3SS: [4508 6840 7969]
SMsplice 5SS: [  63 6999]
SMsplice 3SS: [ 6840 12030]
top_k =  1000
Partition function (log Z): -6.238804868129275

Sorted 5' Splice Sites (High to Low Probability):
Position 6999: 0.89959392061644
Position 63: 0.6958788950521969
Position 565: 0.531735035732361
Position 5856: 0.48165996535391364
Position 6077: 0.4051885904944786
Position 4961: 0.3512261093498967
Position 74: 0.22284752941706448
Position 6545: 0.19401764330894689
Position 9019: 0.18014354635496635
Position 7813: 0.1646599557984296
Position 5448: 0.09425100924990033
Position 5715: 0.06943783366654835
Position 20: 0.06508669033351433
Position 3937: 0.06233933515641632
Position 6178: 0.05464134779832669
Position 11179: 0.04350521257555925
Position 10767: 0.04043362466898326
Position 675: 0.029290116122487293
Position 8535: 0.025530758778802745
Position 8260: 0.01883928266003369
Position 7630: 0.017919312919156837
Position 283: 0.015745145470286243
Position 10154: 0.014738093964063071
Position 6124: 0.012591462973071472
Position 2960: 0.011432400875147122
Position 5764: 0.009554370305170022
Position 4667: 0.008441418500983879
Position 9864: 0.00786827714079081
Position 6443: 0.006949900847725183
Position 9888: 0.006624868677701288
Position 327: 0.006564659042535564
Position 10554: 0.00582047191278403
Position 1849: 0.005541745176770498
Position 5419: 0.005284231241709345
Position 99: 0.004341073394048874
Position 4694: 0.003910340693623935
Position 8750: 0.003663336841213975
Position 3474: 0.0030480888951834387
Position 5367: 0.0028271642191104443
Position 353: 0.0025990157567128283
Position 5926: 0.0022152584687323913
Position 8184: 0.0009750404486164714
Position 244: 0.0008843448708437935
Position 2181: 0.00080269301441775
Position 3055: 0.0006086662638105507
Position 230: 0.0005719519242187242
Position 8264: 0.0005615035923641096
Position 8782: 0.00043109703535572537
Position 8062: 0.0004089548497489722
Position 7856: 0.00034409618473556485
Position 7118: 0.00023634201108250732
Position 7381: 0.0002008525195764151
Position 7315: 0.00016431717769871084
Position 5182: 0.00016245544534938442
Position 2568: 0.0001570067148322747
Position 4407: 0.00015354053044137124
Position 321: 0.000102473760759584
Position 1568: 8.545455716344274e-05
Position 291: 8.383483668263596e-05
Position 7767: 7.844835165087969e-05
Position 238: 6.318693797315345e-05
Position 8188: 5.814856480191836e-05
Position 242: 3.696772154817997e-05
Position 3015: 3.679634613006043e-05
Position 335: 2.9863138977462603e-05
Position 1619: 2.8834011304878846e-05
Position 2617: 2.5209678413370462e-05
Position 359: 2.3780391427568448e-05
Position 715: 2.11939110524141e-05
Position 333: 2.015276454945562e-05
Position 188: 1.5257073660302944e-05
Position 311: 1.4723669183969277e-05
Position 178: 1.4120134814101077e-05
Position 8180: 1.3456643492487632e-05
Position 111: 6.443146178812597e-06
Position 149: 6.205028124755519e-06
Position 1716: 5.37686878470677e-06
Position 154: 3.8992039473088146e-06
Position 2771: 3.3251233863026458e-06
Position 648: 3.0468668490931363e-06
Position 445: 2.866728228768952e-06
Position 406: 2.555843741730501e-06
Position 696: 1.7970925794580161e-06
Position 2518: 1.7918311410959855e-06
Position 1680: 1.5006302985505715e-06
Position 1865: 1.1922716915097155e-06
Position 1853: 1.0639044675618133e-06
Position 127: 9.465915654099096e-07
Position 34: 6.510606414440562e-07
Position 14: 5.022441592608257e-07
Position 143: 3.890656977530025e-07
Position 392: 3.342167089953409e-07
Position 428: 9.116377736389677e-08
Position 498: 7.0485292970616944e-09
Position 453: 4.6786117244177045e-09
Position 1421: 2.4591220487207337e-09
Position 531: 2.6081922817980142e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 6840: 0.7594541929709697
Position 5795: 0.38545834598433126
Position 6005: 0.3821015375453464
Position 404: 0.32929320848314736
Position 12030: 0.3027743823828622
Position 4743: 0.24549784729198681
Position 7714: 0.2110984022579514
Position 8866: 0.18269369159012017
Position 10505: 0.17415237622054636
Position 5498: 0.16206508666141048
Position 6250: 0.13070172045392786
Position 8359: 0.11598023911885331
Position 472: 0.11538106426336346
Position 7969: 0.10676000145783804
Position 11012: 0.08192583299355796
Position 10553: 0.07249935787901875
Position 6887: 0.07182162666112327
Position 6760: 0.07071297797834303
Position 498: 0.06089291104588708
Position 8898: 0.054455151228760885
Position 5270: 0.051143058684620525
Position 5955: 0.03925642263184203
Position 5287: 0.038776694936328966
Position 3863: 0.038660997957226446
Position 6400: 0.037734485130559194
Position 10073: 0.03265406591676669
Position 5518: 0.030491923618220226
Position 11802: 0.027364625817839126
Position 4508: 0.022775892175231162
Position 448: 0.020671839253381435
Position 535: 0.019576193302799645
Position 4810: 0.019327228986729644
Position 132: 0.01893205468354067
Position 4779: 0.016900786572523346
Position 8704: 0.01617806377841071
Position 6209: 0.015743701371323252
Position 9640: 0.015526287664751993
Position 8915: 0.013986112998033472
Position 6385: 0.013911495333830999
Position 6056: 0.011754626289008396
Position 10666: 0.011555900563888555
Position 5328: 0.011072410652752494
Position 4641: 0.010955408854337321
Position 9732: 0.009972584076405906
Position 5914: 0.00976701819511091
Position 10908: 0.009612614998503632
Position 7467: 0.009569545634536016
Position 4574: 0.00952380007127641
Position 4905: 0.008507105370896006
Position 6098: 0.008285731990370021
Position 3797: 0.00820049181513796
Position 4836: 0.008195022265786975
Position 10609: 0.007868552844217686
Position 8423: 0.007810964497039688
Position 4692: 0.007433859407300533
Position 4854: 0.0071604940288678455
Position 2770: 0.00622360654689876
Position 3636: 0.005934324184012563
