Gene = Ndufb3
index = 737
Annotated 5SS: [ 287 4866]
Annotated 3SS: [4705 9264]
SMsplice 5SS: [ 287 4473 4866]
SMsplice 3SS: [4355 4705 9264]
top_k =  1000
Partition function (log Z): -2.275023677702949

Sorted 5' Splice Sites (High to Low Probability):
Position 4866: 0.9974517575492171
Position 287: 0.7721094597508861
Position 4473: 0.6997917245195044
Position 7293: 0.1455748856622753
Position 1345: 0.13493839038074365
Position 242: 0.0861701725181269
Position 271: 0.08596027982310289
Position 3854: 0.06940177865497124
Position 6487: 0.025247228843650417
Position 428: 0.024762601120776925
Position 2769: 0.021882632131058875
Position 570: 0.02014104150451614
Position 4059: 0.019754817213375006
Position 8270: 0.0168945737747055
Position 955: 0.016428414612530234
Position 196: 0.015791506953395852
Position 2975: 0.012414027157058072
Position 247: 0.010505154422492998
Position 1083: 0.008841878847899127
Position 8703: 0.005294309196600809
Position 3980: 0.005046565272903683
Position 1672: 0.0048898784902701616
Position 6968: 0.0041001136272010765
Position 945: 0.004045001285097951
Position 7891: 0.00359949686349887
Position 8983: 0.0033122865577400037
Position 229: 0.0032793099583840295
Position 1375: 0.0029594355137720274
Position 1304: 0.002759288947846492
Position 650: 0.0027239983882731693
Position 6665: 0.0023751317777976227
Position 218: 0.002314935095087411
Position 5609: 0.0019316263910785522
Position 759: 0.0016908374000437693
Position 7285: 0.0016110405244928305
Position 5581: 0.0015522574671750558
Position 1394: 0.0015508936848779614
Position 6910: 0.0015021334519733259
Position 6782: 0.0014911134747115432
Position 8661: 0.0013869537775978377
Position 6953: 0.0012774492049619124
Position 4819: 0.001137965619980553
Position 7551: 0.00094665428520038
Position 8632: 0.0008791278161388216
Position 4355: 0.0008570943027358664
Position 7897: 0.0008079243140497927
Position 9176: 0.0007806330774206883
Position 4485: 0.0007574480419501151
Position 7578: 0.0007012636001015503
Position 90: 0.0006834578989688371
Position 4429: 0.0006815856458068122
Position 4760: 0.0006750047657238243
Position 8639: 0.0006452198522032586
Position 8224: 0.0004762100778302891
Position 222: 0.0004644356801333367
Position 232: 0.0004471848523759746
Position 6735: 0.00044545387776133265
Position 8161: 0.0004388250286609513
Position 8587: 0.00043262719915360343
Position 978: 0.00041408709585923976
Position 7679: 0.00039258212883891907
Position 6982: 0.00035578271701306347
Position 7116: 0.0003490715214601074
Position 2934: 0.00033780439198416266
Position 159: 0.0003291099272524473
Position 8751: 0.00029599058919547354
Position 9320: 0.0002939506106443515
Position 3459: 0.00028649582179485043
Position 1165: 0.00027612582215412104
Position 5265: 0.0002605591177928448
Position 3929: 0.0002542172668464291
Position 303: 0.00022416737600471163
Position 8621: 0.0002186223604630676
Position 7602: 0.00021842231924036704
Position 6669: 0.0002057629140286149
Position 4377: 0.00019803631380984203
Position 528: 0.00019556633680293102
Position 169: 0.00017332471964869812
Position 5146: 0.0001651685266813177
Position 5137: 0.00015867210500746328
Position 6085: 0.00014020586677589627
Position 1813: 0.00013267899930191574
Position 5114: 0.00012292140001791445
Position 259: 0.0001184562845043973
Position 8846: 0.00011324178256647233
Position 6280: 0.00011265756568209734
Position 92: 0.00011121246982383133
Position 5730: 0.0001057855994295682
Position 6996: 0.00010031421275541787
Position 4511: 9.995895050680019e-05
Position 2604: 9.251563278348025e-05
Position 9485: 9.062878375419712e-05
Position 8235: 8.715792000978624e-05
Position 137: 8.018291939509367e-05
Position 5993: 7.928721611135893e-05
Position 1360: 7.728733463670907e-05
Position 5091: 7.543793900826823e-05
Position 481: 6.838271501711085e-05
Position 3396: 6.552675121230143e-05
Position 6401: 6.526178405259466e-05
Position 3870: 5.296698079367302e-05
Position 2534: 5.292570186720669e-05
Position 2017: 5.2192644424108996e-05
Position 2555: 4.880720850936014e-05
Position 1038: 4.80507379026447e-05
Position 444: 4.3904451843724706e-05
Position 1662: 3.926786097961902e-05
Position 1599: 2.8813421588219925e-05
Position 13: 2.7685601197549155e-05
Position 1025: 2.5594476206733913e-05
Position 2571: 2.259713357397526e-05
Position 261: 1.6530341652785198e-05
Position 655: 1.6048256016070383e-05
Position 126: 1.5742799896159925e-05
Position 554: 9.822462604793771e-06
Position 282: 9.491513883422998e-06
Position 193: 7.598866156829268e-06
Position 797: 7.383739560366318e-06
Position 463: 5.047402775530392e-06
Position 43: 4.069143932804766e-06
Position 557: 3.166889173422616e-06
Position 949: 3.019180080847724e-06
Position 776: 1.7514500347968713e-06
Position 625: 1.7118699299544257e-06
Position 692: 1.6239749306999492e-06
Position 6016: 1.4562584241218752e-06
Position 6080: 1.4034839408104644e-06
Position 500: 9.7829645142356e-07
Position 768: 9.577712741679935e-07
Position 641: 8.038340517792023e-07
Position 6437: 5.965012944913467e-07
Position 6505: 5.692533375718187e-07
Position 6726: 5.626994716304782e-07
Position 684: 4.916441853985373e-07
Position 672: 4.4138624619196773e-07
Position 484: 3.9558293431626665e-07
Position 706: 3.8505640773348233e-07
Position 7278: 3.6411240576791714e-07
Position 6656: 3.359620182205444e-07
Position 670: 3.000823958870142e-07
Position 356: 2.6870578844114195e-07
Position 442: 1.4475633192452827e-07
Position 5149: 1.309567743480579e-07
Position 5102: 9.96807038641762e-08
Position 140: 4.799497368166399e-08
Position 5199: 4.423023916928375e-08
Position 5183: 3.986896962876514e-08
Position 4940: 3.099716385248754e-08
Position 4875: 1.9464122327678594e-08
Position 1981: 1.020691950381248e-08
Position 908: 9.269509446108234e-09
Position 806: 8.137141464465046e-09
Position 870: 1.2289420008474142e-09
Position 4885: 6.108065362037689e-10
