Gene = Aimp2
index = 105
Annotated 5SS: [ 259 3291 5275]
Annotated 3SS: [3083 5042 6648]
SMsplice 5SS: [ 259 3897]
SMsplice 3SS: [3823 6648]
top_k =  1000
Partition function (log Z): -6.018368509076808

Sorted 5' Splice Sites (High to Low Probability):
Position 3897: 0.8260265701363076
Position 259: 0.7873784992556713
Position 3291: 0.534964482493016
Position 5275: 0.271859213217577
Position 139: 0.21101179033050918
Position 1960: 0.1263217352376566
Position 5409: 0.0916960936833872
Position 965: 0.0473556060085984
Position 4859: 0.03818744163960123
Position 4979: 0.02618488663203631
Position 5315: 0.019951090053912785
Position 1927: 0.01938488203858794
Position 61: 0.018192223613687192
Position 523: 0.01780252791935022
Position 283: 0.011665186533207073
Position 5240: 0.011026898404032823
Position 1851: 0.008894119446675773
Position 718: 0.008364923082531029
Position 2619: 0.007949615955764695
Position 1870: 0.007862278214233952
Position 2463: 0.007546476789692378
Position 4795: 0.0070146923618730084
Position 5201: 0.005056026923531185
Position 5359: 0.00479654537700798
Position 1456: 0.0038769894315144595
Position 6718: 0.003770435474849331
Position 1779: 0.0031801397511973394
Position 3602: 0.0028516904489328918
Position 4535: 0.0027272758324368707
Position 3213: 0.002462781392722782
Position 4849: 0.002178390587460243
Position 5926: 0.0018737374763151677
Position 5914: 0.0012067857927501168
Position 1123: 0.0011763489568617576
Position 5142: 0.0010256217497475858
Position 1848: 0.0010155831539079767
Position 3597: 0.0009858710137900725
Position 6415: 0.0009420890717994285
Position 2534: 0.0007605348955982822
Position 848: 0.0007033384717010311
Position 3358: 0.0006980549264300208
Position 4869: 0.000697535396842848
Position 5953: 0.0006023909901888813
Position 6882: 0.000582981540838217
Position 1795: 0.0005661994293351645
Position 1116: 0.0005211970878795144
Position 5281: 0.0005084430179458097
Position 1373: 0.0004888456304329042
Position 3934: 0.0004884406308862584
Position 4819: 0.00046573050780691346
Position 2874: 0.00045557765435073785
Position 6820: 0.00043483840990457404
Position 296: 0.00040970372840459107
Position 388: 0.00035070878712176694
Position 573: 0.0003461634002986744
Position 456: 0.0002892929023307833
Position 1931: 0.0002844521614630213
Position 531: 0.00026175121299971943
Position 613: 0.00026093279271609905
Position 71: 0.0002593312339363071
Position 4019: 0.00023955430792329928
Position 1867: 0.0002217622046222926
Position 5181: 0.00020775241587272508
Position 4778: 0.00019679550800246433
Position 6920: 0.00019541600704808316
Position 2735: 0.0001812608469237106
Position 4873: 0.00016319550556278802
Position 508: 0.0001577446660139373
Position 2882: 0.0001570333099957063
Position 3998: 0.00014627301924443386
Position 4862: 0.0001447041998059995
Position 33: 0.00014337625596421683
Position 4740: 0.0001384271442780561
Position 2044: 0.00012259553182426567
Position 4800: 0.00012111788588576238
Position 4517: 0.00012099568015764547
Position 2863: 0.00011974085496777717
Position 2755: 0.00011859643595146505
Position 2846: 0.00010303008669254779
Position 4713: 9.279057437571085e-05
Position 668: 6.39456574846233e-05
Position 975: 4.53326068852136e-05
Position 4409: 4.0481583579379876e-05
Position 267: 3.842768547079156e-05
Position 420: 3.569531876857807e-05
Position 1108: 3.2822188331051544e-05
Position 1411: 2.8426397014692703e-05
Position 253: 2.3572316581259438e-05
Position 893: 2.02043167463194e-05
Position 132: 1.9529577627923004e-05
Position 211: 1.8406885703685744e-05
Position 195: 1.7393127241015526e-05
Position 764: 1.6375263514166727e-05
Position 371: 1.471130329978276e-05
Position 90: 1.4356447104904414e-05
Position 365: 1.2825784510879438e-05
Position 175: 1.0871113941265998e-05
Position 1610: 1.0360899844396788e-05
Position 54: 9.669896760415691e-06
Position 84: 8.663166299556767e-06
Position 536: 8.448485598810494e-06
Position 1125: 8.231731431879681e-06
Position 329: 7.999581152159777e-06
Position 618: 7.4468148951583654e-06
Position 1353: 6.958328671875987e-06
Position 1588: 6.908002985725953e-06
Position 115: 6.871008889494246e-06
Position 987: 5.358290169314637e-06
Position 553: 4.360149155558957e-06
Position 969: 4.177138610558766e-06
Position 933: 4.103718076728493e-06
Position 655: 3.6483316704478146e-06
Position 722: 3.5627273947664944e-06
Position 950: 3.4677408753905893e-06
Position 5128: 2.225215299840546e-06
Position 4265: 1.762461324848041e-06
Position 6080: 1.7008723590288892e-06
Position 2145: 1.368981441830823e-06
Position 2022: 1.0292118358155181e-06
Position 6194: 8.421603891353821e-07
Position 1924: 5.589460739166666e-07
Position 588: 5.15969974113455e-07
