Gene = Timm29
index = 1082
Annotated 5SS: [349]
Annotated 3SS: [427]
SMsplice 5SS: [349]
SMsplice 3SS: [427]
top_k =  1000
Partition function (log Z): -8.506252869060305

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.6591600670200571
Position 519: 0.45447213387538543
Position 271: 0.13980796230348425
Position 109: 0.11371910113836282
Position 280: 0.054894251136077814
Position 1180: 0.025992948354919436
Position 321: 0.024911560869687238
Position 1360: 0.023225399619454266
Position 1012: 0.020580749213463173
Position 569: 0.01783091080059005
Position 2689: 0.010271815014528892
Position 829: 0.008497278421725023
Position 240: 0.007021393310912379
Position 266: 0.006344240194133745
Position 315: 0.005107723569970126
Position 2207: 0.0047638654164000385
Position 301: 0.0036446368264806375
Position 45: 0.0027509137176397126
Position 2707: 0.002704947822996265
Position 113: 0.0021948108722634734
Position 1039: 0.002046250567944396
Position 2776: 0.0019244454533976388
Position 353: 0.0015446652202059197
Position 609: 0.001094763046008733
Position 706: 0.0009805212464206242
Position 148: 0.0009798905468166362
Position 103: 0.0008066330852113731
Position 374: 0.0006380194904714976
Position 928: 0.0006343266168198513
Position 2003: 0.0006113428425494545
Position 1411: 0.0005833674260065472
Position 1679: 0.0004822437956090377
Position 981: 0.0004048172761001556
Position 304: 0.00028789031635480017
Position 1990: 0.00025923615021161234
Position 1189: 0.00023808157869272515
Position 131: 0.00021519228058312245
Position 2638: 0.00018730767364138448
Position 523: 0.00016387299736849592
Position 2604: 0.00010246424132232809
Position 204: 9.698355754149255e-05
Position 3007: 6.94066305460223e-05
Position 657: 5.675428108422603e-05
Position 2940: 5.402696342791852e-05
Position 2975: 4.280488408178756e-05
Position 969: 3.070017777030458e-05
Position 689: 2.1161108495055645e-05
Position 549: 2.0490081039771328e-05
Position 123: 1.7768099124620895e-05
Position 897: 1.6952014674218475e-05
Position 335: 1.2513081010574546e-05
Position 925: 1.0230759092848389e-05
Position 1171: 8.893344883091115e-06
Position 615: 6.0386338128506e-06
Position 849: 5.069021555614294e-06
Position 1136: 4.9806687331413025e-06
Position 468: 4.786356090329172e-06
Position 675: 3.6510618002236125e-06
Position 25: 3.461227947196033e-06
Position 802: 2.6963644700678776e-06
Position 730: 2.6063319679224138e-06
Position 356: 2.3458449103524014e-06
Position 1242: 1.5605264981759123e-06
Position 701: 1.5999065477933393e-07
Position 833: 1.5711276596080123e-07
Position 378: 1.3515038969147423e-07
Position 390: 2.4691546943128085e-08
Position 395: 1.6490717019393925e-08
Position 387: 6.133003357442139e-09
Position 401: 3.761580205540014e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 427: 0.9105823321788397
Position 2891: 0.11901508599024847
Position 2569: 0.06957174499330607
Position 861: 0.06686431637124375
Position 1246: 0.054275628910115385
Position 1989: 0.049017195736919386
Position 756: 0.04861657813841184
Position 2848: 0.027880283224803726
Position 229: 0.02344027203417091
Position 792: 0.020898599100106517
Position 2065: 0.01914666357630781
Position 666: 0.016149914807927154
Position 739: 0.014996198345784088
Position 1556: 0.014450439843085621
Position 410: 0.011681601047122606
Position 2103: 0.01122725143436938
Position 1112: 0.008894584765355294
Position 2439: 0.00861278005211414
Position 1351: 0.00792969626114398
Position 2974: 0.006894653146522233
Position 1011: 0.006599151534344846
Position 1682: 0.0060587743903433924
Position 2014: 0.005402196766574247
Position 1593: 0.004678587253493217
Position 942: 0.004640794773734228
Position 1814: 0.003995134085849731
Position 1278: 0.0037868960206429918
Position 1038: 0.0034089519506879796
Position 2536: 0.0032744666143367076
Position 1747: 0.0030279336533364986
Position 2492: 0.0029340679428527827
Position 2688: 0.0028096875037553763
Position 1457: 0.002596724353724146
Position 166: 0.002576563963129095
Position 2808: 0.0023463027571165103
Position 2444: 0.002247797836996233
Position 1773: 0.0019125262298385958
Position 1861: 0.0019004150620812335
Position 1143: 0.0016698173945458583
Position 1562: 0.0014946258513703803
Position 761: 0.0014786539109125142
Position 220: 0.00147052659515369
Position 1391: 0.001229037166233939
Position 1098: 0.0012219084614659298
Position 3233: 0.0011919975391183454
Position 2944: 0.0009530479348955668
Position 1692: 0.0009326299835714069
Position 1123: 0.0009184171029268953
Position 2196: 0.0008873406149876269
Position 1252: 0.0008291916847876711
Position 1572: 0.0007811633921428907
Position 1732: 0.0007794186442868161
Position 246: 0.0006593845281427817
Position 1511: 0.0006386044725775542
Position 2386: 0.0006300926141519488
Position 1226: 0.0005518956178164196
Position 1533: 0.0005429903906705451
Position 2294: 0.0005106198321063951
Position 683: 0.0005032046668777769
Position 1749: 0.0004440493693220517
Position 771: 0.00039784864497085376
Position 1381: 0.00035576269334069245
Position 1635: 0.0003369998148256127
