Gene = Nicn1
index = 748
Annotated 5SS: [ 234 3084 3616 4089 4565]
Annotated 3SS: [2906 3501 4016 4459 4638]
SMsplice 5SS: [ 234  565 3616 4089 4565]
SMsplice 3SS: [ 426 3440 3961 4459 4638]
top_k =  1000
Partition function (log Z): -0.34991624983496084

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.991101890119783
Position 4089: 0.9859881577330232
Position 4565: 0.7780574371584668
Position 565: 0.619226674474479
Position 2993: 0.22791546569510548
Position 3084: 0.21542958472593637
Position 2997: 0.15809224777865613
Position 570: 0.15129273736047397
Position 3620: 0.05496462507947298
Position 2781: 0.045282495068378344
Position 3204: 0.0362883016090394
Position 483: 0.02229672346651657
Position 844: 0.01753354705030476
Position 4695: 0.013528042005557964
Position 3489: 0.0110545018661377
Position 829: 0.010836074148761466
Position 3697: 0.009823183786663924
Position 64: 0.00799421254355158
Position 2317: 0.00548062980966598
Position 2330: 0.005050490635903779
Position 71: 0.004902163773331035
Position 1466: 0.004677452871540989
Position 601: 0.003780701626678797
Position 178: 0.0035609201596075307
Position 538: 0.003525608970794529
Position 4765: 0.0031656688722083337
Position 5434: 0.0027190327220789215
Position 2343: 0.0026339700370563114
Position 833: 0.0025083124497623254
Position 4639: 0.0014382069906054835
Position 1773: 0.001119867097364538
Position 1583: 0.0011185054238190357
Position 592: 0.0009708212909702504
Position 3040: 0.0009665526112231595
Position 4493: 0.0009647392028813267
Position 4569: 0.0009544900901504781
Position 2574: 0.0009088834116907941
Position 1035: 0.0008526543562685334
Position 3655: 0.0007869872565868995
Position 4108: 0.0007710005726740981
Position 3285: 0.0007684214029619838
Position 3717: 0.0006949754498034211
Position 5588: 0.0006859517914969114
Position 3752: 0.0006823447563666836
Position 1028: 0.0006729035901021609
Position 2599: 0.0005175451630732362
Position 2031: 0.0004636593573594143
Position 3780: 0.0004382928233196215
Position 4730: 0.000409023222044681
Position 4815: 0.0003546668317156801
Position 4575: 0.00029278695484293276
Position 3063: 0.00028965568856364126
Position 1902: 0.00027187973513493864
Position 5113: 0.00023841857249172347
Position 2958: 0.00021513828982202654
Position 5176: 0.00021211216569889648
Position 50: 0.00018898896154417885
Position 1078: 0.0001859637229470663
Position 1207: 0.00016825137108273115
Position 296: 0.0001518299752284656
Position 1039: 0.00012098288665878573
Position 1888: 0.00012073386300607174
Position 800: 0.00011564157782597581
Position 3071: 9.409353850187324e-05
Position 285: 8.812506853109992e-05
Position 109: 8.582586092568969e-05
Position 5756: 7.904667807554222e-05
Position 4755: 7.151255049474445e-05
Position 87: 2.8221711996569185e-05
Position 2639: 2.5230827784236635e-05
Position 2161: 2.4878775766803035e-05
Position 5908: 2.0646556175330747e-05
Position 153: 1.9988202065348912e-05
Position 195: 1.7972534069257653e-05
Position 198: 1.5463807818590064e-05
Position 47: 1.3952453369887247e-05
