Gene = Tapt1
index = 1058
Annotated 5SS: [  209  8519 22413 32375 33436 34256 34542 38004 40391 41668 42042 43925
 47762]
Annotated 3SS: [ 8387 22293 32211 33299 34157 34471 37922 40280 41607 41972 43847 47600
 49439]
SMsplice 5SS: [  209  8519 32375 33547 34542 38004 47762]
SMsplice 3SS: [ 8387 32211 33299 34471 37922 47600 49439]
top_k =  1000
Partition function (log Z): -30.51238607707857

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.9858209165233276
Position 8519: 0.5133790486453211
Position 8625: 0.4167098266372161
Position 3182: 0.28720254003578227
Position 4557: 0.26150381545764845
Position 7276: 0.21175926021168032
Position 1062: 0.16341381613637707
Position 8986: 0.14786254792968784
Position 7412: 0.1245619351891473
Position 10659: 0.10806113733538002
Position 4219: 0.0727547508407062
Position 6966: 0.06573459773038944
Position 423: 0.05908171891520467
Position 10055: 0.05863955901851436
Position 4692: 0.04436313385552435
Position 6393: 0.03983995950967705
Position 10354: 0.030863521352106436
Position 2735: 0.02497001672732863
Position 556: 0.02421109922826459
Position 7398: 0.023819875481375957
Position 1582: 0.022256127055224326
Position 7300: 0.01682540973392417
Position 1100: 0.013992612176330212
Position 7332: 0.01376301184978129
Position 10375: 0.011030126043849897
Position 1150: 0.010549715977624207
Position 1120: 0.01054115731945891
Position 2467: 0.008101349929581074
Position 4619: 0.005267479848098125
Position 3767: 0.005061566484607647
Position 10719: 0.004605815581230854
Position 7296: 0.004047453002876152
Position 509: 0.004045937178095799
Position 2224: 0.003746226771352184
Position 9528: 0.0027895191849105433
Position 2910: 0.001901861191412841
Position 3227: 0.0018064036361247506
Position 6886: 0.0014675041234195729
Position 3164: 0.0011370702682965926
Position 3208: 0.0010768525216201376
Position 695: 0.0008275252532826982
Position 8871: 0.0007815736669533062
Position 3525: 0.00076070612389842
Position 2742: 0.0007383133960588966
Position 2420: 0.0007192899579558451
Position 2462: 0.0007093653145381108
Position 6022: 0.0007054584197662879
Position 3592: 0.0006734621188940387
Position 1092: 0.0005789308625531321
Position 1532: 0.0005254111262219684
Position 1613: 0.00046036953678088295
Position 3661: 0.000425901386186963
Position 4463: 0.0003662721720287449
Position 2795: 0.0003376728049629551
Position 4134: 0.00030923456841496725
Position 3119: 0.0001748989620374291
Position 10073: 0.00014915866720741642
Position 6001: 0.00010112828469870298
Position 1558: 9.212616605440828e-05
Position 3472: 9.030597485130322e-05
Position 1146: 6.687483359112267e-05
Position 1610: 6.457639696476192e-05
Position 1939: 6.218626698977292e-05
Position 885: 6.113751938826617e-05
Position 360: 5.0423166363912346e-05
Position 450: 4.860154787555937e-05
Position 9141: 4.200671188894926e-05
Position 9150: 4.05719026385454e-05
Position 662: 3.63688725911869e-05
Position 667: 3.3173035889982435e-05
Position 439: 3.1932618151346494e-05
Position 826: 2.4039141969463493e-05
Position 116: 2.3211996373799004e-05
Position 480: 2.2780761407267106e-05
Position 586: 2.272442209613862e-05
Position 782: 2.0138337180007564e-05
Position 721: 1.6880179501431843e-05
Position 460: 1.63224790962975e-05
Position 336: 1.4933507306620802e-05
Position 443: 1.3654168569763186e-05
Position 761: 1.0819864299662999e-05
Position 591: 1.0112349549281233e-05
Position 656: 9.264954963724818e-06
Position 1217: 8.756502483861952e-06
Position 382: 8.722691344529629e-06
Position 1824: 7.555007043062894e-06
Position 1859: 6.148423674450849e-06
Position 1137: 6.100845523159168e-06
Position 955: 5.4282825458801704e-06
Position 1563: 5.14517002565304e-06
Position 544: 4.26039901502193e-06
Position 2250: 3.896122102663438e-06
Position 604: 3.6781366474802377e-06
Position 803: 2.7671923521925612e-06
Position 8490: 2.6395868671486344e-06
Position 653: 2.458526329441722e-06
Position 8334: 2.4220118024791937e-06
Position 62: 2.188087012180064e-06
Position 574: 1.991538239969007e-06
Position 1159: 1.930025463555909e-06
Position 119: 1.74544923488035e-06
Position 1844: 1.197059720159902e-06
Position 901: 1.131276926805957e-06
Position 726: 1.0069508826582737e-06
Position 632: 9.732623105514334e-07
Position 849: 8.374842597724593e-07
Position 648: 6.373334050159926e-07
Position 675: 5.847149124022658e-07
Position 1250: 5.816300697888102e-07
Position 347: 5.46994163396265e-07
Position 1259: 5.268146409765393e-07
Position 1086: 4.899069388796004e-07
Position 714: 4.89294510368413e-07
Position 398: 4.7564953406331773e-07
Position 2725: 4.4189182077710623e-07
Position 1268: 2.9687098165709973e-07
