Gene = Mei4
index = 669
Annotated 5SS: [   248  26698  63964 115588]
Annotated 3SS: [ 26451  63427 115455 161848]
SMsplice 5SS: [   248   5975  28003  35701  63964  71823  86908  90806 101676 115588
 133356 144540 145496 153283]
SMsplice 3SS: [  5842  27908  35565  63427  71733  86733  90647 101451 115482 133259
 144407 145331 153117 161848]
top_k =  1000
Partition function (log Z): -97.4367353447137

Sorted 5' Splice Sites (High to Low Probability):
Position 248: 0.9228512570496676
Position 5975: 0.7601907358337184
Position 9706: 0.4059622167650355
Position 1882: 0.24600380579212755
Position 6202: 0.21634991099247583
Position 11802: 0.15026182780491118
Position 6216: 0.12173340506858588
Position 6186: 0.09439482257124834
Position 12361: 0.08195097510565495
Position 6440: 0.059271013176650136
Position 8396: 0.05209473713741042
Position 13156: 0.046268083710045926
Position 4261: 0.04343545811573391
Position 208: 0.04148210137981489
Position 8552: 0.02831405853057458
Position 1736: 0.026280975102420376
Position 4277: 0.025557264161263724
Position 6048: 0.021013158310640767
Position 9259: 0.01874508049065979
Position 1055: 0.01714200694408088
Position 8356: 0.01455009549452011
Position 9482: 0.013303575850634908
Position 572: 0.00842344546462124
Position 1732: 0.008334085351432742
Position 2415: 0.008309378036229345
Position 3426: 0.0077398774983975785
Position 528: 0.006920468396508455
Position 12517: 0.006405576756801022
Position 677: 0.006066730851446191
Position 293: 0.005768202571257474
Position 688: 0.005338899185250459
Position 9447: 0.005301233366460726
Position 8457: 0.004778107239626787
Position 5516: 0.004470894895668171
Position 11395: 0.004204808112896297
Position 5308: 0.0037567927408210327
Position 3256: 0.0028482708784178575
Position 563: 0.0023189055738484466
Position 7039: 0.0022547371622479912
Position 610: 0.001835895373878846
Position 4754: 0.001760442426940454
Position 6524: 0.0016296734382737234
Position 347: 0.001426492555674527
Position 683: 0.0014162472838609537
Position 8598: 0.0013676663186950122
Position 2977: 0.0011614245904569228
Position 4759: 0.000995433742643396
Position 395: 0.0009227512545530297
Position 5022: 0.0009208330277405999
Position 3520: 0.0008112067596211791
