Gene = 4931406C07Rik
index = 61
Annotated 5SS: [  235  5082  8606 11763 12017 14449 15782 19093]
Annotated 3SS: [ 4934  8506 11688 11914 14271 15631 18975 21456]
SMsplice 5SS: [  235   412  5082 14449 15782 18419 19093]
SMsplice 3SS: [  318  4934 14271 15631 18333 18975 21997]
top_k =  1000
Partition function (log Z): 2.835978563141089

Sorted 5' Splice Sites (High to Low Probability):
Position 235: 0.9795412798671301
Position 15782: 0.9738121747376707
Position 19093: 0.9189820401030715
Position 412: 0.9185547108239572
Position 14449: 0.8447123748060054
Position 18419: 0.7233081877288746
Position 11290: 0.5515124103644994
Position 3651: 0.5356987712479169
Position 5082: 0.47869092240722894
Position 12017: 0.46776712592554875
Position 5037: 0.4259372792433146
Position 8606: 0.3263865332389179
Position 9928: 0.27456503539323057
Position 4061: 0.18147643827639692
Position 18008: 0.16585386121836504
Position 5260: 0.11106370874615563
Position 14701: 0.08668042791558962
Position 14429: 0.07516163160350815
Position 8315: 0.06301531697817403
Position 16995: 0.05841069034952953
Position 21646: 0.048090708512721035
Position 11883: 0.04054295837116743
Position 12800: 0.04002706270766808
Position 19060: 0.031772215697370806
Position 21656: 0.027858766768871942
Position 1575: 0.02766150860360152
Position 5290: 0.020316254124452572
Position 14936: 0.01742284019569179
Position 11763: 0.017065444996667813
Position 22668: 0.013837714139921277
Position 5335: 0.013524995490182861
Position 8599: 0.013021599920275122
Position 10094: 0.012382360595293854
Position 16936: 0.012214873113625808
Position 18842: 0.011558811475213556
Position 18633: 0.011506206418576885
Position 13188: 0.011287540218225681
Position 11240: 0.010693643053317338
Position 3225: 0.010167807417599463
Position 17002: 0.00904731327524881
Position 19716: 0.008012843745771252
Position 15714: 0.00736627757875177
Position 1980: 0.0068040914793092
Position 21549: 0.0063448302886647155
Position 12752: 0.00628574328494748
Position 8965: 0.006141334541008234
Position 9965: 0.005011599337767471
Position 14886: 0.004503416416433625
Position 1917: 0.004396254521078704
Position 2867: 0.004159342169622209
Position 18877: 0.0037235926281469333
Position 249: 0.003673436410392291
Position 19756: 0.0035809119703719564
Position 17481: 0.003429091204648847
Position 12662: 0.003368772820400049
Position 13791: 0.0033618700343048024
Position 20847: 0.0032827422037079506
Position 774: 0.0032805049496437803
Position 840: 0.0031511052794051665
Position 10619: 0.0030320128699730703
Position 15090: 0.002975515901862152
Position 19737: 0.0028965756324940087
Position 1780: 0.0028885452817488584
Position 1291: 0.0028739433222954567
Position 1958: 0.0027590073658136614
Position 12290: 0.0026462927544672666
Position 20944: 0.0024085489081195188
Position 245: 0.0023614403404953292
Position 16180: 0.002337728247194592
Position 8302: 0.00222412521780834
Position 6781: 0.0021753687016097738
Position 3257: 0.0021717531930849614
Position 6785: 0.002161793633338903
Position 15062: 0.0020472380667338895
Position 5294: 0.002015360065410221
Position 432: 0.001996325443887191
Position 17451: 0.00199159664579376
Position 22634: 0.0018637988978650881
Position 17610: 0.001550484028067606
Position 4857: 0.0015424056512648534
Position 21640: 0.0015318649833148945
Position 2916: 0.0015043767480789531
Position 792: 0.0012924190372756007
Position 4282: 0.0011224242790182678
Position 12835: 0.000992602443558951
Position 18667: 0.0009744663666919185
Position 20359: 0.0008602624037016024
Position 8925: 0.000822676177340403
Position 1941: 0.0008203898568980547
Position 14402: 0.0007771147239432828
Position 4404: 0.0007469744758643678
Position 21576: 0.0007396574350422636
Position 21509: 0.0007160403694642414
Position 16058: 0.0007009146826619788
Position 18525: 0.0005852626749790934
Position 2516: 0.0005842349361255491
Position 15933: 0.000494531481316943
Position 239: 0.00046360358208180646
Position 15677: 0.0004544668713820934
Position 17242: 0.00036952479640688676
Position 16417: 0.0003254259992956686
Position 821: 0.0002801559490322049
Position 22960: 0.0002795867295408383
Position 1689: 0.0002537105203056277
Position 2826: 0.00025128725644034687
Position 3640: 0.00022306830882473446
Position 2856: 0.00021329592290219985
Position 11725: 0.00016244072269703624
Position 16821: 0.00014072493676306884
Position 20898: 0.00014060706733324868
Position 261: 0.00013138467442762243
Position 20472: 0.00011373202908552704
Position 20250: 0.00010586500295596589
Position 16720: 0.00010441663126511073
Position 4962: 8.030354601227076e-05
Position 21256: 7.26071750563442e-05
Position 9443: 6.517739366122881e-05
Position 5061: 5.726245602757235e-05
Position 20400: 4.8547388186677946e-05
Position 21036: 3.7470257632211434e-05
Position 7720: 3.271694865089232e-05
Position 6165: 2.628938155744087e-05
Position 19135: 1.9050007584247685e-05
Position 270: 1.838191999432505e-05
Position 75: 1.1959901916791946e-05
Position 255: 1.0209070613711352e-05
Position 390: 8.11756522202711e-06
Position 149: 7.1652083381234356e-06
Position 294: 7.160915581985788e-06
Position 463: 6.2822311026198334e-06
Position 447: 6.2690977678910955e-06
Position 426: 5.203259118929576e-06
Position 177: 4.898534521428806e-06
Position 1296: 4.31258861434376e-06
Position 120: 3.498529367254526e-06
Position 1558: 1.591325295322648e-06
