Gene = Psmg3
index = 870
Annotated 5SS: [164 758]
Annotated 3SS: [ 520 2811]
SMsplice 5SS: [164 758]
SMsplice 3SS: [ 607 2811]
top_k =  1000
Partition function (log Z): -9.124449005459883

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.8504752732625817
Position 758: 0.6602803864632295
Position 77: 0.075096961757512
Position 669: 0.018859591537536784
Position 2956: 0.015255054975499218
Position 608: 0.013361264810420858
Position 2493: 0.012826244029283451
Position 1477: 0.012133603409226174
Position 3006: 0.01038020227494378
Position 1094: 0.010226353030257106
Position 465: 0.008507670572060264
Position 1104: 0.006827675690871521
Position 594: 0.006414890612864151
Position 314: 0.004747746808648731
Position 72: 0.0019286309791704996
Position 1947: 0.00172713276720889
Position 560: 0.0011527289491138923
Position 115: 0.0007580567545694417
Position 303: 0.0005170052514624239
Position 1440: 0.0004839809270366211
Position 587: 0.00048248778612367584
Position 243: 0.00039540417589354823
Position 119: 0.0003082520506882817
Position 1218: 0.0002597678673879231
Position 215: 0.00016486833034826156
Position 2279: 0.00016291723267714727
Position 1588: 0.00015432300964550574
Position 647: 0.00013676734401603431
Position 230: 0.00013670530144338676
Position 203: 0.0001220527475900555
Position 470: 0.00010892751254901527
Position 103: 8.79258013913165e-05
Position 611: 8.57413607000214e-05
Position 39: 7.465811789307573e-05
Position 453: 7.396279637290297e-05
Position 767: 6.908540849874322e-05
Position 468: 6.149378193191196e-05
Position 97: 5.67831659308317e-05
Position 122: 4.150023672451929e-05
Position 418: 3.8126644112144535e-05
Position 563: 3.526152900481653e-05
Position 150: 3.431894446646522e-05
Position 311: 2.712815177638112e-05
Position 140: 2.661829738715028e-05
Position 858: 2.2548808881612863e-05
Position 328: 1.991248425170399e-05
Position 339: 1.7465639367597243e-05
Position 87: 1.382911661125406e-05
Position 584: 1.2096768641117122e-05
Position 589: 1.1125096267910635e-05
Position 176: 9.954666310150692e-06
Position 909: 9.740134875029671e-06
Position 441: 9.448883857107564e-06
Position 737: 4.72341653696875e-06
Position 2690: 4.720223888666838e-06
Position 928: 4.5537111099553436e-06
Position 641: 2.8964102790807723e-06
Position 596: 2.7468875208920777e-06
Position 698: 2.3377624122045884e-06
Position 496: 2.310789487369028e-06
Position 655: 2.1243859284073404e-06
Position 1079: 1.507990031332344e-06
Position 1205: 1.452514718171627e-06
Position 1235: 9.155769574918261e-07
Position 389: 7.441064225804371e-07
Position 408: 6.817111109205579e-07
Position 1169: 6.096342024105948e-07
Position 1172: 3.432561437862688e-07
Position 1187: 3.112675979802554e-07
