Gene = Ficd
index = 408
Annotated 5SS: [ 247 1370]
Annotated 3SS: [1017 2263]
SMsplice 5SS: [ 247 1370]
SMsplice 3SS: [1017 2263]
top_k =  1000
Partition function (log Z): -8.415828874593627

Sorted 5' Splice Sites (High to Low Probability):
Position 1370: 0.6829757583291671
Position 2541: 0.6300918232846364
Position 247: 0.45380120454113354
Position 2859: 0.2579314572617881
Position 431: 0.18624972331162462
Position 53: 0.13470459365120235
Position 2811: 0.09101455429922
Position 2575: 0.08499882788538253
Position 2851: 0.0684046144333463
Position 555: 0.05769873807045627
Position 176: 0.04920429293042621
Position 114: 0.0339453977909428
Position 598: 0.03151577713926433
Position 2752: 0.026347292775647894
Position 3224: 0.025022519876065602
Position 544: 0.020872931680602523
Position 3150: 0.010807698544715302
Position 1834: 0.010066794445020818
Position 4079: 0.009808422725729826
Position 3328: 0.009141673474432063
Position 2566: 0.007750016594696437
Position 3188: 0.0076449267672476446
Position 2778: 0.007563327129898056
Position 3193: 0.005328436049465707
Position 1136: 0.005217704921154422
Position 2886: 0.004984020384493627
Position 1710: 0.004654405513156556
Position 614: 0.0037946379660257377
Position 2902: 0.0037600899312429967
Position 1173: 0.003676523439827081
Position 1997: 0.0036145044692164445
Position 2194: 0.0035873206798922494
Position 3232: 0.003407176654854344
Position 1238: 0.0028876019507096907
Position 3778: 0.002780886459015881
Position 1093: 0.0023853644383349374
Position 2908: 0.002377209334577942
Position 229: 0.0017929604974171289
Position 204: 0.001558273962441168
Position 161: 0.0014375946128515167
Position 17: 0.0013541336168651542
Position 3156: 0.0010867224728037337
Position 3166: 0.0010299586969542743
Position 2797: 0.0010079425497547514
Position 1089: 0.0010025729041520904
Position 1416: 0.0009163947450366711
Position 643: 0.0009014868104295957
Position 753: 0.0008012497694543968
Position 307: 0.0006578965380824829
Position 3396: 0.0006535094204984845
Position 1204: 0.0005563117932742189
Position 57: 0.0005192517528974681
Position 2494: 0.000497826546879628
Position 3267: 0.0004817978271632241
Position 1120: 0.00040441898757179705
Position 1654: 0.0003624443119068404
Position 600: 0.00035397647367862913
Position 540: 0.00035023634503708525
Position 1143: 0.0003257644026185982
Position 305: 0.0003221526922215283
Position 322: 0.00021594013584255232
Position 604: 0.00019486535612210816
Position 602: 0.0001806679268108015
Position 215: 0.00017859800909787274
Position 659: 0.00014169758662955224
Position 2397: 0.00014003744395626287
Position 776: 0.00013690475979524503
Position 2580: 0.00012966581102887953
Position 282: 0.00010525572040054774
Position 931: 9.409419074410803e-05
Position 169: 9.18464371458051e-05
Position 779: 9.037621736589143e-05
Position 951: 8.36792861188597e-05
Position 2380: 7.662902019923878e-05
Position 1761: 7.579513577516368e-05
Position 624: 6.843877845129545e-05
Position 798: 5.8146567647502674e-05
Position 723: 4.884601077136874e-05
Position 853: 4.642964518645976e-05
Position 645: 4.627338465634672e-05
Position 909: 4.345847744414248e-05
Position 1362: 4.058146200254132e-05
Position 124: 3.99991900696034e-05
Position 343: 3.388315678692784e-05
Position 1391: 3.2118112581853657e-05
Position 1102: 2.7288150601109844e-05
Position 595: 2.6106991321611005e-05
Position 528: 2.582230091725834e-05
Position 912: 2.534865998628215e-05
Position 1517: 2.2019116638439264e-05
Position 1126: 2.17701478766491e-05
Position 669: 2.108163716238077e-05
Position 451: 1.9906660244222002e-05
Position 1290: 1.9508862662819763e-05
Position 470: 1.8466293485750282e-05
Position 415: 1.6125277904121308e-05
Position 1318: 1.5390573169479933e-05
Position 1650: 1.4158714651297545e-05
Position 1931: 1.301598464180103e-05
Position 933: 1.0835578897623218e-05
Position 701: 1.067862726159683e-05
Position 1374: 1.0524143732101946e-05
Position 1400: 9.9258558195544e-06
Position 666: 6.883132397309542e-06
Position 3222: 4.5251022381109e-06
Position 478: 4.240421027208977e-06
Position 579: 3.1065070858883144e-06
Position 946: 2.3987873092009482e-06
Position 454: 2.3114760791434768e-06
Position 944: 6.710435414378526e-08
Position 822: 4.352655487379392e-08
Position 971: 3.96360761707635e-08
Position 413: 2.0489201287891524e-08
Position 1228: 8.980779772597388e-09
Position 1063: 7.96914305878449e-09
Position 677: 1.157072578287106e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1017: 0.5182080065419415
Position 4031: 0.47115208878469605
Position 2693: 0.3300601625183018
Position 2263: 0.32242490403214563
Position 3111: 0.21578271901217996
Position 2725: 0.15600250756491404
Position 2383: 0.12315872259153973
Position 2456: 0.08525079087057089
Position 2266: 0.08311301199302226
Position 2419: 0.07444512717171516
Position 2416: 0.05171420467737459
Position 4494: 0.04082827450975229
Position 1253: 0.03669455960107608
Position 2484: 0.032053044413920664
Position 3217: 0.031417924595412705
Position 1290: 0.0309068251681091
Position 2488: 0.024053200108302433
Position 1235: 0.023036150277571707
Position 2688: 0.022668290672604684
Position 4454: 0.02226779174180409
Position 2242: 0.018900942339930622
Position 462: 0.01776104165000147
Position 4392: 0.017754384332259687
Position 4603: 0.01659012906832796
Position 1328: 0.013009563934246349
Position 1102: 0.012812362740631725
Position 4290: 0.010683310627118612
Position 3433: 0.01024799255052067
Position 2364: 0.00959312491836307
Position 1309: 0.008926932381784599
Position 1056: 0.008670676682441848
Position 401: 0.00856425615891909
Position 1710: 0.00834286692197654
Position 1042: 0.0075137338212271
Position 4148: 0.00681079768792207
Position 4059: 0.006784008598799266
Position 4036: 0.005982825014317166
Position 3141: 0.005758515064150067
Position 2983: 0.0057522790608146475
Position 2949: 0.005380502296489317
Position 3007: 0.00425863044122384
Position 4490: 0.003838414706909168
Position 1237: 0.003156453930917486
Position 1596: 0.002772743793740862
Position 1758: 0.0027384218874421016
Position 2664: 0.002445084552139193
Position 1991: 0.002402350399916049
Position 3666: 0.0022573673259927113
Position 2072: 0.0020719340636032204
Position 1336: 0.0019515483981415917
Position 4634: 0.0018371205096587172
Position 4654: 0.0018129742406124776
Position 3315: 0.0017897777177521429
Position 1063: 0.0017576388378365778
Position 2526: 0.001546496877966341
Position 3545: 0.0014590885795440487
Position 1256: 0.0014560379162619225
Position 1561: 0.0013675933260366892
Position 3843: 0.001247284602807538
Position 1946: 0.0012027340793809055
Position 1539: 0.0011106516216232657
Position 2592: 0.0010515822796910207
Position 2952: 0.0010232343295453823
Position 351: 0.000813131428301896
Position 118: 0.0008118239166422154
Position 2901: 0.0008110821024972604
Position 3399: 0.0007950853374489582
Position 2436: 0.0007807539741665083
Position 3147: 0.0007711377618900435
Position 430: 0.0007568053338023513
Position 1204: 0.0007275805839954177
Position 150: 0.0007204516111693674
Position 3267: 0.0007064770833152227
Position 2424: 0.0006751896435000295
Position 493: 0.0006350100590036877
Position 1024: 0.0006313560083085648
Position 1068: 0.0006233142762662127
Position 1275: 0.0006002623788830956
Position 3694: 0.000570058479993576
Position 2103: 0.0005619102296993365
Position 1298: 0.0005564308523546836
Position 2730: 0.0005417976498903259
Position 1678: 0.0005323774584749217
Position 434: 0.0005028916881647185
Position 322: 0.0004190240408202458
Position 3922: 0.0004103201460664756
Position 269: 0.0003991280372335017
Position 2732: 0.0003872967008395747
Position 782: 0.00037543759309609785
Position 2958: 0.0003530630571205871
Position 2872: 0.00030449707250558995
Position 1722: 0.00029674319472047876
Position 1673: 0.0002910336510547622
Position 872: 0.0002789910937191794
Position 1725: 0.0002674707635604587
Position 1268: 0.00025426003795048506
Position 3144: 0.0002537678857166831
Position 564: 0.0002466018262961068
Position 591: 0.00023213412449591152
Position 409: 0.00022413430752860097
Position 2612: 0.00021863879739343655
Position 4501: 0.000218454088573962
Position 139: 0.000211327396626956
Position 4186: 0.00020615858168384404
