Gene = Hinfp
index = 539
Annotated 5SS: [  56 3262 6109 6459 6799 7338 7548 7773 7979]
Annotated 3SS: [3083 5878 6346 6645 7259 7426 7633 7853 9090]
SMsplice 5SS: [ 537 3084 6109 6459 7338 7548 7773 7979]
SMsplice 3SS: [2898 5904 6319 7259 7426 7633 7853 9090]
top_k =  1000
Partition function (log Z): 14.436822514848803

Sorted 5' Splice Sites (High to Low Probability):
Position 7548: 0.9956859630372914
Position 7338: 0.9881753570868899
Position 7979: 0.9557780089981145
Position 6459: 0.8801109267481158
Position 6109: 0.8212089934078017
Position 3084: 0.7539587291854426
Position 7773: 0.7273101507831142
Position 9491: 0.6319054141254778
Position 9136: 0.5519348384069374
Position 537: 0.5395163055244188
Position 9288: 0.34774210290662866
Position 3262: 0.31403885411351556
Position 6799: 0.3008010277421662
Position 7777: 0.24604082920795714
Position 4324: 0.2213392196536291
Position 56: 0.207771306697473
Position 400: 0.1834296508786336
Position 890: 0.15183252123483326
Position 7100: 0.14285551806212218
Position 6218: 0.07095982133431661
Position 10218: 0.05687428984305715
Position 145: 0.05536473654310387
Position 6850: 0.043525583940205795
Position 9751: 0.04220926566242971
Position 6714: 0.0385502003681719
Position 1410: 0.035762224084860066
Position 9872: 0.028740873884584475
Position 2669: 0.028278950236054454
Position 7130: 0.0255176613743887
Position 10320: 0.025438860429582193
Position 3338: 0.024001519960934154
Position 5077: 0.023234492604021145
Position 3142: 0.021341641821275882
Position 152: 0.020723441409225964
Position 10279: 0.019577508618875153
Position 10830: 0.018101543107677535
Position 6862: 0.017199162426447305
Position 2102: 0.01595171197791489
Position 7018: 0.015869633996723632
Position 19: 0.015262410857179777
Position 2739: 0.010833379999338966
Position 7697: 0.008619629095109585
Position 880: 0.007834867875756997
Position 396: 0.007418377592050048
Position 7730: 0.006832183915554449
Position 4626: 0.006515978477401554
Position 10554: 0.0064414062848029705
Position 8697: 0.0060392994760027525
Position 9091: 0.005881694551451344
Position 2732: 0.005731589107460356
Position 8714: 0.00548378523224512
Position 1437: 0.004682586656634384
Position 1374: 0.003907046824382375
Position 5668: 0.0034681567446003736
Position 4339: 0.0032329441882236257
Position 5781: 0.0030098301637923996
Position 3290: 0.002844776215813223
Position 3004: 0.0027328556636933214
Position 878: 0.002483741848932059
Position 6673: 0.0024768623825883957
Position 1402: 0.0021422133072827743
Position 7871: 0.002070102919925365
Position 7818: 0.001914897164526672
Position 10477: 0.001914358123721153
Position 9690: 0.0018217629332108742
Position 5329: 0.0016639939691645686
