Gene = Commd2
index = 284
Annotated 5SS: [ 129  294 1025 1674]
Annotated 3SS: [ 215  941 1499 4838]
SMsplice 5SS: [ 129  294 1025]
SMsplice 3SS: [ 215  941 4838]
top_k =  1000
Partition function (log Z): -1.0818961238634568

Sorted 5' Splice Sites (High to Low Probability):
Position 129: 0.9983715481766531
Position 294: 0.9873847505753652
Position 1025: 0.5439276993854895
Position 1674: 0.535444278647101
Position 953: 0.1415844748038618
Position 2957: 0.104345936824106
Position 5083: 0.09925141779003034
Position 2230: 0.043608900636575305
Position 3285: 0.03745934795002801
Position 5191: 0.03057220991266496
Position 724: 0.02637667401258197
Position 3431: 0.005407228736771276
Position 3178: 0.00524293661526077
Position 2450: 0.004645063467526471
Position 4669: 0.004545819844997617
Position 1214: 0.004155278009418235
Position 584: 0.0036936749685342394
Position 336: 0.003551701835858908
Position 5176: 0.003421025369286495
Position 5033: 0.002617845271622368
Position 5044: 0.0024226412858491583
Position 1945: 0.0019730930160393664
Position 2600: 0.001413747193013474
Position 374: 0.001284925938950739
Position 133: 0.0011600674081548093
Position 994: 0.0010785732709066357
Position 419: 0.0009335031201960344
Position 3850: 0.0008406990075885525
Position 2927: 0.0006794973620277817
Position 579: 0.0005618088155155263
Position 319: 0.000452576712349878
Position 771: 0.0004419629208243035
Position 577: 0.0004373601723340931
Position 978: 0.00034722246097466345
Position 530: 0.000306957614966831
Position 1668: 0.00029380448048670516
Position 5465: 0.0002872086428574475
Position 1619: 0.00026809859256825356
Position 1166: 0.000255930773785482
Position 825: 0.0002502357881818277
Position 1338: 0.00021439794135407977
Position 1374: 0.00020686303484488504
Position 1048: 0.0002046128459687343
Position 801: 0.00018775632847113847
Position 636: 0.0001741282782915829
Position 2007: 0.0001331510889456835
Position 323: 0.00013161625710967273
Position 568: 0.00011350989374409277
Position 780: 0.00011101351595973205
Position 1115: 8.279015448646047e-05
Position 14: 6.987234467151481e-05
Position 2799: 6.97750004854442e-05
Position 2664: 6.0731073055949106e-05
Position 798: 6.0427180073538216e-05
Position 3769: 4.8024451581878424e-05
Position 4560: 4.5680353844604574e-05
Position 639: 4.2104442543711267e-05
Position 1258: 4.184141613262905e-05
Position 560: 3.823689168449439e-05
Position 1043: 3.5633447367176604e-05
Position 465: 3.4520618394539557e-05
Position 502: 3.273864944276979e-05
Position 116: 2.9402527919830566e-05
Position 784: 2.8785109727562783e-05
Position 651: 2.8761264518576342e-05
Position 648: 2.485753207701185e-05
Position 467: 2.4766901802548557e-05
Position 642: 2.1113771855527636e-05
Position 423: 2.087745928738708e-05
Position 1778: 1.802319848475867e-05
Position 4: 1.7792357886780868e-05
Position 382: 1.6678901286709377e-05
Position 364: 1.572261189773633e-05
Position 645: 1.565310902057327e-05
Position 148: 1.3101372117805239e-05
Position 4138: 1.2611114309439046e-05
Position 853: 1.0182423946404251e-05
Position 957: 8.852071232956804e-06
Position 247: 8.844311242527804e-06
Position 137: 5.096507428577083e-06
Position 708: 3.8291821692605835e-06
Position 830: 3.2500724481872303e-06
Position 712: 3.0679601145997934e-06
Position 226: 2.954635886012759e-06
Position 716: 1.875823640268476e-06
Position 730: 1.6573721177996253e-06
Position 735: 1.51349675546902e-06
Position 855: 1.1489865393877697e-06
Position 694: 8.095201761132865e-07
Position 76: 3.157492215944734e-07
Position 44: 3.065146678847161e-07
Position 242: 2.6294063034163444e-07
Position 11: 2.4594614352175704e-07
Position 387: 1.8351980873216018e-07
Position 36: 1.7045661278275858e-07
Position 394: 5.856298605381285e-08
Position 218: 5.831261838181909e-08
Position 1139: 2.6211774004086955e-08
Position 710: 6.661907098043133e-09
Position 960: 1.4399011839101473e-09
Position 215: 1.7022811147485331e-12
Position 209: 7.037085984005794e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 215: 0.9923756345290641
Position 4838: 0.5648696925988286
Position 941: 0.4075648189402102
Position 723: 0.2137351772440288
Position 1499: 0.20229886610236733
Position 1551: 0.1672904282569466
Position 2792: 0.11268725601330877
Position 1574: 0.10216776824439036
Position 5119: 0.06993466607937299
Position 830: 0.049193643929236495
Position 1521: 0.04881707566848852
Position 4003: 0.04638229505884595
Position 5059: 0.03729779623689458
Position 5620: 0.0303173825064488
Position 5595: 0.028483174460077705
Position 3568: 0.028150218010122557
Position 2097: 0.026145379059507375
Position 4934: 0.025790400373327346
Position 5769: 0.02137472452622176
Position 3110: 0.020456753177711177
Position 3234: 0.019221040855654042
Position 519: 0.018306453165903108
Position 5464: 0.018153827151202416
Position 4588: 0.017604984011616625
Position 361: 0.015289329783319245
Position 6885: 0.014209933606164545
Position 739: 0.013413562569306554
Position 2897: 0.012954169742056121
Position 5190: 0.012951280146241423
Position 5215: 0.012902880088736452
Position 5011: 0.01218057825611707
Position 3610: 0.011993342906067786
Position 7187: 0.011794456490596775
Position 1591: 0.011716630407648681
Position 414: 0.011320374033417341
Position 3583: 0.01112385489129279
Position 4627: 0.010631447463547623
Position 2229: 0.009521004218474821
Position 6666: 0.008565733705597583
Position 6256: 0.008519394033041859
Position 1433: 0.007261891447757907
Position 5397: 0.006715093191658685
Position 5986: 0.0066131152453863876
Position 7154: 0.0064328560663939
Position 4323: 0.005781375202532978
Position 6205: 0.004998837974664719
Position 1896: 0.004902815579094193
Position 3464: 0.004713600088211417
Position 4802: 0.004316950450321967
Position 7141: 0.004214770734604744
Position 1058: 0.004105421446813175
Position 2133: 0.004073549534983227
Position 3165: 0.0037542153806418748
Position 3526: 0.0034793671891834702
Position 841: 0.003248068292820444
Position 2834: 0.003136485051573694
Position 2078: 0.0026854900117518543
Position 2484: 0.002665760855511071
Position 2065: 0.0025091818392222304
Position 3140: 0.0024601793924564973
Position 4865: 0.0024276789618556593
Position 2326: 0.0021798220131634518
Position 4967: 0.0021108502719329693
Position 2859: 0.0020222772503055895
Position 2360: 0.0019013336858592564
Position 3759: 0.0018858847527050274
Position 2150: 0.0017632278476697372
Position 192: 0.0017521354940497242
Position 1337: 0.0016852793026446186
Position 2166: 0.0016263536307636428
Position 6356: 0.0016237222410735311
Position 4719: 0.0015901726574140919
Position 621: 0.0015059864814279452
Position 6231: 0.001441533381489222
Position 1830: 0.0014015050033321572
Position 5357: 0.0014008999141496804
Position 4018: 0.0013588738595048577
Position 2174: 0.001318702046965954
Position 2102: 0.0012538691176716742
Position 2837: 0.0012441390338840202
Position 2805: 0.0012325373806297397
Position 502: 0.0012033897931414338
Position 7044: 0.0011940144545756204
Position 4662: 0.0011603992745937474
Position 700: 0.001120768249836605
Position 1222: 0.0011204344610662143
Position 4048: 0.0010049690818779086
Position 1115: 0.0008845401862637602
Position 1639: 0.000830775679054043
Position 2024: 0.0007717673977269682
Position 4362: 0.0007652476028227123
Position 4849: 0.0007651358836614281
Position 4102: 0.0007509352140323617
Position 1898: 0.0006470348342412773
Position 1369: 0.0006191405868260138
Position 4775: 0.0005975770177820601
Position 1444: 0.0004961261758379105
Position 3134: 0.0004814793746906696
Position 2629: 0.00046762849129070917
Position 3277: 0.0004575275319791678
Position 1009: 0.00034347214075593734
Position 2740: 0.0003411436047244653
Position 4168: 0.0003179693748731506
Position 5139: 0.000298343962807232
Position 2471: 0.0002977827364457626
Position 3702: 0.0002870550772985316
Position 2876: 0.0002809067155946247
Position 4053: 0.00027955616737888395
Position 2301: 0.0002756672147576058
Position 3999: 0.0002724230399768292
Position 4970: 0.0002495819889788381
Position 3050: 0.0002479441902161644
Position 3356: 0.00024506600898218067
Position 2390: 0.00022400233075938315
Position 3488: 0.00022353738877816824
Position 465: 0.0002131558811818778
Position 1598: 0.00020448675025104733
Position 1128: 0.0002037076532325896
Position 1401: 0.00020195315245658988
Position 602: 0.0002013640299151919
Position 1595: 0.00019469837488168956
Position 1454: 0.0001938681575171169
Position 373: 0.00016530632603507846
Position 364: 0.00016182070730481448
Position 3359: 0.00016058043147309633
Position 3043: 0.00014303100368351094
Position 4904: 0.00012949039185838245
Position 3028: 0.00012806819965047848
Position 1471: 0.00012670367835779275
Position 2863: 0.00011956277677515874
Position 3820: 9.471956568444444e-05
Position 775: 8.341059709403409e-05
Position 2977: 7.486594767036152e-05
Position 1264: 7.27862758675205e-05
Position 2510: 6.463780398274224e-05
Position 2496: 6.231577238142375e-05
Position 759: 6.0294109006204436e-05
Position 973: 5.9095121584059805e-05
Position 1603: 5.370368278872351e-05
Position 1307: 5.18624535746022e-05
Position 843: 4.908618723904969e-05
Position 1386: 4.412486095279693e-05
Position 577: 3.311606593010012e-05
Position 226: 2.4950764769378454e-05
Position 960: 2.3866891775356855e-05
Position 1267: 2.17008836722265e-05
Position 1944: 2.093725648762491e-05
Position 416: 1.9903331120042954e-05
Position 2912: 1.8795221869292207e-05
Position 557: 1.850190217773415e-05
Position 656: 1.667555300294654e-05
Position 1018: 1.6514983457228124e-05
Position 780: 1.4449274106124193e-05
Position 274: 1.4160045401589382e-05
Position 584: 1.2843925617953067e-05
Position 1011: 1.197315242006781e-05
Position 1623: 1.0913146308632134e-05
Position 419: 1.0667107610464205e-05
Position 986: 1.0622979198938172e-05
Position 1648: 1.052269998878124e-05
Position 380: 9.957240713296738e-06
Position 1354: 9.598711651292112e-06
Position 1931: 9.315778130874373e-06
Position 662: 8.595325764747963e-06
Position 1225: 7.65514862349881e-06
Position 560: 6.159405583147206e-06
Position 2415: 5.980642144901584e-06
Position 751: 5.547907326606221e-06
Position 2839: 4.6814944423949435e-06
Position 3398: 4.649661457120717e-06
Position 1746: 4.509072142988156e-06
Position 2764: 4.067105932130434e-06
Position 789: 4.028259491275325e-06
Position 1905: 3.3194803971955275e-06
Position 1816: 3.2396198060758153e-06
Position 2517: 2.9612282744605238e-06
Position 1981: 2.7387904760986994e-06
Position 2370: 2.4501616261618707e-06
Position 1781: 2.0727917174233604e-06
Position 764: 1.7592649188241705e-06
Position 85: 1.7285429444343403e-06
Position 116: 1.7086023896591586e-06
Position 1407: 1.7043892697488128e-06
Position 798: 1.7001064482428688e-06
Position 792: 1.596623259338377e-06
Position 234: 1.5877301838672245e-06
Position 1029: 1.35996673684927e-06
Position 442: 1.34030614844401e-06
Position 2176: 1.2531549051177998e-06
Position 247: 9.637250406565462e-07
Position 1778: 8.727195151871632e-07
Position 82: 7.969358430829752e-07
Position 91: 7.373802618010169e-07
Position 957: 6.526021921378394e-07
Position 284: 6.309145823901741e-07
Position 1665: 6.005392133482938e-07
Position 1460: 2.80843331819895e-07
Position 178: 1.869646650276577e-07
Position 1721: 1.7973522971421887e-07
Position 428: 1.2497360688676807e-07
Position 423: 8.385153393705418e-08
Position 94: 6.798051569024357e-08
Position 1992: 5.2348937455050634e-08
Position 445: 4.608007011041844e-08
Position 801: 1.8408705850315582e-08
Position 128: 1.7728907903793005e-08
Position 1903: 1.5773143101874956e-08
Position 1409: 1.3894377540957297e-08
Position 294: 5.391881297034504e-09
Position 1038: 5.295738232865203e-09
Position 328: 1.589178578533357e-09
Position 334: 9.498001253127694e-11
Position 133: 3.910164324892635e-11
Position 298: 3.668787118727925e-11
Position 137: 7.603948475528369e-12
Position 308: 4.904446034939492e-12
Position 302: 4.2173069857269095e-12
Position 336: 3.943111023103723e-13
