Gene = Bri3
index = 187
Annotated 5SS: [286 679]
Annotated 3SS: [ 575 8774]
SMsplice 5SS: [286 679]
SMsplice 3SS: [ 575 8774]
top_k =  1000
Partition function (log Z): -3.5251945392726847

Sorted 5' Splice Sites (High to Low Probability):
Position 679: 0.9921307650127721
Position 286: 0.9189378280923464
Position 2403: 0.44660932751548255
Position 2660: 0.4100370603043154
Position 6645: 0.3804800472028914
Position 3279: 0.2865106477447415
Position 2573: 0.24337482028899884
Position 8374: 0.13895641090439528
Position 7019: 0.08652340936774254
Position 3335: 0.060162696989342804
Position 2581: 0.03640528469954698
Position 7302: 0.03218633366865614
Position 3350: 0.029832602356706785
Position 4194: 0.026758613768391136
Position 6275: 0.023981714615769884
Position 4170: 0.023272831917610478
Position 4443: 0.021957082718172226
Position 1398: 0.021702181351726677
Position 3233: 0.021562351199458107
Position 1310: 0.019763080865735683
Position 4429: 0.01856351379213355
Position 7439: 0.015542549156040728
Position 2597: 0.0065197525059719425
Position 4209: 0.006050448467548949
Position 4233: 0.0057082903642265695
Position 4370: 0.004881811810257724
Position 215: 0.004789894612908743
Position 5218: 0.0036923225165176564
Position 3213: 0.0034699454737750677
Position 3021: 0.003086257591292583
Position 1147: 0.003081697719761123
Position 1013: 0.0030482465249210455
Position 2879: 0.0028004328010194967
Position 1650: 0.002676932214008905
Position 5808: 0.001896775836015899
Position 2057: 0.0018228978229868824
Position 6637: 0.0014932502161768347
Position 8315: 0.0012730077146757722
Position 6142: 0.001203124471740316
Position 5523: 0.0011979655354392204
Position 831: 0.0011622383793237292
Position 2288: 0.00113229268371615
Position 5403: 0.0008712319315504688
Position 411: 0.0008614245890593525
Position 8955: 0.0008425875689294036
Position 3983: 0.0007955830409448387
Position 436: 0.0007436447662877472
Position 428: 0.0006650420056216359
Position 9080: 0.0006010853125936465
Position 1153: 0.0005354178447311836
Position 631: 0.0005267359559720014
Position 4522: 0.0004532419383501831
Position 1124: 0.00044249254761972675
Position 1097: 0.0004422168886235406
Position 671: 0.0004033443071192176
Position 3441: 0.00040133608127007815
Position 2743: 0.0003810440437679183
Position 2470: 0.00037720886153807994
Position 2263: 0.00035877745157155544
Position 3466: 0.0003441905906699484
Position 2415: 0.00030169451095836793
Position 3253: 0.00030019847702606405
Position 8896: 0.00028225399979832155
Position 417: 0.00026238129859075033
Position 341: 0.0002563489956474378
Position 3003: 0.00025454800590701414
Position 1613: 0.00024244798543105066
Position 2368: 0.00022527231552955972
Position 4607: 0.00020050738924484344
Position 3007: 0.00017755352566948163
Position 307: 0.00017560675924517023
Position 2600: 0.0001678768279096052
Position 9124: 0.00016672319401038065
Position 4033: 0.00016232758156993428
Position 1680: 0.0001400672497704006
Position 2257: 0.0001379976114226804
Position 1051: 0.0001369441650522639
Position 1928: 0.00012677918117097242
Position 698: 0.00012587176532930465
Position 2080: 0.00011519984108171138
Position 934: 0.00010960438423852418
Position 1850: 7.041270173617025e-05
Position 2172: 6.278107591559023e-05
Position 426: 5.265962479858906e-05
Position 2842: 5.164342667511341e-05
Position 1622: 4.9410363881968695e-05
Position 1943: 4.743457110211559e-05
Position 2339: 4.6149172858806047e-05
Position 2407: 4.036308217439011e-05
Position 482: 2.4943464100372317e-05
Position 60: 2.1748030504588414e-05
Position 279: 2.1645766324471016e-05
Position 683: 2.075198401501455e-05
Position 1507: 1.8832321554278195e-05
Position 161: 1.7803484479087174e-05
Position 1027: 1.5232118615952866e-05
Position 2888: 1.5107543862261683e-05
Position 2500: 1.4886114767562073e-05
Position 987: 1.3993548735153468e-05
Position 2712: 1.3421176537539354e-05
Position 2448: 8.39810315940719e-06
Position 2341: 8.227641126835352e-06
Position 902: 7.987360668731006e-06
Position 1215: 6.871087550151302e-06
Position 2046: 5.751315768991938e-06
Position 2558: 3.4168023594904903e-06
Position 2542: 2.680029408802465e-06
Position 2671: 1.9225051428591976e-06
Position 2334: 1.8282207865344087e-06
Position 656: 1.7591209354651994e-06
Position 541: 9.350799336134729e-07
