Gene = Nrgn
index = 766
Annotated 5SS: [ 368 6957 7205]
Annotated 3SS: [6729 7186 7572]
SMsplice 5SS: [ 368 6817]
SMsplice 3SS: [6729 7572]
top_k =  1000
Partition function (log Z): -4.502813950462512

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9903256506660395
Position 6957: 0.7091145709048621
Position 5725: 0.14288352653222136
Position 7479: 0.1063080958644101
Position 1426: 0.10392870403738041
Position 3523: 0.07285202663007358
Position 3062: 0.05334259569295765
Position 5318: 0.05284260394188237
Position 5515: 0.048888531670811544
Position 936: 0.04628621461915715
Position 6233: 0.044995302174722404
Position 7205: 0.040688292192927154
Position 4299: 0.034450851022907535
Position 2679: 0.028037972609367905
Position 5622: 0.02640503769233009
Position 2932: 0.02517257578027819
Position 6341: 0.023590559772348176
Position 1309: 0.020677446071324896
Position 3734: 0.018099830592849912
Position 1430: 0.015691836107154748
Position 7066: 0.012707560392708846
Position 429: 0.009535393824769563
Position 7742: 0.008325388213946298
Position 4620: 0.0065144149678543475
Position 6821: 0.006292982555489907
Position 7036: 0.006287290253155477
Position 3012: 0.006090776894790607
Position 1051: 0.00592009794450444
Position 49: 0.00466291923946056
Position 4326: 0.004311588342935271
Position 7634: 0.0042944583182826825
Position 7330: 0.0040161090315641666
Position 2576: 0.003984155477962931
Position 5555: 0.0036749990477330735
Position 929: 0.003506682192587112
Position 1218: 0.003482690868091986
Position 170: 0.003464370037578491
Position 4927: 0.0032457274708309523
Position 2158: 0.0031948341812750255
Position 5162: 0.003156033989528051
Position 10: 0.0029692238896473788
Position 37: 0.002852381546556287
Position 249: 0.002821913291650876
Position 7734: 0.0022624183415912496
Position 1908: 0.002236221031311574
Position 4006: 0.001995491421336065
Position 2907: 0.001757108833697995
Position 2347: 0.0017415793982435734
Position 33: 0.0016994306631196233
Position 2899: 0.0016502692814207261
Position 3265: 0.0015718749372189615
Position 4340: 0.0015240241021673886
Position 3538: 0.0013967991260190446
Position 4923: 0.001370743218282143
Position 872: 0.001253628569521801
Position 1343: 0.0011715053183002741
Position 850: 0.000998852730437803
Position 946: 0.0009851251257095204
Position 1072: 0.0009432366776294327
Position 41: 0.0008811796669211322
Position 5530: 0.0008547080083589451
Position 7101: 0.0007483086788557
Position 5347: 0.0007425804345999028
Position 1014: 0.0006931704774857325
Position 5684: 0.0006455067452751646
Position 1572: 0.00048497536145951234
Position 2938: 0.0004821675192113556
Position 1038: 0.0004562314881140099
Position 2793: 0.00043736071255023504
Position 5285: 0.00038495469300472166
Position 3499: 0.0003553520042762139
Position 134: 0.0003545415160535978
Position 5630: 0.00034483509945725964
Position 227: 0.0003124601819057568
Position 7379: 0.0003029390674873612
Position 2198: 0.00025663387652385673
Position 695: 0.00023994642721247335
Position 5635: 0.00023211652141960694
Position 14: 0.0002145263171376434
Position 3639: 0.00018434718378295022
Position 7694: 0.00017652423140009587
Position 1588: 0.00016471613026423486
Position 7773: 0.00015447403038063351
Position 185: 0.0001267282963563039
Position 3633: 0.00011983289249371207
Position 3748: 0.00011303591301519744
Position 97: 9.192843501202296e-05
Position 81: 5.617754136689444e-05
Position 136: 4.8738793040661446e-05
Position 847: 4.260103592182226e-05
Position 716: 2.775329407384446e-05
Position 658: 1.8343759273387273e-05
Position 109: 1.6047790797807087e-05
Position 1745: 1.2793477841518913e-05
Position 841: 1.2782120764561622e-05
Position 1103: 1.2171349106899565e-05
Position 1259: 1.1953836743596554e-05
Position 813: 9.106617410223762e-06
Position 94: 8.919150789301829e-06
Position 688: 8.008521508051248e-06
Position 898: 7.1536724872621165e-06
Position 35: 6.643131661003011e-06
Position 940: 5.733452027927156e-06
Position 7060: 5.468760743326276e-06
Position 821: 5.2774979165070775e-06
Position 450: 4.88675385424289e-06
Position 1098: 4.581884795062485e-06
Position 601: 4.200497883201172e-06
Position 446: 4.146870776778969e-06
Position 433: 4.095939423449922e-06
Position 3245: 4.0249123845070375e-06
Position 257: 3.7526578559459556e-06
Position 959: 3.3633223794308717e-06
Position 604: 2.9472795046015085e-06
Position 889: 2.3043319191962215e-06
Position 976: 2.176548753227255e-06
Position 6864: 1.7191504893104895e-06
Position 12: 1.5939600175755886e-06
Position 485: 1.5315230408763702e-06
Position 881: 1.1532090719885014e-06
Position 372: 1.095404713001583e-06
Position 6990: 9.77709427839695e-07
Position 876: 9.697659163980278e-07
Position 703: 4.725555515422204e-07
Position 291: 4.401647372555326e-07
Position 393: 4.3681300115491554e-07
Position 697: 3.0189181686173287e-07
Position 472: 2.2106889137036995e-07
Position 391: 4.381965811765572e-08
Position 758: 2.9690132232247986e-08
Position 799: 1.7523918983824585e-08
Position 498: 1.41708011376383e-08
Position 978: 6.203913375157397e-09
Position 1274: 5.135891756971452e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6729: 0.9332183767940041
Position 7572: 0.31001592994386673
Position 7888: 0.2502251745621669
Position 5503: 0.15843700134231228
Position 1142: 0.09804222977395909
Position 7322: 0.07663998685142935
Position 6121: 0.07259244209551177
Position 7867: 0.06996642063750654
Position 2872: 0.06233896080796596
Position 5419: 0.056658604769610176
Position 5220: 0.05398385414717115
Position 7284: 0.05030298948951166
Position 3365: 0.04663922689761923
Position 3498: 0.03451233133828996
Position 792: 0.034002887523892994
Position 7306: 0.03164510582103041
Position 7339: 0.027248383835072526
Position 1329: 0.02593450381307057
Position 928: 0.024930411771063535
Position 4236: 0.024683738214612824
Position 7609: 0.02465627226081613
Position 7578: 0.02311988265648924
Position 2421: 0.022183064963754842
Position 2822: 0.015881286352714085
Position 7137: 0.013655796451788377
Position 4036: 0.01263356223976593
Position 130: 0.01215032692014406
Position 6412: 0.011543653065924753
Position 3264: 0.011330032198912468
Position 1208: 0.008492548090078187
Position 8240: 0.007874438188827862
Position 318: 0.006980495022817335
Position 3599: 0.006881814917471496
Position 2734: 0.00682997303144999
Position 5552: 0.006662060399546976
Position 1180: 0.005788496850521567
Position 7700: 0.005621216723451554
Position 7517: 0.005506002080115933
Position 4487: 0.0050194981294978585
Position 7874: 0.004615296457309249
Position 7659: 0.004467057483470214
Position 4863: 0.0036141220065282293
Position 7918: 0.0033570718296655143
Position 775: 0.0032141453753161153
Position 2771: 0.003115193981488926
Position 2892: 0.0029811273897648173
Position 7758: 0.0027661554045770396
Position 7186: 0.0027616035082623017
Position 6610: 0.002685726126219714
Position 8057: 0.0025867146180103473
Position 7358: 0.0025151103699670918
Position 2481: 0.0024275276496278798
Position 6227: 0.0023197300897037022
Position 1760: 0.002198574089414015
Position 5667: 0.0021724426727669963
Position 5046: 0.0017880308011439926
Position 7120: 0.0017473067759699733
Position 4803: 0.0015956758981577669
Position 2398: 0.001568740593825502
Position 2202: 0.0015261710351478757
Position 4562: 0.0014314599399828326
Position 6805: 0.0014042050029033203
Position 2361: 0.0013757872125746216
Position 2749: 0.0011904649381732672
Position 5191: 0.0011592672999766302
Position 7716: 0.0011132681799791086
Position 5512: 0.0010905923513244654
Position 1989: 0.0010107104450502765
Position 3384: 0.0009968706948660783
Position 7087: 0.000987477132866559
Position 4192: 0.0009573755572954935
Position 621: 0.0009308340972409153
Position 2316: 0.0008787739771182483
Position 2569: 0.000846774564127747
Position 2326: 0.0008153960592201537
Position 6732: 0.0007519706983759665
Position 1308: 0.0007463772076100293
Position 4186: 0.0007456052676193031
Position 2605: 0.0007250713210475149
Position 2550: 0.0007126734344778627
Position 1085: 0.000706604026725948
