Gene = Stk17b
index = 1037
Annotated 5SS: [  151  8708 13615 19304 21193 22636 24243]
Annotated 3SS: [ 8544 13401 19158 21065 22586 24062 27453]
SMsplice 5SS: [  151  2633  8708 10931 19304 20218 22636 24243]
SMsplice 3SS: [ 2527  8544 10798 19158 20059 22586 24062 27453]
top_k =  1000
Partition function (log Z): 1.5882202189650876

Sorted 5' Splice Sites (High to Low Probability):
Position 8708: 0.998264846904096
Position 19304: 0.962526833746275
Position 22636: 0.9411489831549265
Position 151: 0.9341029684254116
Position 10931: 0.9119962137161058
Position 24243: 0.783382263339663
Position 2633: 0.6172850589596734
Position 21193: 0.5066330280558633
Position 20218: 0.44911269625457295
Position 13615: 0.4227931082156963
Position 3720: 0.2940534336131987
Position 8452: 0.27169914523748073
Position 9596: 0.27087828304658357
Position 943: 0.25801974176872644
Position 12376: 0.25369245153261316
Position 11997: 0.23942725746224822
Position 11954: 0.23326648880479114
Position 12348: 0.17263298212969944
Position 15948: 0.16474870026352917
Position 11142: 0.15185960145777333
Position 19763: 0.14474722101562348
Position 20957: 0.1438629202298672
Position 20222: 0.14145041912732514
Position 12068: 0.12089760732218581
Position 12166: 0.11787370121260701
Position 3675: 0.10751268012181792
Position 6567: 0.10237146169739642
Position 11311: 0.09552587457443126
Position 4109: 0.07964394916902773
Position 24418: 0.07235333859133002
Position 20187: 0.07021965762413045
Position 11353: 0.06954978948358888
Position 10467: 0.061282539586441476
Position 7736: 0.05750848060705127
Position 26065: 0.05460278194848202
Position 3462: 0.05173729076972025
Position 3550: 0.0391918873524734
Position 13543: 0.027764763546062252
Position 10988: 0.026627713355661563
Position 13619: 0.024760249392656027
Position 15963: 0.02457751442949049
Position 11315: 0.024426002180788258
Position 25887: 0.023661797028558904
Position 9852: 0.023469972491069545
Position 26370: 0.023435779163839918
Position 21154: 0.02292573942241587
Position 11138: 0.022653699077509224
Position 22142: 0.021930502468330455
Position 23893: 0.021847672345364583
Position 3759: 0.021260453092021903
Position 7214: 0.020400190502347575
Position 6479: 0.01970411076713138
Position 3085: 0.018259095926728995
Position 21463: 0.017710388127570517
Position 1593: 0.016372377772563368
Position 14779: 0.015110125517211663
Position 7584: 0.01484343293801052
Position 9424: 0.014284675486485146
Position 8319: 0.014004965900567106
Position 7151: 0.012623808000306857
Position 19453: 0.012386840112809674
Position 933: 0.011113328268414883
Position 22657: 0.01085424704771948
Position 867: 0.010756957216393366
Position 9485: 0.010681480114704121
Position 2835: 0.010511614493414593
Position 2151: 0.009984443551902034
Position 7541: 0.009919126732171766
Position 9306: 0.009717761210642977
Position 442: 0.009629811516419133
Position 54: 0.009257766653189156
Position 67: 0.008611111045929359
Position 4674: 0.008378979342817793
Position 22118: 0.008235600242105815
Position 223: 0.0077049973074593565
Position 22648: 0.007504537246119838
Position 4010: 0.007208307798331023
Position 9779: 0.006760290615524987
Position 20360: 0.006506904903060055
