Gene = Kcne4
index = 604
Annotated 5SS: [239]
Annotated 3SS: [852]
SMsplice 5SS: [239 970]
SMsplice 3SS: [ 852 1295]
top_k =  1000
Partition function (log Z): -2.9103120118691024

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.9947363124116749
Position 970: 0.8328082279327952
Position 1412: 0.32818968090746004
Position 1402: 0.31292430673733546
Position 1808: 0.26371781811478723
Position 1420: 0.2330876977064953
Position 1926: 0.196997158581678
Position 2023: 0.07601451912857192
Position 1160: 0.04754156724327944
Position 1170: 0.028899658755080326
Position 2118: 0.025486151207527626
Position 958: 0.012028811741950734
Position 944: 0.008852799198059926
Position 1633: 0.008063354853759584
Position 951: 0.004701103612158064
Position 701: 0.003810326029456207
Position 2779: 0.0034949375517667335
Position 464: 0.002268348058936953
Position 1871: 0.0020557037843585693
Position 2124: 0.0019869413144837094
Position 612: 0.0016698764823894511
Position 2334: 0.0016688082979166604
Position 326: 0.0014247698855982516
Position 1558: 0.001034655122853271
Position 1692: 0.0010071392362774043
Position 864: 0.0006822623789620138
Position 1637: 0.0006511503275275704
Position 1091: 0.0005468273618923269
Position 448: 0.0005374440990229662
Position 228: 0.00046845682034394557
Position 999: 0.0003803630926667992
Position 1644: 0.0003478737959505718
Position 1148: 0.0003302012617779956
Position 2339: 0.000295293018692618
Position 1094: 0.0002889732945320677
Position 497: 0.00027261901322714273
Position 2784: 0.00027077995512174045
Position 243: 0.00024170472805641523
Position 1002: 0.00023520066242955007
Position 80: 0.00022850941056571985
Position 1076: 0.00022236221795229712
Position 370: 0.0002074270516988126
Position 1251: 0.00019698646402246855
Position 2930: 0.00019231733818287863
Position 3088: 0.00018769544601632835
Position 457: 0.00017487329233086687
Position 1996: 0.00016610352185476298
Position 967: 0.00013975509923245944
Position 207: 0.0001294404868655117
Position 1217: 0.00011694319457923785
Position 1115: 0.00010315071847801696
Position 77: 9.017857932303537e-05
Position 1354: 9.005462526437867e-05
Position 755: 9.003011531075386e-05
Position 102: 8.475320891540642e-05
Position 1812: 8.052713852977333e-05
Position 1020: 7.219970838935343e-05
Position 1201: 5.7444074684396214e-05
Position 1007: 5.634641104718352e-05
Position 821: 5.4982794243096255e-05
Position 375: 5.281553331957057e-05
Position 828: 3.886284187489354e-05
Position 45: 3.800934893831827e-05
Position 1203: 3.709871406830377e-05
Position 757: 3.367415508626995e-05
Position 150: 3.152087634889702e-05
Position 16: 3.1022276366564035e-05
Position 1456: 3.0103249660723288e-05
Position 584: 2.3433493192961033e-05
Position 1627: 1.9897867466668118e-05
Position 67: 1.8443145460801596e-05
Position 1463: 1.732175163659676e-05
Position 715: 1.3320139869508492e-05
Position 789: 1.1793732570567791e-05
