Gene = Sympk
index = 1052
Annotated 5SS: [  130  4611  4804  6220  6376 10157 11699 12456 13723 15868 16316 18406
 19199 20794 21337 21585 22526 23234 24181 24564 25094 25663 28178 29070
 29266 29922]
Annotated 3SS: [ 4486  4737  6165  6301 10029 11448 12284 13482 15712 16164 18200 19047
 20557 21254 21470 22377 23072 24071 24462 25002 25560 27989 28892 29169
 29537 30011]
SMsplice 5SS: [  130  4611  4804  6220  6376 10157 12456 13515 13723 15868 16316 18406
 19199 21337 21585 22526 23234 24181 24564 25094 25663 28178 29070 29266
 29922]
SMsplice 3SS: [ 4486  4737  6165  6301 10029 12284 13482 13631 15712 16164 18200 19047
 21254 21470 22377 23143 24071 24462 25002 25560 27989 28892 29169 29537
 30011]
top_k =  1000
Partition function (log Z): 51.13194500149859

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9938384539955346
Position 24564: 0.9838557352552688
Position 29266: 0.98266391981656
Position 21585: 0.9763773152781418
Position 23234: 0.9719352016588
Position 10157: 0.9712996918748568
Position 29070: 0.9693495811960459
Position 16316: 0.9629278003490103
Position 19199: 0.9566030647869901
Position 6220: 0.954257302269111
Position 25663: 0.9320020217180931
Position 6376: 0.9151481973914982
Position 25094: 0.9012435828268748
Position 18406: 0.8971713998169688
Position 15868: 0.8920137109954079
Position 4611: 0.8821021891895904
Position 29922: 0.8744923110659375
Position 28178: 0.8684201758524587
Position 13723: 0.830546618437048
Position 24181: 0.7929086043474692
Position 12456: 0.7466445869489399
Position 4804: 0.73735074924881
Position 21337: 0.7063389633365211
Position 11699: 0.6091754865708358
Position 22526: 0.5897901008113062
Position 13515: 0.487673517066252
Position 3646: 0.41477295931827984
Position 23918: 0.27636754856438883
Position 15429: 0.25169655016574555
Position 1873: 0.24654374825576536
Position 12428: 0.22278162483242667
Position 26060: 0.18836536399502737
Position 4815: 0.18326577625103033
Position 11896: 0.17453890645705047
Position 21377: 0.1716707867724744
Position 18604: 0.15649384644172765
