Gene = 9630041A04Rik
index = 75
Annotated 5SS: [  379 66693]
Annotated 3SS: [66580 80841]
SMsplice 5SS: [  379 12923 21656 22223 35114 36090 53696 58008 66693 75528 75871 77856]
SMsplice 3SS: [12725 21506 22023 34979 35940 53554 57861 66580 75367 75754 77683 79808]
top_k =  1000
Partition function (log Z): -52.2006684361728

Sorted 5' Splice Sites (High to Low Probability):
Position 379: 0.6628722146369088
Position 3505: 0.31431997342673107
Position 2786: 0.24334638652204554
Position 50: 0.20738748279370242
Position 2905: 0.1542042389753005
Position 84: 0.11856479606947275
Position 3002: 0.11145517301269255
Position 3016: 0.07422785329233932
Position 3343: 0.0720497629293702
Position 1623: 0.07153558892144724
Position 571: 0.060018427671905156
Position 5174: 0.05824199043294479
Position 3815: 0.02953386877680463
Position 1957: 0.024624549257199948
Position 6192: 0.023920552866924148
Position 1264: 0.02379822425790284
Position 3627: 0.02335830835412273
Position 10961: 0.013087422213798657
Position 2918: 0.010655163405121907
Position 275: 0.01004430107480387
Position 685: 0.008677324089892921
Position 238: 0.007727032462168731
Position 5006: 0.007412910769734452
Position 3020: 0.0048187607362632804
Position 1063: 0.004765102141238844
Position 3697: 0.004637709265050152
Position 3316: 0.004535246617920805
Position 278: 0.0019246695427553484
Position 3124: 0.0018328859747093267
Position 3453: 0.0016572108694427946
Position 1041: 0.0012643679912053532
Position 1728: 0.0011745532046334717
Position 901: 0.00103111270062486
Position 1976: 0.000952652042970895
Position 1637: 0.0007338115798876384
Position 3180: 0.0004375944520395363
Position 3006: 0.00043223110950080175
Position 3104: 0.00032363783250490317
Position 394: 0.0003039053407659264
Position 1750: 0.00026795035914939206
Position 1436: 0.000258541090688363
Position 1876: 0.0002582990044423377
Position 445: 0.00018207241109323552
Position 924: 0.00013634531544163216
Position 1627: 0.00012902648674670465
Position 634: 9.949563360108675e-05
Position 536: 9.788067959696474e-05
Position 623: 7.24269508498651e-05
Position 259: 7.148297252924895e-05
Position 2167: 7.070428290523054e-05
Position 449: 6.487937777362561e-05
Position 5185: 6.144425258873373e-05
Position 11: 4.263328649079163e-05
Position 671: 3.122146784368249e-05
Position 160: 2.3428261461505597e-05
Position 470: 2.2460314870484895e-05
Position 192: 1.4124241156734404e-05
Position 1177: 1.108127186021383e-05
Position 1153: 9.898995411129822e-06
Position 457: 9.794206310542805e-06
Position 1236: 9.27845832861335e-06
Position 1139: 9.23420897755331e-06
Position 1695: 9.104427278819437e-06
Position 463: 6.965151424498529e-06
Position 1157: 6.1408865934940115e-06
Position 1093: 2.8934389303379133e-06
Position 1232: 2.2378136918121117e-06
Position 176: 1.882840359580849e-06
Position 1351: 1.7654970117238366e-06
Position 306: 7.456887715093334e-07
Position 519: 6.319712309205708e-07
Position 573: 6.155476204648295e-07
Position 908: 3.136526410973863e-07
Position 926: 3.038206194108098e-07
Position 853: 2.1958965253107955e-07
Position 840: 1.573628192527847e-07
Position 428: 1.431535271724108e-07
Position 265: 1.2728610590663794e-07
Position 575: 6.710097307007533e-08
Position 299: 4.065829239661876e-08
Position 475: 3.7406317590385355e-08
Position 304: 3.2624572461861846e-08
Position 503: 9.703219524603475e-09
Position 581: 1.8156555094212424e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11120: 0.39968578338642424
Position 3413: 0.31026391630434225
Position 10784: 0.30075035832025493
Position 10756: 0.1573207351756542
Position 2622: 0.13324840461481577
Position 2657: 0.12790895400408894
Position 2938: 0.10671370438022726
Position 2786: 0.07380213149138576
Position 1435: 0.06885718806396832
Position 3160: 0.06091113392138133
Position 2848: 0.05718085002099932
Position 3564: 0.05066609415276948
Position 2904: 0.043133048489009077
Position 5030: 0.03536480842959576
Position 5059: 0.03526860336688526
Position 238: 0.034806209597512544
Position 2692: 0.03442411632954773
Position 184: 0.02275574919048637
Position 1112: 0.022536910448207163
Position 6136: 0.017272119122859874
Position 1805: 0.016637466186077723
Position 13530: 0.01649791675259124
Position 2680: 0.016178280773501252
Position 9699: 0.015675024088106202
Position 3234: 0.014929595816259949
Position 13276: 0.013256376871023837
Position 7994: 0.01269040856738564
Position 5342: 0.011385371219287035
Position 6185: 0.011211880074058007
Position 3436: 0.00997812935788672
Position 4990: 0.008478107827781271
Position 147: 0.007317723057501752
Position 3207: 0.007218430460335555
Position 3377: 0.006819543311911253
Position 2746: 0.006674097862262464
Position 3264: 0.005468335364915519
Position 5549: 0.0050698240488434515
Position 965: 0.004533522715869892
Position 9241: 0.0043683996645286095
Position 10729: 0.003903629850770243
Position 1774: 0.0036889776420371105
Position 1856: 0.003332787855672597
Position 1467: 0.003284786653648205
Position 3477: 0.0031602438286645338
Position 1019: 0.0031415214915193695
Position 8514: 0.0029369007568714922
Position 131: 0.0028822396108791294
Position 8875: 0.002751940873228871
Position 662: 0.002702203845670127
Position 4873: 0.002447099077117181
Position 318: 0.0023878996453706165
Position 6188: 0.0023256726020290486
Position 495: 0.0022056712977536505
Position 526: 0.0020734610247092992
Position 1549: 0.001911927361578061
Position 7790: 0.001835855879847408
Position 7137: 0.0017687494590007818
Position 4820: 0.0015554107929018682
Position 4004: 0.0014773347653980241
Position 1780: 0.001407363592777234
Position 2721: 0.0013756973080137295
Position 2578: 0.0012287338499587018
Position 187: 0.001218782906995823
Position 4940: 0.0009478999475799686
Position 2510: 0.0009473925513430314
Position 2909: 0.0009390423437943745
Position 1232: 0.0009134063668748773
Position 278: 0.000847023237825012
Position 3418: 0.0008052987024532219
Position 1445: 0.0007822809158019799
Position 5361: 0.000766963081638956
Position 2063: 0.0007666973290180892
Position 4935: 0.00074973905462636
Position 2659: 0.0007361649853818942
Position 5222: 0.0007316341349632477
Position 498: 0.0007074956782720708
Position 2539: 0.0006374680124826242
Position 813: 0.000587339403528784
Position 5118: 0.0005454944391234254
Position 1452: 0.0005091762012683364
Position 762: 0.000406228156586549
Position 1166: 0.0003986069705381641
Position 2494: 0.0003677348354796512
Position 5821: 0.000331207157579034
Position 1666: 0.0003228884888453937
Position 475: 0.00026218732864876477
Position 1361: 0.00026108657817882524
Position 2719: 0.00024905901976804196
Position 5877: 0.000240224531994449
Position 859: 0.00023988753000396995
Position 2359: 0.000217137923550589
Position 1896: 0.0001841135251475121
Position 406: 0.0001795911625313254
Position 2631: 0.00017737409370360838
Position 285: 0.00017279336367891714
Position 304: 0.00014875670895787163
Position 1206: 0.00014188009128733112
Position 249: 0.00013498331320237075
Position 242: 0.00012932836563698413
Position 1816: 0.0001263639912450146
Position 2162: 0.00012031751096091825
Position 4679: 0.00011837564195614355
Position 718: 0.00011621009886555616
Position 4337: 0.00010150347685701332
Position 1041: 0.00010049681129629346
Position 1788: 9.679285620602118e-05
Position 1474: 9.076949581840631e-05
Position 265: 8.303444008193206e-05
Position 4582: 8.117466718963171e-05
Position 192: 7.46043269442921e-05
Position 1507: 7.205099405720239e-05
Position 1676: 7.0365576845352e-05
Position 466: 6.110419908306641e-05
Position 723: 5.8839024073775014e-05
Position 743: 5.297457011846569e-05
Position 2396: 5.169462609798225e-05
Position 3164: 5.0788376713318745e-05
Position 1574: 4.914056548961907e-05
Position 1746: 4.751384358542129e-05
Position 3421: 4.2079065901894024e-05
Position 564: 4.156825491603911e-05
Position 2580: 4.036317972085664e-05
Position 1381: 4.022278914361913e-05
Position 570: 3.8191046685653445e-05
Position 1239: 2.990702029577671e-05
Position 2017: 2.9595686132653983e-05
Position 1759: 2.8580986625751395e-05
Position 282: 2.2619871830575975e-05
Position 259: 1.940414160088107e-05
Position 1304: 1.802209329363854e-05
Position 482: 1.741764284545254e-05
Position 327: 1.6197435370707745e-05
Position 453: 1.55234475757203e-05
Position 542: 1.5264221991582443e-05
Position 1565: 1.4608923005471414e-05
Position 1626: 1.4015498741631089e-05
Position 2305: 1.1364742999448125e-05
Position 994: 1.0695307646934537e-05
Position 1727: 8.166851236108417e-06
Position 1281: 7.63441182729419e-06
Position 2943: 4.900266773950398e-06
Position 610: 2.9697042787352786e-06
Position 457: 2.6900469618196455e-06
Position 533: 1.5834595130428598e-06
Position 535: 1.4550306276883698e-06
Position 1173: 8.469294744566703e-07
Position 819: 8.217795134002136e-07
Position 862: 7.280210733956281e-07
Position 428: 6.949425218134424e-07
Position 289: 6.759500641403241e-07
Position 546: 6.360564492978694e-07
Position 528: 5.921821384037652e-07
Position 1480: 3.8030938995292414e-07
Position 1476: 3.793426651280758e-07
Position 1378: 3.261685004956888e-07
Position 411: 3.0716582253554643e-07
Position 720: 3.0398642062762346e-07
Position 1306: 2.514082187539153e-07
Position 817: 2.1102596865620038e-07
Position 442: 2.019906528405694e-07
Position 666: 1.706265747069698e-07
Position 343: 1.3884402503919736e-07
Position 199: 1.1721085948935278e-07
Position 1337: 1.08109750967848e-07
Position 294: 1.0289494136678247e-07
Position 362: 5.792334523520978e-08
Position 415: 3.655545932444518e-08
Position 374: 3.080362134299837e-08
Position 768: 2.900221725726687e-08
Position 440: 2.1382564785603044e-08
Position 616: 1.7385031317015742e-08
Position 332: 1.6742927689166857e-08
Position 205: 1.6261113001069424e-08
Position 339: 1.2169223728364432e-08
Position 329: 1.0567947391706931e-08
Position 197: 2.6993282383963504e-09
