Gene = Pbxip1
index = 797
Annotated 5SS: [   75  2896  6543  6811  7050  8974  9110  9468  9706 11560]
Annotated 3SS: [ 2810  6415  6745  6889  8745  9085  9384  9573 10339 11966]
SMsplice 5SS: [  75 2896 3113 6543 6811 7050 8974 9182 9468 9706]
SMsplice 3SS: [ 2810  2972  6415  6745  6889  8745  9085  9384  9573 11966]
top_k =  1000
Partition function (log Z): 9.697696263014745

Sorted 5' Splice Sites (High to Low Probability):
Position 9706: 0.9857408753989909
Position 75: 0.9706582701558576
Position 6543: 0.9579462197969867
Position 6811: 0.9130668259871838
Position 8974: 0.9074879557149459
Position 9468: 0.9050666467452998
Position 9182: 0.8391301287698804
Position 3113: 0.5864591860986094
Position 2896: 0.5531350199248465
Position 7050: 0.4893724334803037
Position 11560: 0.42487351134212076
Position 7745: 0.38583840048595364
Position 2074: 0.2909064722373154
Position 1680: 0.20285385386096547
Position 2294: 0.16578477199364763
Position 1754: 0.1524645731477133
Position 7008: 0.139350114782216
Position 8260: 0.11971350230040892
Position 1803: 0.1068917098175382
Position 1957: 0.079230376812619
Position 7755: 0.07623853871944605
Position 12965: 0.06724994499997429
Position 8887: 0.0587369359419079
Position 9489: 0.05747381483914185
Position 9110: 0.05498263243114266
Position 2129: 0.04089012147863763
Position 11087: 0.03259845596108311
Position 9150: 0.031061291057942787
Position 7891: 0.02580078324525802
Position 1700: 0.024068470555847182
Position 6833: 0.02182516135330016
Position 285: 0.018519124016036094
Position 534: 0.017840006822386605
Position 6816: 0.015349970222692787
Position 3155: 0.015205850759015387
Position 11630: 0.014811958303852745
Position 8601: 0.013302696202809529
Position 8415: 0.012635291480743247
Position 5075: 0.012308773767820132
Position 8850: 0.010655598977676376
Position 1961: 0.01000258447434359
Position 12227: 0.009835148096253549
Position 14093: 0.008348016332014865
Position 2272: 0.007332229779206998
Position 1602: 0.006583300120626534
Position 7931: 0.0059345896874385354
Position 2043: 0.00588356443119452
Position 2325: 0.005708796791349059
Position 11226: 0.005668350619895845
Position 9284: 0.005636227714848009
Position 8893: 0.005255830044820867
Position 9295: 0.005219439148659846
Position 1989: 0.005038927320017056
Position 8411: 0.004849771793030239
Position 433: 0.004516396757402881
Position 1126: 0.004085340443286258
Position 10523: 0.003879588611810059
Position 8495: 0.0033867448416439365
Position 1720: 0.003042291682707378
Position 1691: 0.0029599208092259046
Position 13211: 0.0029293813426415605
Position 6713: 0.002574124312877718
Position 752: 0.00252975876979313
Position 7961: 0.0022166875476267375
Position 269: 0.002187084776152437
Position 12339: 0.0020573276441283477
Position 7778: 0.002009236166783828
Position 642: 0.0018670386802581453
Position 70: 0.0017378123966895176
Position 12122: 0.0016707296196561473
Position 9444: 0.001609546169762039
Position 10911: 0.001500477921716872
Position 923: 0.0014446194194071573
Position 1858: 0.0014439667221379305
Position 11465: 0.001385597273349949
Position 1668: 0.0012594246918270666
Position 2149: 0.001230583893710419
Position 8520: 0.001192472397875527
Position 953: 0.0011137938237733918
Position 9187: 0.0011002720344992119
Position 9323: 0.0010682589601183016
Position 8605: 0.0010265489107831726
Position 9472: 0.0009962757927569645
Position 12171: 0.0009540555404499128
Position 8856: 0.0009124600169605968
Position 10687: 0.0009086366129183371
Position 9155: 0.0008984686679048622
Position 722: 0.0008739021315114024
Position 8803: 0.0007718500862767807
Position 8218: 0.0006181207800170586
Position 1496: 0.0006129410208914139
Position 7548: 0.0005532737676769134
Position 8044: 0.0005180702338373419
Position 8862: 0.0005170262111717669
Position 12117: 0.0004758227129159463
Position 10503: 0.0004541209424744842
Position 8237: 0.00044557582360735335
Position 8670: 0.00043624938744998636
Position 10809: 0.00042384422388700956
Position 900: 0.0003916129584698573
Position 6676: 0.0003910811686419314
Position 8609: 0.00037298688707954617
Position 1930: 0.00034036536889849646
Position 40: 0.0003057049645120234
Position 2017: 0.0002948535793569855
Position 9753: 0.0002763260998998424
Position 582: 0.0002658293861371365
Position 7336: 0.00023433916250657902
Position 1489: 0.00022112343546928448
Position 8923: 0.00019690530419561183
Position 7535: 0.0001923085208922731
Position 1206: 0.00019052672083201062
Position 429: 0.00018303192633096555
Position 7886: 0.000181945959194554
Position 13598: 0.0001672006519780409
Position 9086: 0.00016579047086841153
Position 10003: 0.0001477591097269415
Position 8978: 0.00014087730450709594
Position 302: 0.00013537417143449275
Position 9367: 0.00013328443916271407
Position 9411: 0.00012602640134045284
Position 12066: 0.00010739305427077698
Position 1852: 0.00010494680631624804
Position 452: 9.62933551214468e-05
Position 8847: 7.85748805332387e-05
Position 8790: 7.476787479346863e-05
Position 729: 6.655065597702424e-05
Position 426: 5.4680278423309525e-05
Position 1355: 5.426057722506479e-05
Position 1588: 5.4253559830595514e-05
Position 30: 5.0679727301137366e-05
Position 7496: 5.0401006955202325e-05
Position 697: 4.5761621882465816e-05
Position 408: 3.1761656289681234e-05
Position 930: 2.855133408727834e-05
Position 937: 2.8483396041888183e-05
Position 83: 2.6698152648470752e-05
Position 591: 2.368402456382762e-05
Position 612: 1.934476048384591e-05
Position 253: 1.5824521676445626e-05
Position 821: 1.551923491936358e-05
Position 1782: 1.5473461239336688e-05
Position 149: 1.502162699216985e-05
Position 1210: 1.3968740565194191e-05
Position 1479: 1.181200444317026e-05
Position 2035: 1.0158369487090656e-05
Position 997: 9.831591996827893e-06
Position 1751: 8.781098652057554e-06
Position 963: 8.482899817564871e-06
Position 1390: 8.021514358894153e-06
Position 1394: 7.71231977266017e-06
Position 904: 6.777627026549123e-06
Position 1191: 6.605126759324034e-06
Position 102: 5.768282700553265e-06
Position 713: 4.861355048981102e-06
Position 7340: 4.7627111408186306e-06
Position 392: 4.734668925733671e-06
Position 160: 4.63968703977416e-06
Position 175: 4.62476139546252e-06
Position 437: 4.420526731821484e-06
Position 497: 3.919477390949181e-06
