Gene = Ubl3
index = 1160
Annotated 5SS: [  710 40769 43394 46217]
Annotated 3SS: [40659 43306 46138 46474]
SMsplice 5SS: [  710 40769 43394 46217]
SMsplice 3SS: [40659 43306 46138 46474]
top_k =  1000
Partition function (log Z): -32.88357712103907

Sorted 5' Splice Sites (High to Low Probability):
Position 4743: 0.6792505191791913
Position 710: 0.6749616074439919
Position 2450: 0.36755612682530586
Position 506: 0.3227051527584032
Position 1158: 0.3053759594969241
Position 818: 0.1296849455596216
Position 6465: 0.12632361978634526
Position 6491: 0.12345650400324291
Position 3376: 0.1038251927867556
Position 111: 0.10003430470510025
Position 4307: 0.09050256611213361
Position 6692: 0.08472260343927458
Position 5774: 0.07958728332273153
Position 2389: 0.0456400954207237
Position 798: 0.03653857718859299
Position 158: 0.03178589681966913
Position 9773: 0.031025859592847965
Position 1204: 0.030929316252515167
Position 8136: 0.015919699564765546
Position 4125: 0.01541691175935547
Position 3212: 0.01100927721714198
Position 5907: 0.010499645455023241
Position 393: 0.008727983032011574
Position 195: 0.00867632488096199
Position 329: 0.006983599860063791
Position 4272: 0.006702612070599539
Position 397: 0.005102599311708095
Position 8278: 0.003940343781483659
Position 262: 0.003026925721465463
Position 432: 0.0025926965471691557
Position 126: 0.0022947462972742905
Position 589: 0.001959963908331084
Position 2564: 0.0013168936320062056
Position 2461: 0.0012981701404492793
Position 1383: 0.0012424925844385503
Position 316: 0.001203395177031319
Position 4096: 0.0010893966693145273
Position 1265: 0.001062264079805675
Position 496: 0.000993442047303955
Position 289: 0.0009833059090608848
Position 1348: 0.0008463857564453554
Position 1339: 0.0007202733559900174
Position 1709: 0.0007154597849135666
Position 1398: 0.0006715137489713143
Position 260: 0.0005200000070944736
Position 5805: 0.0004890017023565611
Position 1563: 0.0004333467402590983
Position 1748: 0.00042215226030702037
Position 1607: 0.0003704325286804462
Position 1208: 0.00034004473011889965
Position 733: 0.00033734441402565377
Position 923: 0.0003250369639080743
Position 5605: 0.0002644328909320159
Position 327: 0.00021387380332120746
Position 414: 0.00015978050744958064
Position 2629: 0.0001593426868237007
Position 742: 0.00014192346623099445
Position 1550: 0.00012109236246935099
Position 750: 0.0001159368385092806
Position 1665: 0.00011413873185217764
Position 786: 9.80416440668519e-05
Position 280: 8.144544707518261e-05
Position 725: 8.106553227291225e-05
Position 990: 6.721851228814676e-05
Position 652: 5.3023852867214016e-05
Position 399: 4.800921947682403e-05
Position 273: 3.64084756894269e-05
Position 714: 3.375116653925651e-05
Position 916: 2.8219284078234496e-05
Position 870: 2.6630529305887556e-05
Position 608: 1.637826237435004e-05
Position 995: 1.6212233276688622e-05
Position 583: 1.550164571195782e-05
Position 747: 1.2592015005946268e-05
Position 685: 7.879402093417255e-06
Position 401: 7.248172450572174e-06
Position 695: 6.016523478087028e-06
Position 928: 5.056149101899398e-06
Position 745: 4.765671835775197e-06
Position 1000: 4.313065633000967e-06
Position 690: 2.052992040316705e-06
Position 3351: 1.5169180480701357e-06
Position 1105: 9.607595457896533e-07
Position 611: 8.156766645763313e-07
Position 925: 5.31478900644983e-07
Position 3344: 4.547284125655705e-07
Position 1324: 4.0942804186109753e-07
Position 983: 3.8768631860274577e-07
