Gene = Trpa1
index = 1145
Annotated 5SS: [  138  6503  8133 12940 14410 14716 15717 17001 18798 19516 20607 20854
 22371 25680 27558 28468 29469 31268 31976 33113 34753 36751 37266 38664
 43014 44499]
Annotated 3SS: [ 6342  7956 12831 14300 14569 15579 16951 18697 19414 20436 20688 22255
 25512 27463 28407 29369 31196 31809 33022 34582 36620 37082 38594 42902
 44400 45133]
SMsplice 5SS: [  138  6503  8133 14410 14716 15717 18798 19516 20607 20854 25680 29469
 34753 36751 37266 38664 43014 44499]
SMsplice 3SS: [ 6342  8007 14300 14569 15618 18697 19414 20436 20688 25534 29369 34582
 36620 37082 38594 42902 44400 45133]
top_k =  1000
Partition function (log Z): 23.91473853583249

Sorted 5' Splice Sites (High to Low Probability):
Position 34753: 0.9800327524763749
Position 18798: 0.9713868973069174
Position 138: 0.9606947592515738
Position 6503: 0.9594013259123721
Position 37266: 0.9554093740432642
Position 36751: 0.9518710495098687
Position 19516: 0.9435084162385249
Position 25680: 0.9410463489564808
Position 15717: 0.9371140485358819
Position 20607: 0.9329806891312178
Position 38664: 0.9241230014692479
Position 44499: 0.8985914514560838
Position 14410: 0.8930832641824806
Position 29469: 0.8632782163746415
Position 8133: 0.8516995784273246
Position 20854: 0.8498524219189941
Position 43014: 0.8123101397900704
Position 28468: 0.5154840981571461
Position 31976: 0.5011641113198269
Position 33113: 0.49680260854314834
Position 22371: 0.46562316517641383
Position 27558: 0.4168781829887605
Position 22077: 0.34522793204063207
Position 22659: 0.2980008939725352
Position 31532: 0.2970467805206919
Position 35970: 0.28992169668787215
Position 12940: 0.2587511231072389
Position 4904: 0.25699472833364095
Position 40325: 0.22313266159982462
Position 38506: 0.22021409292596392
Position 31034: 0.21664829229683516
Position 43258: 0.21650004828709865
Position 15533: 0.214339259478659
Position 14745: 0.18535916025302832
Position 28145: 0.15943480995040987
Position 26050: 0.1406549080434166
Position 22375: 0.1389041296461369
Position 16180: 0.1295743302635252
Position 27173: 0.12669761243722644
Position 21288: 0.10904676572475547
Position 43993: 0.09752403866487283
Position 34979: 0.09735631178029873
Position 41191: 0.08358285942931105
Position 19816: 0.0745757092501473
Position 44173: 0.07392098850797868
Position 31268: 0.07089197936554989
Position 31465: 0.06868019877755366
Position 41271: 0.06751472293693354
Position 1604: 0.06587243610124204
Position 17001: 0.06457202906945098
Position 8352: 0.06122191062664453
Position 6133: 0.060267960863244
Position 35172: 0.05937009315624131
Position 2491: 0.054848806953090155
Position 44293: 0.05154178251712315
Position 28562: 0.051454521760195535
Position 41219: 0.047438845243447304
Position 45104: 0.04379055663346064
Position 45254: 0.04159267081122365
Position 21052: 0.040270434859234254
Position 16461: 0.03651896438715623
Position 22217: 0.035107116293985254
Position 38120: 0.033037077451629364
Position 1305: 0.033020355875019856
Position 6455: 0.031807278542181794
Position 184: 0.031389869450822026
Position 36028: 0.03108544808033878
Position 34985: 0.03068735065911331
Position 40857: 0.029893397983011466
Position 44526: 0.028684714764818375
Position 37639: 0.027898607005997493
Position 10601: 0.02615476805269741
Position 35661: 0.025832783672245493
Position 41496: 0.025690541815566563
Position 282: 0.023678634374096896
Position 28216: 0.022647353401052915
Position 10148: 0.022227837454218243
Position 37270: 0.021189529373089933
Position 31667: 0.019930199491166922
Position 22081: 0.019637864135701438
Position 20266: 0.01864566540982587
Position 40054: 0.018032972744391466
Position 16456: 0.01735511050826178
Position 37975: 0.01680987887164363
Position 28746: 0.016549481534832024
Position 39740: 0.015583561605504257
Position 7879: 0.015383037565047383
Position 44680: 0.015370434445042597
Position 540: 0.015325421757703033
Position 663: 0.015230395190834248
Position 25748: 0.015022652422973086
