Gene = Rab3gap1
index = 880
Annotated 5SS: [   57   208  5383 20516 22324 32926 35065 41178 46948 49517 50869 56048
 56669 58777 59349 61672 62306 65782 68793 69313 69529 69918 70376]
Annotated 3SS: [  151  5306 20382 22244 32805 34898 41077 46865 49447 50794 55954 56501
 58686 59175 61616 61933 65643 68564 69215 69424 69801 70272 73600]
SMsplice 5SS: [   57   208   772  5383 20516 22324 35065 41178 46948 56048 56258 56669
 58777 61672 62306 65782 68793 69300 69529 69918 70376]
SMsplice 3SS: [  151   676  5306 20382 22244 34898 41077 46865 55954 56185 56533 58686
 61616 61933 65643 68564 69215 69456 69801 70272 73600]
top_k =  1000
Partition function (log Z): -39.2321825605439

Sorted 5' Splice Sites (High to Low Probability):
Position 5383: 0.9882091796823548
Position 57: 0.899794152732574
Position 772: 0.6388209923932965
Position 208: 0.623528769924404
Position 8662: 0.6062184413892541
Position 20516: 0.5769197182066181
Position 17774: 0.45971908873822004
Position 22324: 0.3766198124029989
Position 346: 0.3304250955054324
Position 17666: 0.3161183061270256
Position 11000: 0.22082542517786077
Position 10551: 0.20491133690345123
Position 7800: 0.086227476765489
Position 22316: 0.08105448283912788
Position 2647: 0.06383817057871088
Position 4525: 0.061277370192724646
Position 3376: 0.04715016229063349
Position 1920: 0.046112464654722074
Position 255: 0.04130390287668306
Position 1927: 0.04072915489525825
Position 2661: 0.03872055453298961
Position 3710: 0.03237228683859087
Position 1698: 0.031481108849874415
Position 3908: 0.02433750086944053
Position 10359: 0.016164599420902707
Position 4179: 0.01581371626947711
Position 9163: 0.01155294393229946
Position 1893: 0.01023331836172309
Position 4920: 0.009581461230827874
Position 2229: 0.008538618956107165
Position 2991: 0.008108180455024717
Position 1287: 0.007992026627926866
Position 2330: 0.006583577950959769
Position 3292: 0.0057664374880623944
Position 1364: 0.005685026370120491
Position 947: 0.0053526397366517285
Position 9750: 0.004827572591370441
Position 52: 0.004492829723446725
Position 638: 0.0038324233951997364
Position 1779: 0.003403655882390434
Position 4474: 0.0033892567168423773
Position 1059: 0.0033238532031338378
Position 4470: 0.0030966056961801115
Position 2423: 0.0026633916452585196
Position 9579: 0.0025974444507644626
Position 4530: 0.002229492553662014
Position 10715: 0.0022250350442828025
Position 10168: 0.0021719128533926675
Position 1688: 0.001914593483197363
Position 2638: 0.0019027114753164486
Position 817: 0.0017649719914362458
Position 12583: 0.0015005733677496118
Position 1572: 0.0014374574539348713
Position 3691: 0.0012005289660634046
Position 788: 0.0010249011373681934
Position 4513: 0.0009497938158515395
Position 943: 0.0009439298326541583
Position 2720: 0.0009159633192032653
Position 431: 0.0007750618499499864
Position 2212: 0.0006176405471322184
Position 381: 0.0006147515217525526
Position 1591: 0.0005056566709033894
Position 2604: 0.0004838651340099834
Position 105: 0.0004571174972484795
