Gene = Noc4l
index = 756
Annotated 5SS: [ 195  407 1105 1739 2106 2306 2473 2884 3083 3346 3614 3885 4086 4352]
Annotated 3SS: [ 285  997 1630 1955 2205 2437 2832 2970 3284 3502 3723 4002 4237 4433]
SMsplice 5SS: [ 195  407 1105 1739 2106 2884 3083 3614 4086 4352]
SMsplice 3SS: [ 285  997 1630 1955 2832 2981 3502 4002 4237 4433]
top_k =  1000
Partition function (log Z): 20.405627792865925

Sorted 5' Splice Sites (High to Low Probability):
Position 4086: 0.9891534077051057
Position 1105: 0.9870582312212267
Position 195: 0.9765141946055966
Position 3614: 0.9470745634000421
Position 407: 0.9220387854260923
Position 4352: 0.915250993665082
Position 2106: 0.8678230309096016
Position 3083: 0.8656334621259741
Position 1739: 0.7058708780101263
Position 2884: 0.5791797780489444
Position 3346: 0.4415009862485703
Position 3885: 0.4006928988204526
Position 2306: 0.21397722922538037
Position 2473: 0.20631510685443355
Position 2894: 0.132908948491933
Position 1875: 0.08204816902874901
Position 2061: 0.03612403799669778
Position 4313: 0.026628121108298396
Position 3420: 0.024678134208388
Position 2045: 0.021290772925949455
Position 1750: 0.013834250904257196
Position 2017: 0.011854263731857818
Position 2763: 0.008905928896318157
Position 4295: 0.008501807092176992
Position 3079: 0.007960522067238494
Position 2621: 0.00675760264699878
Position 2770: 0.006224060906244101
Position 865: 0.005933809675750138
Position 228: 0.005833587970509329
Position 1099: 0.005077071526823484
Position 2995: 0.004485330737055872
Position 4528: 0.003997462312173876
Position 3566: 0.003994563886533231
Position 4615: 0.0026362087110482018
Position 341: 0.0024931895136928385
Position 3392: 0.002456499357282229
Position 968: 0.0024553520871315173
Position 2898: 0.0024504473154703466
Position 1841: 0.0023973235788560653
Position 4469: 0.002371717943873214
Position 3371: 0.002053624982443715
Position 3285: 0.0018634972933454885
Position 4715: 0.001800467164464264
Position 411: 0.0017658495256747057
Position 3253: 0.001658152066115361
Position 430: 0.001632289811184702
Position 3863: 0.0015873072861479895
Position 601: 0.001437147733208126
Position 3646: 0.001296768501732353
Position 4090: 0.001283030707003748
Position 2251: 0.0010369083835222363
Position 366: 0.0009471615535920213
Position 453: 0.0009331105451232211
Position 1767: 0.000924543806508773
Position 4621: 0.0009204807343775746
Position 1699: 0.0009176212133107843
Position 587: 0.0008978431865220225
Position 3068: 0.00081143010582623
Position 3448: 0.0007982164434586917
Position 595: 0.000776615288153487
Position 3809: 0.000771821229029869
Position 2458: 0.0006566451716216016
Position 1930: 0.0006027449241640042
Position 940: 0.000552933078236066
Position 927: 0.000518669807516816
Position 3897: 0.000494085182203009
Position 4099: 0.000484714709901323
Position 1657: 0.0004482285138056739
Position 4589: 0.00042896566583947596
Position 1845: 0.00042243983715620345
Position 4821: 0.00041604117276096745
Position 2565: 0.0003635156297480974
Position 1872: 0.00034422676032217045
