Gene = Parm1
index = 794
Annotated 5SS: [  343 76887 95462]
Annotated 3SS: [ 76202  95382 105317]
SMsplice 5SS: [   343  76887  78772  84817  95462 105412 105682]
SMsplice 3SS: [ 76659  78617  84701  95382 105317 105573 105815]
top_k =  1000
Partition function (log Z): -69.12747425992104

Sorted 5' Splice Sites (High to Low Probability):
Position 448: 0.4683550497340703
Position 343: 0.41600770709378837
Position 280: 0.2622445510519817
Position 204: 0.09802799633591688
Position 4037: 0.08360913473788782
Position 6144: 0.07857264591083228
Position 3859: 0.05976519183196682
Position 8711: 0.042015383199939055
Position 240: 0.03438927432908307
Position 1151: 0.03227954288444114
Position 4889: 0.02535628158783586
Position 223: 0.01646077390031373
Position 2821: 0.012716808033608931
Position 7874: 0.012191160776570982
Position 3231: 0.010016521846489424
Position 702: 0.00943665426022777
Position 995: 0.008972065062410035
Position 7603: 0.008462151998790956
Position 312: 0.007795721482492164
Position 483: 0.007199588126977874
Position 192: 0.007008049850504076
Position 3707: 0.004788824324918335
Position 4788: 0.004421418448689626
Position 6738: 0.004351022873318138
Position 165: 0.004139549657330958
Position 6847: 0.0036511604651922034
Position 4256: 0.0034696419250581697
Position 177: 0.0030785271841942533
Position 1668: 0.002658827903351672
Position 896: 0.0023811331668093525
Position 2995: 0.0018980434783311632
Position 6257: 0.001155068472173047
Position 4401: 0.0009853861930505465
Position 738: 0.0008029837701490999
Position 76: 0.0006371120567835582
Position 4639: 0.0005963202811724998
Position 794: 0.0005924885211476343
Position 13: 0.0005618263140685308
Position 452: 0.0005548404989704312
Position 1178: 0.0005381199810463152
Position 627: 0.0004314817433958361
Position 935: 0.00039972370703312963
Position 1159: 0.0003810717793735317
Position 295: 0.0003757679828911306
Position 1001: 0.0003636509789581731
Position 7133: 0.0003138018238145766
Position 393: 0.0002570060004825975
Position 975: 0.00024913410039900007
Position 986: 0.00023486545173208705
Position 1226: 0.00022540559642368412
Position 265: 0.00022280077959084763
Position 303: 0.00022176342431912276
Position 462: 0.00020773810166492594
Position 4634: 0.00017049296262588488
Position 2386: 0.0001638557669530003
Position 1548: 0.000152813669040976
Position 575: 0.00013202128092612109
Position 816: 9.897551385069116e-05
Position 1261: 7.241755059362951e-05
Position 2077: 5.834504637331298e-05
Position 2341: 4.682066007097971e-05
Position 464: 4.607377145473838e-05
Position 776: 3.1268944488941165e-05
Position 22: 2.5831488841370643e-05
Position 355: 1.1951058179638224e-05
Position 445: 1.1513692535437105e-05
Position 965: 5.467247075468996e-06
Position 714: 4.675265435445266e-06
Position 4950: 3.5083135430891854e-06
Position 2264: 2.7319794390713425e-06
Position 485: 2.443974539431706e-06
Position 1165: 2.3972515312467385e-06
Position 1328: 2.337952009858622e-06
