Gene = Hcst
index = 535
Annotated 5SS: [ 151 1236 1767]
Annotated 3SS: [1211 1634 2007]
SMsplice 5SS: [151]
SMsplice 3SS: [1211]
top_k =  1000
Partition function (log Z): -10.116922980958389

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.8316026723592067
Position 1236: 0.21023918607296052
Position 488: 0.09836925411137522
Position 1767: 0.04944393856978058
Position 95: 0.047969517661815
Position 218: 0.017839584469991555
Position 653: 0.01753969082178989
Position 577: 0.014761305710210743
Position 1351: 0.011535995956361405
Position 250: 0.003307439723069392
Position 450: 0.0032932961423935664
Position 222: 0.0022710622237091557
Position 318: 0.0017789537565425766
Position 12: 0.001697797911191636
Position 385: 0.0015113225715494326
Position 1520: 0.0014059163873803694
Position 1293: 0.0013266605142626623
Position 168: 0.0011085551548543572
Position 240: 0.0007767361279310951
Position 1383: 0.0007317613073723283
Position 1528: 0.0004497690649485921
Position 1264: 0.0003831338455291507
Position 21: 0.0003794805124939293
Position 198: 0.0003691216269388435
Position 303: 0.00034277623022531867
Position 719: 0.0003085152297044778
Position 1635: 0.00028062142961694965
Position 611: 0.00017495749259207886
Position 520: 0.00017412094150875021
Position 629: 0.0001403196959343851
Position 1422: 0.00013931081431510956
Position 1891: 0.00013924606039714048
Position 74: 0.00013215400536478096
Position 373: 0.00012774394873412578
Position 160: 0.00012744485697313197
Position 1407: 0.000124813279409199
Position 722: 0.00012425980898131473
Position 230: 0.00012237372685255563
Position 280: 0.00011425805395434088
Position 1718: 0.00011234990157576328
Position 949: 0.0001057175245684777
Position 709: 9.950742475823891e-05
Position 1797: 9.798055873601418e-05
Position 49: 9.386526751345156e-05
Position 1733: 7.300313559663542e-05
Position 1868: 6.356459800330424e-05
Position 618: 6.165960322954756e-05
Position 1737: 4.379872904016801e-05
Position 1221: 4.321675035810576e-05
Position 1297: 4.250987783878961e-05
Position 412: 3.4451319230211594e-05
Position 1700: 2.781932418446929e-05
Position 1946: 2.615381126491672e-05
Position 415: 2.181627602048147e-05
Position 343: 1.9526637627576114e-05
Position 1012: 1.2037676231713826e-05
Position 522: 9.253899403512373e-06
Position 777: 8.602759877549625e-06
Position 821: 6.784146735825898e-06
Position 363: 6.647818777121841e-06
Position 1320: 5.643951766860647e-06
Position 425: 4.986615061479312e-06
Position 368: 4.902294146545686e-06
Position 131: 4.631784587137591e-06
Position 1424: 4.522553531236055e-06
Position 501: 4.145301987368832e-06
Position 309: 3.568233307901238e-06
Position 816: 3.496379977567718e-06
Position 931: 3.307258194205682e-06
Position 358: 3.2644706900039455e-06
Position 803: 3.0710997758559067e-06
Position 544: 2.538538298263373e-06
Position 1065: 2.292989144881639e-06
Position 766: 2.2279428082713154e-06
Position 675: 2.063770420805712e-06
Position 398: 1.6528680659013324e-06
Position 768: 1.0866348326211875e-06
Position 712: 1.0590226271127434e-06
Position 1077: 2.7961242801409444e-07
Position 437: 2.2425579999357068e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1211: 0.545299691318344
Position 449: 0.15898688722802282
Position 1634: 0.11560472324517737
Position 2007: 0.11353268924977795
Position 1377: 0.08475806493781791
Position 1535: 0.055653168372703586
Position 517: 0.04467988318447423
Position 1101: 0.04315276100486868
Position 1413: 0.04092858368335528
Position 1338: 0.015125250768564316
Position 1679: 0.014572548371492437
Position 2010: 0.013354562489116347
Position 1721: 0.008671101274107194
Position 1305: 0.007656760286809844
Position 772: 0.007421332435989305
Position 1104: 0.004721189598504356
Position 846: 0.003938160643659282
Position 1422: 0.003932299315990535
Position 487: 0.0035289994341866616
Position 415: 0.0034667024661377715
Position 1350: 0.0034631946161089162
Position 920: 0.00327200097424175
Position 1145: 0.0028447925564742253
Position 1431: 0.0024256238561785972
Position 2041: 0.002093139625113325
Position 2118: 0.0020556689544875247
Position 2123: 0.0020145195683561857
Position 1841: 0.00176121052550684
Position 343: 0.0013016470115399504
Position 1755: 0.001165300215961784
Position 534: 0.0009178205012987035
Position 1383: 0.0008503283087484264
Position 368: 0.0007179268784120639
Position 1273: 0.0007042777428791953
Position 854: 0.0007007149857860192
Position 1042: 0.0006384388257718782
Position 987: 0.0005091373344451636
